URL,Preço sem desconto,Preço com desconto
https://www.farmaciasindependente.com.br/cloridrato-de-sotalol-120mg-30-comprimidos-biosintetica,"R$ 83,48","R$ 41,00"
https://www.farmaciasindependente.com.br/efexor-xr-150mg-30comprimidos,"R$ 658,38","R$ 418,73"
https://www.farmaciasindependente.com.br/aspirina-prevent-100mg-30comprimidos,"R$ 23,87","R$ 21,13"
https://www.farmaciasindependente.com.br/fluir-30capsulas-refil,"R$ 73,28","R$ 69,69"
https://www.farmaciasindependente.com.br/donaren-100mg-30comprimidos,"R$ 125,42","R$ 111,31"
https://www.farmaciasindependente.com.br/amplictil-25mg-20comprimidos,"R$ 9,59","R$ 8,42"
https://www.farmaciasindependente.com.br/somalium-6mg-30comprimidos,"R$ 54,40","R$ 44,31"
https://www.farmaciasindependente.com.br/zap-25mg-30cpr,"R$ 71,65","R$ 62,92"
https://www.farmaciasindependente.com.br/zap-5mg-30cpr,"R$ 146,81","R$ 121,98"
https://www.farmaciasindependente.com.br/benicar-hct-20-125mg-30comprimidos,,"R$ 88,96"
https://www.farmaciasindependente.com.br/proflox-500mg-14comprimidos,"R$ 48,73","R$ 44,18"
https://www.farmaciasindependente.com.br/itraspor-100mg-15capsulas,"R$ 89,44","R$ 85,08"
https://www.farmaciasindependente.com.br/bravan-80mg-30comprimidos,,"R$ 58,10"
https://www.farmaciasindependente.com.br/bravan-160mg-30comprimidos,"R$ 58,10","R$ 55,23"
https://www.farmaciasindependente.com.br/expectoflui-xarope-120ml-cereja,,"R$ 18,80"
https://www.farmaciasindependente.com.br/sinot-clav-875-125mg-14comprimidos,"R$ 118,23","R$ 100,92"
https://www.farmaciasindependente.com.br/betalor-5mg-25mg-30comprimidos,,"R$ 76,37"
https://www.farmaciasindependente.com.br/olmetec-20mg-30comprimidos,"R$ 181,32","R$ 154,88"
https://www.farmaciasindependente.com.br/tetralysal-300mg-28comprimidos,"R$ 335,43","R$ 252,91"
https://www.farmaciasindependente.com.br/risperidon-2mg-30comprimidos,"R$ 72,98","R$ 60,63"
https://www.farmaciasindependente.com.br/claritromicina-500mg-10-comprimidos-medley,"R$ 103,47","R$ 58,65"
https://www.farmaciasindependente.com.br/tess-21comprimidos,"R$ 26,78","R$ 23,86"
https://www.farmaciasindependente.com.br/salsep-jet-09-100ml,,"R$ 39,63"
https://www.farmaciasindependente.com.br/onbrize-150mcg-30comprimidos,"R$ 189,48","R$ 163,62"
https://www.farmaciasindependente.com.br/clindoxyl-control-10-gel-45g,"R$ 64,99","R$ 64,48"
https://www.farmaciasindependente.com.br/natifa-pro-1-005mg-28comprimidos,,"R$ 93,85"
https://www.farmaciasindependente.com.br/trok-g-creme-30g,"R$ 32,39","R$ 28,39"
https://www.farmaciasindependente.com.br/acetato-de-dexametasona-elixir-120ml-ems,"R$ 19,63","R$ 12,57"
https://www.farmaciasindependente.com.br/loxonin-60mg-15comprimidos,"R$ 40,09","R$ 36,00"
https://www.farmaciasindependente.com.br/hylo-comod-10ml,"R$ 101,22","R$ 96,22"
https://www.farmaciasindependente.com.br/propranolol-sigma-10mg-30comprimidos,,"R$ 10,11"
https://www.farmaciasindependente.com.br/benicar-anlo-20-5mg-30comprimidos,,"R$ 87,85"
https://www.farmaciasindependente.com.br/metildopa-500mg-30-comprimidos-ems,"R$ 56,77","R$ 38,40"
https://www.farmaciasindependente.com.br/balsamo-bengue-aerosol-60g,"R$ 46,38","R$ 42,95"
https://www.farmaciasindependente.com.br/oligovit-up-60capsulas,,"R$ 99,21"
https://www.farmaciasindependente.com.br/esomeprazol-magnesico-20mg-14-comprimidos-ems,"R$ 75,82","R$ 39,02"
https://www.farmaciasindependente.com.br/maleato-de-enalapril-hidroclorotiazida-20-125mg-30-comprimidos-ems,"R$ 96,57","R$ 48,72"
https://www.farmaciasindependente.com.br/arnica-gel-30gr,"R$ 39,20","R$ 37,83"
https://www.farmaciasindependente.com.br/suavicid-creme-15g,"R$ 106,90","R$ 68,16"
https://www.farmaciasindependente.com.br/cleankinol-40mg-gel-30g,"R$ 55,73","R$ 53,01"
https://www.farmaciasindependente.com.br/valdoxan-25mg-28comprimidos,"R$ 286,11","R$ 228,29"
https://www.farmaciasindependente.com.br/aradois-h-100-25mg-30comprimidos,"R$ 164,74","R$ 140,72"
https://www.farmaciasindependente.com.br/acetato-de-dexametasona-1g-creme-10g-ems,"R$ 13,30","R$ 9,43"
https://www.farmaciasindependente.com.br/dipirona-500mg-10-comprimidos-prati-donaduzzi,"R$ 6,27","R$ 5,95"
https://www.farmaciasindependente.com.br/cloridrato-de-bromexina-4mg-5ml-xarope-infantil-120ml-ems,"R$ 16,03","R$ 13,50"
https://www.farmaciasindependente.com.br/desloratadina-5mg-30-comprimidos-ems,"R$ 147,77","R$ 43,28"
https://www.farmaciasindependente.com.br/fumarato-de-bisoprolol-10mg-30-comprimidos-ems,"R$ 129,71","R$ 61,57"
https://www.farmaciasindependente.com.br/glimepirida-1mg-30-comprimidos-ems,"R$ 36,82","R$ 20,55"
https://www.farmaciasindependente.com.br/lidocaina-50mg-pomada-25g-laranja-ems,"R$ 17,81","R$ 11,31"
https://www.farmaciasindependente.com.br/cloridrato-de-sibutramina-15mg-30-comprimidos-ems,"R$ 97,82","R$ 56,52"
https://www.farmaciasindependente.com.br/amplium-g-creme-ginecologico-40g-14-aplicadores,"R$ 61,61","R$ 60,79"
https://www.farmaciasindependente.com.br/gestrelan-21comprimidos,"R$ 12,99","R$ 9,75"
https://www.farmaciasindependente.com.br/novoprazol-20mg-56-comprimidos,"R$ 25,96","R$ 21,76"
https://www.farmaciasindependente.com.br/liposic-gel-oftalmico-2mg-485mg-10g,,"R$ 55,72"
https://www.farmaciasindependente.com.br/zylet-susp-oft-5ml,"R$ 54,17","R$ 43,80"
https://www.farmaciasindependente.com.br/viter-c-gotas-20ml,,"R$ 9,92"
https://www.farmaciasindependente.com.br/hidrocortisona-pomada-30g-ems,"R$ 32,92","R$ 20,38"
https://www.farmaciasindependente.com.br/melocox-15mg-10comprimidos,"R$ 49,75","R$ 45,79"
https://www.farmaciasindependente.com.br/cerazette-84comprimidos,"R$ 140,09","R$ 109,16"
https://www.farmaciasindependente.com.br/redoxitos-saches-25-unidades-laranja,"R$ 37,91","R$ 29,99"
https://www.farmaciasindependente.com.br/spiriva-respimat-25mcg-solucao-inalatoria-4ml,"R$ 495,59","R$ 368,72"
https://www.farmaciasindependente.com.br/cafiaspirina-4comprimidos,,"R$ 7,31"
https://www.farmaciasindependente.com.br/sinvascor-40mg-30comprimidos,"R$ 38,52","R$ 35,38"
https://www.farmaciasindependente.com.br/ritalina-la-20mg-30capsulas,"R$ 358,11","R$ 320,87"
https://www.farmaciasindependente.com.br/plesonax-5mg-20-drageas,,"R$ 8,33"
https://www.farmaciasindependente.com.br/alprazolam-1mg-30-comprimidos-biosintetica,"R$ 27,30","R$ 10,49"
https://www.farmaciasindependente.com.br/bactrim-20comprimidos,"R$ 36,63","R$ 33,27"
https://www.farmaciasindependente.com.br/stanglit-30mg-30comprimidos,,"R$ 116,13"
https://www.farmaciasindependente.com.br/velija-30mg-30capsulas,"R$ 76,22","R$ 65,17"
https://www.farmaciasindependente.com.br/beneum-300mg-30-comprimidos,,"R$ 33,94"
https://www.farmaciasindependente.com.br/combigan-solucao-oftalmica-10ml,"R$ 235,57","R$ 199,08"
https://www.farmaciasindependente.com.br/cefadroxila-500mg-8-capsulas-ems,"R$ 66,76","R$ 27,83"
https://www.farmaciasindependente.com.br/secnidazol-1000mg-2-comprimidos-18653,"R$ 23,38","R$ 14,18"
https://www.farmaciasindependente.com.br/paco-500-30mg-12comprimidos,"R$ 32,27","R$ 25,09"
https://www.farmaciasindependente.com.br/cloridrato-de-moxifloxacino-400mg-7-comprimiros-ems,"R$ 207,62","R$ 97,35"
https://www.farmaciasindependente.com.br/regencel-35g-pomada-oftalmica,"R$ 17,55","R$ 15,88"
https://www.farmaciasindependente.com.br/noex-50mcg-spray-200-doses,"R$ 76,39","R$ 65,89"
https://www.farmaciasindependente.com.br/busonid-100mcg-nasal-120-doses,"R$ 89,75","R$ 85,40"
https://www.farmaciasindependente.com.br/atorvastatina-calcica-10mg-30-comprimidos-nova-quimica,"R$ 80,48","R$ 19,52"
https://www.farmaciasindependente.com.br/acebrofilina-10ml-xarope-adulto-120ml-nova-quimica,"R$ 40,60","R$ 40,56"
https://www.farmaciasindependente.com.br/bart-h-150-125mg-30comprimidos,"R$ 141,72","R$ 115,23"
https://www.farmaciasindependente.com.br/ocupress-colirio-5ml,"R$ 97,04","R$ 80,81"
https://www.farmaciasindependente.com.br/cosopt-solucao-oftalmica-5ml,,"R$ 181,47"
https://www.farmaciasindependente.com.br/plenigell-solucao-oftalmica-5ml,"R$ 29,97","R$ 29,49"
https://www.farmaciasindependente.com.br/patz-sl-5mg-30comprimidos,"R$ 144,39","R$ 124,68"
https://www.farmaciasindependente.com.br/bart-h-300-125mg-30comprimidos,"R$ 141,72","R$ 127,56"
https://www.farmaciasindependente.com.br/cefalexina-500mg-10-capsulas-uniao-quimica,"R$ 39,52","R$ 16,49"
https://www.farmaciasindependente.com.br/maxalgina-solucao-oral-10ml,,"R$ 4,45"
https://www.farmaciasindependente.com.br/orlistate-120mg-84-capsulas-germed,"R$ 413,55","R$ 254,17"
https://www.farmaciasindependente.com.br/cefalexina-500mg-8-comprimidos-ems,"R$ 34,42","R$ 20,97"
https://www.farmaciasindependente.com.br/plataben-30-saches-5g,"R$ 179,71","R$ 179,26"
https://www.farmaciasindependente.com.br/cloridrato-de-sertralina-100mg-30-comprimidos-eurofarma,"R$ 205,68","R$ 64,11"
https://www.farmaciasindependente.com.br/sumax-50mg-2comprimidos,,"R$ 26,34"
https://www.farmaciasindependente.com.br/calminex-ice-aerosol-60g,"R$ 51,24","R$ 51,15"
https://www.farmaciasindependente.com.br/predsim-40mg-7capsulas,"R$ 66,76","R$ 57,03"
https://www.farmaciasindependente.com.br/propiosol-pomada-30g,"R$ 38,49","R$ 19,06"
https://www.farmaciasindependente.com.br/alginac-1mg-30-comprimidos,,"R$ 72,21"
https://www.farmaciasindependente.com.br/anador-caixa-24comprimidos,,"R$ 27,48"
https://www.farmaciasindependente.com.br/euthyrox-75mcg-50comprimidos,"R$ 46,68","R$ 40,18"
https://www.farmaciasindependente.com.br/glucovance-500-25-30comprimidos,"R$ 42,58","R$ 40,51"
https://www.farmaciasindependente.com.br/dermacerium-creme-30g,"R$ 68,33","R$ 55,16"
https://www.farmaciasindependente.com.br/sigma-clav-bd-400mg-70ml,"R$ 56,71","R$ 51,36"
https://www.farmaciasindependente.com.br/zymar-solucao-oftalmica-ml,"R$ 52,90","R$ 49,87"
https://www.farmaciasindependente.com.br/maxilerg-01-colirio-5ml,,"R$ 40,83"
https://www.farmaciasindependente.com.br/bactrim-f-10comprimidos,"R$ 35,97","R$ 32,68"
https://www.farmaciasindependente.com.br/pen-ve-oral-80-000ui-ml-solucao-60ml,"R$ 33,64","R$ 28,62"
https://www.farmaciasindependente.com.br/histadin-10mg-12-comprimidos,"R$ 22,15","R$ 11,78"
https://www.farmaciasindependente.com.br/haldol-gotas-30ml,"R$ 19,19","R$ 15,95"
https://www.farmaciasindependente.com.br/millar-pomada-30g,,"R$ 71,33"
https://www.farmaciasindependente.com.br/exforge-hct-160-125-10mg-28comprimidos,"R$ 227,35","R$ 196,29"
https://www.farmaciasindependente.com.br/micropil-30-21comprimidos,"R$ 29,73","R$ 25,21"
https://www.farmaciasindependente.com.br/euthyrox-150mcg-50comprimidos,,"R$ 57,86"
https://www.farmaciasindependente.com.br/coltrax-4mg-20comprimidos,,"R$ 69,71"
https://www.farmaciasindependente.com.br/miosan-10mg-30comprimidos,,"R$ 69,03"
https://www.farmaciasindependente.com.br/pondera-10mg-20comprimidos-c1,"R$ 69,61","R$ 57,29"
https://www.farmaciasindependente.com.br/noex-100mcg-100-doses,"R$ 76,39","R$ 66,25"
https://www.farmaciasindependente.com.br/paxtrat-20mg-30comprimidos,"R$ 103,07","R$ 88,99"
https://www.farmaciasindependente.com.br/concor-hct-5-125mg-30comprimidos,"R$ 141,88","R$ 104,88"
https://www.farmaciasindependente.com.br/diamicron-mr-30mg-30comprimidos,"R$ 49,99","R$ 47,56"
https://www.farmaciasindependente.com.br/fluxene-20mg-60capsulas,"R$ 156,04","R$ 127,38"
https://www.farmaciasindependente.com.br/zetia-10mg-30comprimidos,,"R$ 116,12"
https://www.farmaciasindependente.com.br/daforin-20mg-60comprimidos,"R$ 159,80","R$ 124,68"
https://www.farmaciasindependente.com.br/dose-d-gts-20ml,,"R$ 71,74"
https://www.farmaciasindependente.com.br/azorga-10mg-suspensao-oftalmica-com-5ml,,"R$ 108,05"
https://www.farmaciasindependente.com.br/atrovent-n-20mcg-aerosol-10ml-200-doses,"R$ 40,62","R$ 38,64"
https://www.farmaciasindependente.com.br/gynazole-1-aplicador-creme-vaginal,,"R$ 86,50"
https://www.farmaciasindependente.com.br/sinvascor-20mg-30comprimidos,"R$ 20,46","R$ 19,47"
https://www.farmaciasindependente.com.br/acertanlo-7-5mg-30-comprimidos,"R$ 87,05","R$ 79,66"
https://www.farmaciasindependente.com.br/filinar-g-5mg-ml-gel-expectorante-120ml,,"R$ 29,53"
https://www.farmaciasindependente.com.br/venlift-od-375mg-30capsulas,"R$ 50,19","R$ 39,07"
https://www.farmaciasindependente.com.br/venlift-od-75mg-30capsulas,"R$ 111,78","R$ 86,05"
https://www.farmaciasindependente.com.br/viter-c-1g-10-comprimidos-efervescentes,,"R$ 10,60"
https://www.farmaciasindependente.com.br/leite-de-magnesia-magmax-100ml-tradicional,,"R$ 9,57"
https://www.farmaciasindependente.com.br/lipitor-40mg-30comprimidos,"R$ 336,68","R$ 247,46"
https://www.farmaciasindependente.com.br/valessone-22575mg-20-comprimidos,,"R$ 29,20"
https://www.farmaciasindependente.com.br/florate-01-solucao-oftalmica-5ml,"R$ 39,62","R$ 36,72"
https://www.farmaciasindependente.com.br/cloridrato-de-fexofenadina-180mg-10-comprimidos-rambax,"R$ 84,98","R$ 34,53"
https://www.farmaciasindependente.com.br/betalor-5mg-50mg-30comprimidos,"R$ 82,33","R$ 76,56"
https://www.farmaciasindependente.com.br/diovan-hct-160-25mg-28comprimidos,"R$ 168,77","R$ 145,72"
https://www.farmaciasindependente.com.br/vast-20mg-30comprimidos,"R$ 91,11","R$ 83,89"
https://www.farmaciasindependente.com.br/vast-10mg-30comprimidos,"R$ 91,11","R$ 83,89"
https://www.farmaciasindependente.com.br/neo-fedipina-10mg-30-comprimidos,"R$ 22,05","R$ 20,96"
https://www.farmaciasindependente.com.br/colirio-neo-brasil-20ml,"R$ 17,15","R$ 16,08"
https://www.farmaciasindependente.com.br/agua-boricada-3-farmax-100ml,,"R$ 3,45"
https://www.farmaciasindependente.com.br/arflex-200mg-12capsulas,"R$ 90,92","R$ 80,85"
https://www.farmaciasindependente.com.br/leite-magnesia-phillips-350ml-tradicional,,"R$ 30,74"
https://www.farmaciasindependente.com.br/cloridrato-de-venlafaxina-75mg-30-capsulas-ems,"R$ 91,27","R$ 56,66"
https://www.farmaciasindependente.com.br/rusovas-10mg-60comprimidos,"R$ 113,52","R$ 104,28"
https://www.farmaciasindependente.com.br/dalyne-3mg-003mg-63comprimidos,"R$ 179,07","R$ 156,26"
https://www.farmaciasindependente.com.br/repopil-63-comprimidos,"R$ 73,43","R$ 40,44"
https://www.farmaciasindependente.com.br/gripinew-500mg-6-comprimidos,,"R$ 3,13"
https://www.farmaciasindependente.com.br/carbolitium-cr-450mg-30comprimidos,"R$ 73,00","R$ 59,55"
https://www.farmaciasindependente.com.br/trayenta-duo-25-850mg-60comprimidos,"R$ 311,42","R$ 296,22"
https://www.farmaciasindependente.com.br/trayenta-duo-25-1000mg-60comprimidos,,"R$ 311,42"
https://www.farmaciasindependente.com.br/aval-160mg-30comprimidos,"R$ 57,25","R$ 54,46"
https://www.farmaciasindependente.com.br/bimatoprosta-03mg-colirio-3ml-medley,"R$ 106,96","R$ 63,47"
https://www.farmaciasindependente.com.br/phosfoenema-130ml,,"R$ 19,96"
https://www.farmaciasindependente.com.br/meleato-de-enalapril-10mg-30-comprimidos-teuto,"R$ 13,34","R$ 6,65"
https://www.farmaciasindependente.com.br/diclofenaco-dietilamonio-gel-60g-medley,"R$ 19,79","R$ 14,28"
https://www.farmaciasindependente.com.br/relestat-005-colirio-5ml,"R$ 80,86","R$ 66,60"
https://www.farmaciasindependente.com.br/mirugell-solucao-oftalmica-15ml,"R$ 57,86","R$ 51,84"
https://www.farmaciasindependente.com.br/b-tablock-col-5ml,"R$ 41,87","R$ 39,80"
https://www.farmaciasindependente.com.br/molieri-30-63comprimidos,"R$ 181,52","R$ 142,98"
https://www.farmaciasindependente.com.br/grow-calcio-150ml,,"R$ 43,55"
https://www.farmaciasindependente.com.br/andantol-gel-40g,,"R$ 22,90"
https://www.farmaciasindependente.com.br/novocilin-875mg-20comprimidos,"R$ 99,20","R$ 88,22"
https://www.farmaciasindependente.com.br/zetron-xl-300mg-30comprimidos,"R$ 152,36","R$ 112,64"
https://www.farmaciasindependente.com.br/dalacin-c-300mg-16caps,"R$ 186,01","R$ 149,05"
https://www.farmaciasindependente.com.br/cebion-1g-10comprimidos-efervescente-sem-acucar,"R$ 20,09","R$ 15,86"
https://www.farmaciasindependente.com.br/baclofen-10mg-20-comprimidos,"R$ 28,20","R$ 16,77"
https://www.farmaciasindependente.com.br/espasmo-flatol-gotas-20ml,,"R$ 26,24"
https://www.farmaciasindependente.com.br/dersani-hidrogel-alginato-85g,,"R$ 96,25"
https://www.farmaciasindependente.com.br/cloridrato-de-clindamicina-300mg-16-comprimidos-uniao-quimica,"R$ 120,86","R$ 59,64"
https://www.farmaciasindependente.com.br/maxiflox-pomada-oftalmica-35g,"R$ 40,94","R$ 32,58"
https://www.farmaciasindependente.com.br/soapex-sabonete-liquido-120ml,,"R$ 34,12"
https://www.farmaciasindependente.com.br/bactroban-pomada-10g,"R$ 52,59","R$ 38,65"
https://www.farmaciasindependente.com.br/neozine-gotas-20ml,"R$ 19,97","R$ 16,58"
https://www.farmaciasindependente.com.br/dolamin-125mg-16comprimidos,,"R$ 32,88"
https://www.farmaciasindependente.com.br/neuleptil-10mg-20comprimidos,"R$ 13,94","R$ 12,24"
https://www.farmaciasindependente.com.br/propionato-de-clobetasol-solucao-capilar-50g-prati-donaduzzi,"R$ 47,02","R$ 24,68"
https://www.farmaciasindependente.com.br/mylanta-plus-liquido-240ml-morango,"R$ 54,24","R$ 52,26"
https://www.farmaciasindependente.com.br/primera-30mcg-21comprimidos,"R$ 42,54","R$ 35,59"
https://www.farmaciasindependente.com.br/actifedrin-20-comprimidos,,"R$ 15,20"
https://www.farmaciasindependente.com.br/magnen-b6-30comprimidos,"R$ 119,39","R$ 117,77"
https://www.farmaciasindependente.com.br/novamox-2x-875mg-20comprimidos,"R$ 170,06","R$ 141,93"
https://www.farmaciasindependente.com.br/flagyl-400mg-24cpr,"R$ 37,00","R$ 35,04"
https://www.farmaciasindependente.com.br/gracial-22comprimidos,"R$ 58,48","R$ 48,32"
https://www.farmaciasindependente.com.br/arcoxia-60mg-7comprimidos,"R$ 72,11","R$ 62,36"
https://www.farmaciasindependente.com.br/aldomet-250mg-30-comprimidos,"R$ 44,17","R$ 38,41"
https://www.farmaciasindependente.com.br/neblock-5mg-30comprimidos,,"R$ 55,73"
https://www.farmaciasindependente.com.br/cataflam-50mg-20comprimidos,,"R$ 52,49"
https://www.farmaciasindependente.com.br/celestone-05mg-com-20comprimidos,,"R$ 21,81"
https://www.farmaciasindependente.com.br/klaricid-ud-500mg-10comprimidos,"R$ 266,52","R$ 235,90"
https://www.farmaciasindependente.com.br/gotas-preciosas-30ml,,"R$ 25,60"
https://www.farmaciasindependente.com.br/oflox-colirio-5ml,"R$ 52,84","R$ 47,99"
https://www.farmaciasindependente.com.br/cloridrato-de-naratriptana-25mg-4-comprimidos-nova-quimica,"R$ 17,49","R$ 13,90"
https://www.farmaciasindependente.com.br/loxonin-60mg-30comprimidos,"R$ 76,12","R$ 66,23"
https://www.farmaciasindependente.com.br/vitergan-zinco-30comprimidos,"R$ 100,61","R$ 99,32"
https://www.farmaciasindependente.com.br/euthyrox-25mcg-50comprimidos,"R$ 36,90","R$ 31,55"
https://www.farmaciasindependente.com.br/esogastro-ibp-500-500-20mg-kit-7-dias,"R$ 323,62","R$ 300,29"
https://www.farmaciasindependente.com.br/celebra-100mg-20capsulas,"R$ 94,08","R$ 80,99"
https://www.farmaciasindependente.com.br/vasopril-plus-10-25mg-30comprimidos,"R$ 62,37","R$ 59,34"
https://www.farmaciasindependente.com.br/hepatilon-solucao-oral-150ml,,"R$ 30,09"
https://www.farmaciasindependente.com.br/bromazepam-6mg-30-comprimidos-ems,"R$ 38,45","R$ 18,27"
https://www.farmaciasindependente.com.br/tobradex-solucao-oftalmica-5ml,"R$ 46,47","R$ 41,26"
https://www.farmaciasindependente.com.br/cloridrato-de-ciprofloxacino-500mg-14-comprimidos-ems,"R$ 50,99","R$ 25,32"
https://www.farmaciasindependente.com.br/zyxen-gotas-20ml,,"R$ 87,75"
https://www.farmaciasindependente.com.br/esomeprazol-magnesico-40mg-28-comprimidos-rambaxy,"R$ 282,01","R$ 90,33"
https://www.farmaciasindependente.com.br/zyxen-10comprimidos,,"R$ 69,75"
https://www.farmaciasindependente.com.br/atenolol-25mg-30-comprimidos-sandoz,"R$ 22,11","R$ 4,46"
https://www.farmaciasindependente.com.br/toperma-5-adesivo-10-unidades,,"R$ 189,23"
https://www.farmaciasindependente.com.br/divelol-25mg-60comprimidos,,"R$ 72,51"
https://www.farmaciasindependente.com.br/tobracort-pomada-35g,"R$ 41,75","R$ 38,49"
https://www.farmaciasindependente.com.br/divelol-625mg-60comprimidos,"R$ 72,51","R$ 68,97"
https://www.farmaciasindependente.com.br/cetrolac-md-colirio-10ml,,"R$ 106,93"
https://www.farmaciasindependente.com.br/sinustrat-vasoconstritor-solucao-nasal-10ml,"R$ 18,65","R$ 15,67"
https://www.farmaciasindependente.com.br/poltax-50mg-20-comprimidos,"R$ 14,44","R$ 8,92"
https://www.farmaciasindependente.com.br/massageol-pomada-15g,"R$ 15,35","R$ 12,47"
https://www.farmaciasindependente.com.br/azi-1500mg-suspensao-oral,"R$ 77,14","R$ 69,81"
https://www.farmaciasindependente.com.br/ganfort-colirio-3ml,"R$ 159,50","R$ 134,79"
https://www.farmaciasindependente.com.br/acebrofilina-5mg-xarope-pediatrico-120ml-cimed,"R$ 28,20","R$ 17,14"
https://www.farmaciasindependente.com.br/symbicort-turbuhaler-6-200mcg-60-doses,"R$ 132,47","R$ 90,41"
https://www.farmaciasindependente.com.br/codein-30mg-30comprimidos,"R$ 64,92","R$ 57,75"
https://www.farmaciasindependente.com.br/promensil-30comprimidos,,"R$ 149,14"
https://www.farmaciasindependente.com.br/epocler-x-6-flaconetes-10ml-sabor-abacaxi,"R$ 22,60","R$ 21,50"
https://www.farmaciasindependente.com.br/androsten-94mg-30comprimidos,,"R$ 140,59"
https://www.farmaciasindependente.com.br/prolia-60mg-injetavel-1ml,"R$ 1.312,12","R$ 859,96"
https://www.farmaciasindependente.com.br/aglucose-100mg-30-comprimidos,"R$ 64,37","R$ 61,22"
https://www.farmaciasindependente.com.br/aglucose-50mg-30-comprimidos,"R$ 42,41","R$ 40,33"
https://www.farmaciasindependente.com.br/lonium-40mg-60comprimidos,"R$ 140,44","R$ 133,60"
https://www.farmaciasindependente.com.br/nordette-3x21comprimidos,"R$ 36,27","R$ 34,30"
https://www.farmaciasindependente.com.br/trok-pomada-30g,"R$ 39,58","R$ 35,39"
https://www.farmaciasindependente.com.br/forfig-200mg-20capsulas,"R$ 140,43","R$ 111,09"
https://www.farmaciasindependente.com.br/selozok-100mg-60comprimidos,"R$ 260,33","R$ 247,65"
https://www.farmaciasindependente.com.br/cylocort-colirio-5ml,"R$ 39,69","R$ 36,60"
https://www.farmaciasindependente.com.br/selozok-25mg-60comprimidos,"R$ 79,06","R$ 75,19"
https://www.farmaciasindependente.com.br/aide-3-solucao-oral-10ml,,"R$ 74,81"
https://www.farmaciasindependente.com.br/aide-3-solucao-oral-20ml,,"R$ 99,10"
https://www.farmaciasindependente.com.br/vartaz-160mg-30comprimidos,"R$ 57,02","R$ 51,99"
https://www.farmaciasindependente.com.br/clavulin-bd-400mg-5ml-suspensao-140ml,"R$ 169,55","R$ 129,96"
https://www.farmaciasindependente.com.br/ginna-creme-vaginal-40g-7-aplicadores,"R$ 47,13","R$ 43,59"
https://www.farmaciasindependente.com.br/belpele-03-gel-30g,"R$ 125,41","R$ 119,28"
https://www.farmaciasindependente.com.br/clotrimazol-acetato-de-dexametasona-40g-germed,"R$ 32,25","R$ 32,07"
https://www.farmaciasindependente.com.br/venvanse-30mg-28capsulas,"R$ 477,48","R$ 378,12"
https://www.farmaciasindependente.com.br/velija-60mg-30capsulas,"R$ 152,42","R$ 129,98"
https://www.farmaciasindependente.com.br/galvus-met-50-1000mg-56comprimidos,"R$ 249,87","R$ 221,66"
https://www.farmaciasindependente.com.br/carvedilol-3125mg-30-comprimidos-biosintetica,"R$ 45,97","R$ 26,35"
https://www.farmaciasindependente.com.br/flanax-550mg-10comprimidos,"R$ 27,80","R$ 27,71"
https://www.farmaciasindependente.com.br/atenolol-50mg-30-comprimidos-sandoz,"R$ 25,90","R$ 15,16"
https://www.farmaciasindependente.com.br/beserol-4comprimidos,"R$ 8,64","R$ 8,21"
https://www.farmaciasindependente.com.br/levotiroxina-sodica-112mcg-30-comprimidos-merck,"R$ 21,20","R$ 13,17"
https://www.farmaciasindependente.com.br/secnidazol-1000mg-2-comprimidos-medley,"R$ 26,97","R$ 19,98"
https://www.farmaciasindependente.com.br/decadron-05mg-20comprimidos,,"R$ 11,75"
https://www.farmaciasindependente.com.br/atacand-8mg-30comprimidos,"R$ 170,69","R$ 147,39"
https://www.farmaciasindependente.com.br/libiam-125mg-28comprimidos,,"R$ 60,25"
https://www.farmaciasindependente.com.br/meritor-4-1000mg-30comprimidos,"R$ 81,54","R$ 76,07"
https://www.farmaciasindependente.com.br/nitrazepam-5mg-20-comprimidos-germed,"R$ 14,57","R$ 11,23"
https://www.farmaciasindependente.com.br/synthroid-150mcg-30comprimidos,"R$ 60,36","R$ 50,70"
https://www.farmaciasindependente.com.br/remeron-sol-tab-30mg-30comprimidos,"R$ 296,00","R$ 259,71"
https://www.farmaciasindependente.com.br/amoxicilina-clavulanato-potassico-875mg-12-comprimidos-ems,"R$ 172,43","R$ 72,06"
https://www.farmaciasindependente.com.br/duoflan-1-ampola-injetavel-1ml,,"R$ 31,16"
https://www.farmaciasindependente.com.br/ateroma-20mg-30comprimidos,"R$ 91,11","R$ 86,67"
https://www.farmaciasindependente.com.br/bromazepam-6mg-30-comprimidos-medley,"R$ 33,99","R$ 33,14"
https://www.farmaciasindependente.com.br/nitrendipino-10mg-30-comprimidos-biosintetica,"R$ 39,61","R$ 22,03"
https://www.farmaciasindependente.com.br/maximus-a-z-90caps,,
https://www.farmaciasindependente.com.br/diclofenaco-sodico100mg-20-comprimidos-ems,,
https://www.farmaciasindependente.com.br/apracur-6comprimidos,,
https://www.farmaciasindependente.com.br/xefo-8mg-30comprimidos,,
https://www.farmaciasindependente.com.br/angipress-25mg-30comprimidos,,
https://www.farmaciasindependente.com.br/aspirina-c-400mg-240mg-com-10-comprimidos,,
https://www.farmaciasindependente.com.br/ritalina-10mg-30comprimidos,,
https://www.farmaciasindependente.com.br/polivitaminico-centrum-select-mulher-30-comprimidos,,
https://www.farmaciasindependente.com.br/polivitaminico-centrum-select-mulher-60-comprimidos,,
https://www.farmaciasindependente.com.br/bactrim-f-100ml-suspensao,,
