ean,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
7896676433098,Ciclomidrin 1% Solução Oftalmica 5ml,CLICLOMIDRIN,A Nossa Drogaria,21.99,22.0,0.04545454545454852,Ciclomidrin® é indicado em procedimentos de diagnósticos como midriático e cicloplégico
7898636193509,Bebida Hidratante Sorox Tangerina 550ml,SOROX,A Nossa Drogaria,12.69,16.5,23.090909090909093,"Sorox é uma bebida hidratante saborosa para recuperar 8 eletrólitos, que possui baixa caloria (menos de 15 calorias), não tem açúcar, vegano."
7897129304866,Gel De Limpeza Theraskin Cleany Concentrado 150ml,CLEANY,A Nossa Drogaria,40.29,40.29,0.0,"O Gel De Limpeza Theraskin Cleany Concentrado é indicado para peles oleosas a acneicas, combate acne e cravos, remove a oleosidade e desobstrui os por"
7892828001627,Folia Sop com 30 Saches,FOLIA,A Nossa Drogaria,77.99,101.39,23.07919913206431,"Folia sop é um suplemento alimentar que contém Mio-Inusitol, que melhora a saúde embrionária e aumenta as chances de concepção de mulheres que tem Sop"
7896676439625,Creme de Ureia 10% Dermidrata com 60g,DERMIDRATA,A Nossa Drogaria,51.79,51.79,0.0,"Creme de hidratação intensa e prolongada. Indicado para peles secas, extrassecas e ásperas. Contém 10% de ureia. Ajuda a reter e recuperar a água da p"
7897129304897,Gel de Limpeza Theraskin Cleany Controle 150ML,CLEANY,A Nossa Drogaria,44.99,58.49,23.080868524534104,"O gel de limpeza theraskin cleany controle é indicado para peles mistas a oleosas, promove limpeza suave sem deixar sensação de repuxamento. Possui ác"
7898636193516,Bebida Hidratante Sorox Uva 550ml,SOROX,A Nossa Drogaria,12.69,16.5,23.090909090909093,"Sorox é uma bebida hidratante saborosa para recuperar 8 eletrólitos, que possui baixa caloria (menos de 15 calorias), não tem açúcar, vegano."
7896112407126,Bhena 10mg com 90 Comprimidos,BHENA,A Nossa Drogaria,199.19,199.2,0.0050200803212829825,"BHENA é utilizado principalmente para o tratamento da pressão alta. BHENA pode também ser utilizado em outras condições (por exemplo, doenças dos rins"
7896676439892,MaterPlena com 60 comprimidos,MATERPLENA,A Nossa Drogaria,19.99,25.99,23.08580223162755,MaterPlena é formulado com uma seleção de vitaminas e minerais que visam contribuir para o funcionamento adequado do organismo durante o período gesta
7896676425482,Mamaliv com 30g,MAMALIV,A Nossa Drogaria,54.99,54.99,0.0,"Protetor para mamilos. Seguro para a mamãe e para o bebê. Lanolina natural super pura e hipoalergênica. Hidrata, alivia, protege e restaura os mamilos"
7898636193493,Bebida Hidratante Sorox Limão 550ml,SOROX,A Nossa Drogaria,12.69,16.5,23.090909090909093,"Sorox é uma bebida hidratante saborosa para recuperar 8 eletrólitos, que possui baixa caloria (menos de 15 calorias), não tem açúcar, vegano."
7897714906352,Sustap Kids Chocolate Sachê 210g,SUSTAP,A Nossa Drogaria,12.89,12.89,0.0,"Sustap Kids é um Suplemento Alimentar, com 27 vitaminas e minerais, que ajuda crianças a terem os aportes diários de nutrientes essenciais, de forma g"
7897714907014,Sustap Kids Morango Sachê 210g,SUSTAP,A Nossa Drogaria,12.89,12.89,0.0,"Sustap Kids é um Suplemento Alimentar, com 27 vitaminas e minerais, que ajuda crianças a terem os aportes diários de nutrientes essenciais, de forma g"
7898994979807,Extrato de Cannabis Sativa Promediol 200mg com 10ml,EXTRATO CANNABIS SATIVA,A Nossa Drogaria,422.39,522.1,19.09787397050374,"O canabidiol é uma substância ativa canabinoide, possuindo ação em receptores canabinóides do cérebro. Apesar de baixa afinidade pelos receptores a su"
7908134200620,Exelring com 1 Anel Vaginal,EXELRING,A Nossa Drogaria,82.99,112.32,26.11289173789174,Exelring™ é um anel vaginal anticoncepcional usado para evitar a gravidez. Cada anel contém uma pequena quantidade de dois hormônios sexuais femininos
7896112407119,Bhena 5mg com 90 Comprimidos,BHENA,A Nossa Drogaria,199.19,199.2,0.0050200803212829825,"BHENA é utilizado principalmente para o tratamento da pressão alta. BHENA pode também ser utilizado em outras condições (por exemplo, doenças dos rins"
7897714906345,Sustap Kids Baunilha Sachê 210g,SUSTAP,A Nossa Drogaria,12.89,12.89,0.0,"Sustap Kids é um Suplemento Alimentar, com 27 vitaminas e minerais, que ajuda crianças a terem os aportes diários de nutrientes essenciais, de forma g"
7891000788608,Nutren Mov Flex com 30 capsulas,NUTREN,A Nossa Drogaria,59.99,77.99,23.079882036158473,Nutren Mov Flex Colágeno Tipo 2 c/ 30 Cápsulas - O Nutren Vitaminas Mov Flex é o Suplemento Alimentar em cápsula da Nestlé com uma combinação de Colág
7891000773017,Nutren Vit D 2000UI com 60 Capsulas,NUTREN,A Nossa Drogaria,49.99,64.99,23.08047391906446,"Nutren Vitamina D 2000UI c/ 60 Cápsulas - O Nutren Vitamina D é o Suplemento Alimentar em cápsula da Nestlé que te ajuda com imunidade, fortalece os o"
7896714292533,Flavonid Creme 200 mg,FLAVONID,A Nossa Drogaria,60.99,69.18,11.838681699913279,
7891000223666,Nutren Omega 3 1000mg com 60 Capsulas,NUTREN,A Nossa Drogaria,58.99,76.69,23.079932194549478,Nutren Ômega 3 1000mg c/ 60 Cápsulas - O Nutren Vitaminas Ômega 3 é o Suplemento Alimentar em cápsula da Nestlé que reequilibra o funcionamento das cé
7896714293356,Hemovirtus 30g com 10 Aplicadores,NEO QUIMICA,A Nossa Drogaria,35.99,43.72,17.680695333943262,Hemovirtus é indicado como auxiliar no tratamento tópico para o alívio sintomático das hemorroidas e varizes.
7896221808128,Descolorante Ametista Marcia 20g,MARCIA,A Nossa Drogaria,4.99,6.49,23.112480739599384,
7897947601420,Lavitan 50+ Mulher com 60 Comprimidos,LAVITAN,A Nossa Drogaria,30.99,40.29,23.082650781831727,Lavitan 50+ Mulher é um suplemento alimentar em comprimidos revestidos desenvolvido para mulheres acima de 50 anos. Possui em sua composição as Vitami
7896094929074,Creme Prevenção de Assaduras Nebacetin Baby 120g,NEBACETIN,A Nossa Drogaria,57.49,57.49,0.0,"O Nebacetin baby regeneração é creme preventivo contra assaduras,ideal para peles sensíveis e delicadas,feito com ingredientes naturais,forma uma barr"
7896094929036,Creme Prevenção de Assaduras Nebacetin Baby 30g,NEBACETIN,A Nossa Drogaria,17.39,17.39,0.0,"O Nebacetin baby regeneração é creme preventivo contra assaduras,ideal para peles sensíveis e delicadas,feito com ingredientes naturais,forma uma barr"
7896094929098,Creme Prevenção de Assaduras Nebacetin Baby 60g,NEBACETIN,A Nossa Drogaria,32.79,32.79,0.0,"O Nebacetin baby regeneração é creme preventivo contra assaduras,ideal para peles sensíveis e delicadas,feito com ingredientes naturais,forma uma barr"
7896094929111,Creme Regeneração Nebacetin Baby 60g,NEBACETIN,A Nossa Drogaria,51.29,51.29,0.0,"O Nebacetin baby regeneração é creme preventivo contra assaduras,ideal para peles sensíveis e delicadas,feito com ingredientes naturais,forma uma barr"
7896112144151,Bepeben 1.200.000UI Suspensão Injetável 4ml,BEPEBEN,A Nossa Drogaria,15.99,19.01,15.8863755917938,O Bepeben 1.200.000UI Suspensão Injetável Teuto de 4ml é indicado para o tratamento de infecções ocasionadas por germes sensíveis à penicilina G. O me
4006000003726,Protetor Solar Facial Nivea Sun Fluido Spot Control Luminous 630 FPS60 40ml,NIVEA SUN,A Nossa Drogaria,64.99,88.26,26.3652843870383,"Com muito alta proteção solar, NIVEA SUN Protetor Solar Facial Fluido Spot Control Luminous 630® FPS 60 promove muito alta proteção contra os raios UV"
7896004770222,Clope Xarope 120ml,CLOPE,A Nossa Drogaria,25.99,38.85,33.101673101673114,Este medicamento é indicado para o tratamento sintomático de todas as formas de tosse seca sem causa definida e/ou sem produção de secreções (catarro)
7896213165680,Retoque de Raizes Aspa Castanho Escuro 60ml,ASPA,A Nossa Drogaria,27.99,36.39,23.083264633140978,"Maquiagem para os cabelos que permite o retoque instantâneo de raízes, disfarçando os cabelos brancos e possibilitando que as aplicações de colorações"
7500435178594,Aparelho de Barbear Gillette Corpo com 2 unidades,GILLETTE,A Nossa Drogaria,19.99,25.99,23.08580223162755,"O Aparelho de Barbear Gillette Corpo foi desenvolvido com fita lubrastrip com vitamina e aloe vera para um melhor deslizar, causando menos irritação e"
7500435178600,Aparelho de Barbear Gillette Corpo Leve 4 Pague 3,GILLETTE,A Nossa Drogaria,29.99,38.99,23.08284175429598,"O Aparelho de Barbear Gillette Corpo foi desenvolvido com fita lubrastrip com vitamina e aloe vera para um melhor deslizar, causando menos irritação e"
7896213165697,Retoque de Raizes Aspa Preto de 60ml,ASPA,A Nossa Drogaria,27.99,36.39,23.083264633140978,"Maquiagem para os cabelos que permite o retoque instantâneo de raízes, disfarçando os cabelos brancos e possibilitando que as aplicações de colorações"
7896007553068,Fralda Roupinha Tripla Proteção Huggies XG c/24,HUGGIES,A Nossa Drogaria,39.99,51.99,23.081361800346222,"A fralda roupinha tripla proteção huggies permite mais liberdade nos movimentos, 12hs de proteção, bebê sequinho a noite toda, peso: até 15kg"
7896512914415,Talco Cremoso Granado Pink 100g,GRANADO,A Nossa Drogaria,29.99,38.99,23.08284175429598,O Talco cremoso granado pink combate a transpiração e as bactérias causadoras do mau cheiro. Pode ser utilizado nos pés e axilas.Inibe o crescimento d
7896112403371,DoisKa 180mcg com 30 Cápsulas,DOISKA,A Nossa Drogaria,107.99,107.99,0.0,"DOISKA 180 é indicado na prevenção e tratamento da perda de massa óssea e densidade mineral óssea relacionadas à idade, bem como na melhora da elastic"
7896007553051,Fralda Roupinha Tripla Proteção Huggies G c/28,HUGGIES,A Nossa Drogaria,39.99,51.99,23.081361800346222,"A fralda roupinha tripla proteção huggies permite mais liberdade nos movimentos, 12hs de proteção, bebê sequinho a noite toda, peso: até 12,5kg"
7896094929289,Maracugina ME Melatonina + Triptofano com 30 Capsulas,MARACUGINA,A Nossa Drogaria,51.09,51.09,0.0,O Maracugina ME Melatonina + Triptofano auxilia a ter melhores noites de sono e garantindo o relaxamento mental e físico.
7500435178662,Carga Gillette Mach3 Corpo com 2 Unidades,GILLETTE,A Nossa Drogaria,41.59,41.59,0.0, Mais lubrificação e hidratação para a sua pele. Uma depilação corporal mais rente.Oferece maior proteção durante o barbear com seus 10 micro tensores
7896007553075,Fralda Roupinha Tripla Proteção Huggies XXG c/22,HUGGIES,A Nossa Drogaria,39.99,51.99,23.081361800346222,"A fralda roupinha tripla proteção huggies permite mais liberdade nos movimentos, 12hs de proteção, bebê sequinho a noite toda, peso: até 25kg"
7897714901128,Lev Soy Integral 300g,LEV SOY,A Nossa Drogaria,22.59,22.59,0.0,"Complemento alimentar em pó formulado à base de proteína e derivados da soja, isento de lactose. Hipocalórico, Hipoproteico, Normolipídico na diluição"
7896658046759,Edifican 150mg com 1 Comprimido,EDIFICAN,A Nossa Drogaria,54.39,54.45,0.11019283746557251,"Edifican 150mg (ibandronato de sódio) é indicado para o tratamento da osteoporose (enfraquecimento dos ossos) pós-menopausa, com a finalidade de reduz"
7891025118978,Bebida Láctea YoPRO UHT Chocolate 25g de proteínas 250ml,YOPRO,A Nossa Drogaria,10.99,14.29,23.093072078376487,"YoPRO bebida láctea UHT Chocolate 25g de proteínas é uma forma prática e gostosa de incluir a proteína na rotina. Ele possui 15g de proteínas, com Whe"
7896658046568,Edifican 150mg com 3 Comprimidos,EDIFICAN,A Nossa Drogaria,148.49,148.53,0.026930586413509428,"Edifican 150mg (ibandronato de sódio) é indicado para o tratamento da osteoporose (enfraquecimento dos ossos) pós-menopausa, com a finalidade de reduz"
7509546687865,Sabonete Liquido Protex Baby Lavanda Refil 180ml,PROTEX,A Nossa Drogaria,9.99,15.59,35.9204618345093,"Sabonete protex baby enriquecido com glicerina de origem natural e fragancia lavanda, desenvolvida para o relaxamento."
7896512930323,SOS Cutículas Perfeitas Granado,GRANADO,A Nossa Drogaria,33.99,44.19,23.082145281737944,"O SOS Cutículas Perfeitas é o aliado ideal na manutenção diária de unhas e cutículas saudáveis. Com resultados visíveis nos primeiros usos, o SOS revi"
7891025124252,YoPRO Energy Boost Cappuccino 15g de proteínas 250ml,YOPRO,A Nossa Drogaria,8.99,11.69,23.09666381522668,SUPLEMENTO ALIMENTAR LÍQUIDO DE CAFEÍNA
7509546687841,Sabonete Liquido Protex Baby Lavanda Refil 380ml,PROTEX,A Nossa Drogaria,17.59,22.87,23.08701355487539,"Sabonete protex baby enriquecido com glicerina de origem natural e fragancia lavanda, desenvolvida para o relaxamento."
7500435178631,Aparelho Gillette Mach3 Corpo + Carga com 1 unidade,GILLETTE,A Nossa Drogaria,43.59,43.59,0.0, Mais lubrificação e hidratação para a sua pele. Uma depilação corporal mais rente.Oferece maior proteção durante o barbear com seus 10 micro tensores
7509546678467,Escola Dental Gengiva Therapy Carvão com 1 unidade,COLGATE,A Nossa Drogaria,21.99,28.59,23.084994753410292,Colgate Gengiva Therapy massageia suavemente e revitaliza a gengiva com mais de 9.800 cerdas multiníveis com infusão de carvão. Seu padrão de cerdas i
7509546687902,Sabonete Liquido Protex Baby Lavanda 200ml,PROTEX,A Nossa Drogaria,14.89,19.36,23.088842975206603,"Sabonete protex baby enriquecido com glicerina de origem natural e fragancia lavanda, desenvolvida para o relaxamento."
7509546687896,Sabonete Liquido Protex Baby Lavanda 400ml,PROTEX,A Nossa Drogaria,21.89,23.89,8.371703641691086,"Sabonete protex baby enriquecido com glicerina de origem natural e fragancia lavanda, desenvolvida para o relaxamento."
7896523201764,Cloridrato de Sertralina 100mg com 30 Comprimidos Cimed,CIMED,A Nossa Drogaria,22.99,182.81,87.42410152617472,"O cloridrato de sertralina é indicado para o tratamento de transtorno depressivo, transtorno obsessivo compulsivo (TOC), transtorno do pânico, transto"
7896094925915,Buscofem gotas 20 ml,BUSCOFEM,A Nossa Drogaria,30.69,30.73,0.13016596160103644,"Buscofem é um medicamento indicado para redução da febre e para o alívio de dores, tais como: dores decorrentes de gripes e resfriados, dor de gargant"
7891055814000,Escova Dental Macia Condor Dynamic Cabeça G 2 Unidades,CONDOR,A Nossa Drogaria,6.99,6.99,0.0,
7891025118985,Bebida Láctea YoPRO UHT Milkshake de Baunilha 25g de proteínas 250ml,YOPRO,A Nossa Drogaria,10.99,14.29,23.093072078376487,YoPRO bebida láctea UHT Milkshake de Baunilha 25g de proteínas é uma forma prática e gostosa de incluir a proteína na rotina. Ele possui 15g de proteí
7898216365586,Cloridrato de Ondansetrona 8mg com 10 Comprimidos Pharlab,PHARLAB GENÉRICO,A Nossa Drogaria,21.99,50.13,56.13405146618792,
7891058001971,Cloridrato de Ondansetrona 8mg com 10 Comprimidos Medley,MEDLEY,A Nossa Drogaria,49.99,50.53,1.068672075994459,
7898216365562,Cloridrato de Ondansetrona 4mg com 10 Comprimidos Pharlab,PHARLAB GENÉRICO,A Nossa Drogaria,14.39,27.38,47.443389335281225,
7896714292458,Cloridrato de Ondansetrona 8mg com 30 Comprimidos Neo Química,NEO QUIMICA,A Nossa Drogaria,76.99,163.24,52.83631462876747,
7896112406044,"Cronocor 12,5mg com 30 comprimidos",CRONOCOR,A Nossa Drogaria,19.09,19.17,0.41731872717789553,"O Cronocor é um medicamento usado para tratar insuficiência cardíaca congestiva (insuficiência do coração), angina do peito (dor no peito de origem ca"
7896714292489,Cloridrato de Ondansetrona 8mg com 10 Comprimidos Neo Química,NEO QUIMICA,A Nossa Drogaria,39.99,48.12,16.89526184538652,
7896714292472,Cloridrato de Ondansetrona 4mg com 10 Comprimidos Neo Química,NEO QUIMICA,A Nossa Drogaria,22.49,25.66,12.35385814497273,
7896112406495,Cronobe Complex com 30 comprimidos,CRONOBE,A Nossa Drogaria,92.09,92.18,0.09763506183554371,"Cronobe Complex Aumenta a resistência do organismo, melhorando a sua proteção contra as doenças. Age de forma significativa no sistema nervoso, pois e"
5060632500854,Colpotrofine 10mg com 20 Capsulas,COLPOTROFINE,A Nossa Drogaria,89.99,96.91,7.140645960169234,Colpotrofine é um medicamento composto por 20 cápsulas vaginais e é indicado para o tratamento da atrofia vulvovaginal causada pela deficiência de est
7896714263144,Paracetamol + Fosfato de Codeína 500/30mg com 24 comprimidos Neo Química,NEO QUIMICA,A Nossa Drogaria,29.99,39.81,24.66716905300177,
7896112406013,"Cronocor 6,25mg com 30 comprimidos",CRONOCOR,A Nossa Drogaria,19.09,19.17,0.41731872717789553,"O Cronocor é um medicamento usado para tratar insuficiência cardíaca congestiva (insuficiência do coração), angina do peito (dor no peito de origem ca"
7896112405986,"Cronocor 3,125mg com 30 comprimidos",CRONOCOR,A Nossa Drogaria,13.99,14.03,0.28510334996435516,"O Cronocor é um medicamento usado para tratar insuficiência cardíaca congestiva (insuficiência do coração), angina do peito (dor no peito de origem ca"
9990178258239,Corticorten 5mg com 20 Comprimidos,CORTICORTEN,A Nossa Drogaria,12.99,17.21,24.52062754212667,"Corticorten 5mg (prednisona) é utilizado como auxiliar no tratamento de distúrbios reumáticos como artrite gotosa aguda, artrite psoriática, artrite r"
7896714263137,Paracetamol + Fosfato de Codeína 500/30mg com 12 comprimidos Neo Química,NEO QUIMICA,A Nossa Drogaria,17.99,22.23,19.073324336482244,"Paracetamol + fosfato de codeína é uma combinação de dois analgésicos, codeína e paracetamol, que proporciona alívio de dores de intensidade leve a in"
7897714900022,Levedura 400 Comprimidos,LEVEDURA,A Nossa Drogaria,20.49,20.49,0.0,"A Levedura Probene é um complemento alimentar natural, possui uma ampla gama de vitaminas do complexo B (B1- Tiamina, B2 – Riboflavina, B3 – Niacina, "
7896112406075,Cronocor 25mg com 30 comprimidos,CRONOCOR,A Nossa Drogaria,26.19,26.19,0.0,"O Cronocor é um medicamento usado para tratar insuficiência cardíaca congestiva (insuficiência do coração), angina do peito (dor no peito de origem ca"
7896112406501,Cronobe Complex Solução Injetavel com 3 ampolas,CRONOBE,A Nossa Drogaria,25.39,25.45,0.23575638506875274,Este medicamento é um auxiliar no tratamento de neuralgias e neurites (diminui a dor e melhora o restabelecimento das lesões do nervo). Cronobê Comple
7898590870331,Isotretinoina 20mg com 30 Comprimidos Althaia,ALTHAIA,A Nossa Drogaria,109.99,141.3,22.158527954706308,
7896181925859,Cilostazol 100mg com 30 Comprimidos Biosintetica,BIOSINTETICA,A Nossa Drogaria,43.29,46.59,7.083065035415337,
7896331708219,Kit Sabonete Líquido Facial Helioderm 50ml + Protetor Solar FPS50 Cor Media,HELIODERM,A Nossa Drogaria,36.69,47.7,23.081761006289312,"Kit para rotina de cuidados faciais, com sabonete líquido facial exclusivo e protetor facial FPS 50, unindo limpeza, proteção e hidratação."
7896331708141,Kit Sabonete Líquido Facial Helioderm 50ml + Protetor Solar FPS50,HELIODERM,A Nossa Drogaria,34.49,44.84,23.082069580731492,"Kit para rotina de cuidados faciais, com sabonete líquido facial exclusivo e protetor facial FPS 50, unindo limpeza, proteção e hidratação."
7896770980481,Roupa Intima Tena Pants Noturna P/M com 16 unidades,TENA,A Nossa Drogaria,75.39,75.39,0.0,"Indicado para incontinência severa, para usuários com mobilidade Barreiras protetores e uma camada de dupla absorção que mantém a urina longe da pele "
7896770980498,Roupa Intima Tena Pants Noturna G/EG com 16 Unidades,TENA,A Nossa Drogaria,75.39,75.39,0.0,"Indicado para incontinência severa, para usuários com mobilidade Barreiras protetores e uma camada de dupla absorção que mantém a urina longe da pele "
7898133131837,Xarope de Guaco 150ml Natulab,GUACO,A Nossa Drogaria,15.99,20.79,23.08802308802308,O Xarope de Guaco é indicado para o tratamento de tosses persistentes com expectoração e rouquidão.
7908169204099,Sabonete Líquido Ammore Aroma de Bebê 500ml Nova Embalagem,AMMORE,A Nossa Drogaria,11.99,15.59,23.09172546504169,"Auxilia na manutenção do equilíbrio natural da pele, limpeza e maciez. Não testado em animais, livre de parabenos, livre de Triclosan e pH balanceado."
7908169204013,Sabonete Líquido Ammore Lavanda 500ml Nova Embalagem,AMMORE,A Nossa Drogaria,11.99,15.59,23.09172546504169,"Auxilia na manutenção do equilíbrio natural da pele, limpeza e maciez. Não testado em animais, livre de parabenos, livre de Triclosan e pH balanceado."
7899470803975,Varivax 300mg com 30 Comprimidos Natulab,VARIVAX,A Nossa Drogaria,53.99,103.18,47.67396782322155,
7898133136450,Varivax 100mg com 30 Comprimidos Natulab,VARIVAX,A Nossa Drogaria,31.99,95.8,66.60751565762004,
7898133137471,Tylemax Criança Xarope 60ml Natulab,TYLEMAX,A Nossa Drogaria,10.99,29.85,63.18257956448912,
7899470807638,Maxalgina 1g com 20 Comprimidos Natulab,MAXALGINA,A Nossa Drogaria,19.99,50.66,60.540860639557835,Este medicamento é indicado como analgésico (para dor) e antitérmico (para febre).
7896523209845,Captopril 25mg com 30 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,2.99,14.65,79.59044368600684,O Captopril 25mg Genérico Cimed é indicado para o tratamento de hipertensão; insuficiência cardíaca congestiva; infarto do miocárdio; doença renal cau
7908169204037,Sabonete Líquido Ammore Lírio Branco 500ml Nova Embalagem,AMMORE,A Nossa Drogaria,11.99,15.59,23.09172546504169,"Auxilia na manutenção do equilíbrio natural da pele, limpeza e maciez. Não testado em animais, livre de parabenos, livre de Triclosan e pH balanceado."
7908169204020,Sabonete Líquido Ammore Erva Doce 500ml Nova Embalagem,AMMORE,A Nossa Drogaria,11.99,15.59,23.09172546504169,"Auxilia na manutenção do equilíbrio natural da pele, limpeza e maciez. Não testado em animais, livre de parabenos, livre de Triclosan e pH balanceado."
7896523215747,Albendazol 400mg com 1 comprimido Cimed,CIMED GENERICO,A Nossa Drogaria,6.49,8.66,25.057736720554267,Albendazol é um medicamento pertencente a classe dos anti-helmínticos e antiparasitários usado para tratar uma grande variedade de condições causadas 
7896523214641,Cloridrato de Ciclobenzaprina 10mg com 15 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,9.99,15.08,33.753315649867375,"Ciclobenzaprina é um relaxante muscular que suprime o espasmo do músculo esquelético de origem local, sem interferir com a função muscular."
7898133130403,Maxalgina 500mg Gotas 10ml Natulab,MAXALGINA,A Nossa Drogaria,3.99,11.37,64.90765171503958,Maxalgina é indicado como analgésico ( para dor) e antitérmico ( para febre).
7896523214627,Cloridrato de Ciclobenzaprina 5mg 30 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,9.99,25.22,60.388580491673274,"Ciclobenzaprina é um relaxante muscular que suprime o espasmo do músculo esquelético de origem local, sem interferir com a função muscular."
7908169204105,Sabonete Líquido Ammore Limão Siciliano 500ml Nova Embalagem,AMMORE,A Nossa Drogaria,11.99,15.59,23.09172546504169,"Auxilia na manutenção do equilíbrio natural da pele, limpeza e maciez. Não testado em animais, livre de parabenos, livre de Triclosan e pH balanceado."
7898133131509,Tylemax Baby Gotas 15ml Natulab,TYLEMAX,A Nossa Drogaria,9.99,38.51,74.05868605556998,
7896523227542,Finasterida 1mg Com 30 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,25.99,77.87,66.62386027995377,Finasterida é indicado para o tratamento e o controle da hiperplasia prostática benigna (HPB) e para a prevenção de eventos urológicos para: - Reduzir
7896523227559,Finasterida 5mg 30 comprimidos revestidos Cimed,CIMED GENERICO,A Nossa Drogaria,35.99,122.06,70.51450106504997,Finasterida 5 mg pertence a um grupo de medicamentos chamados inibidores da 5-alfa redutase . Finasterida 5 mg reduz a próstata nos homens quando está
7896523226798,Meloxicam 15mg com 10 comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,9.99,40.36,75.24777006937562,"Descrição. Meloxicam 15mg Genérico Germed 10 Comprimidos é um anti-inflamatório, destinado ao tratamento da artrite reumatoide e das osteoartrites. O "
7896523208176,Paracetamol 200mg/ml Solução Oral 15ml Cimed,CIMED GENERICO,A Nossa Drogaria,9.99,13.1,23.740458015267173,Analgésico Antitérmico está indicado para aliviar dores leves ou moderadas e para reduzir a febre. Só proporciona alívio sintomático; quando for neces
7896523200101,Valsartana 320mg com 30 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,49.99,73.95,32.400270453008794,"Valsartana é utilizado para os tratamentos de pressão alta, insuficiência cardíaca e pós-infarto do miocárdio em pacientes recebendo terapêutica usual"
3282779341509,Kit Protetor Solar Avène Mat Perfect FPS60 40g Grátis Gel de limpeza Profunda Cleanance 60ml,AVENE,A Nossa Drogaria,84.99,110.49,23.079011675264727,Esse kit verão de Avene oferece a combinação perfeita de uma rotina de cuidados para pele oleosa a acneica. Mat Perfect Fluido Antiacne FPS 60 é um pr
7898623242937,Creme de Pentear Hidro-Reconstrutor Curvas Mágicas - Widi Care,WIDI CARE,A Nossa Drogaria,29.69,38.6,23.082901554404145,Creme de pentear hidro-reconstrutor para todas as curvaturas. Sua fórmula equilibrada conta com o poder do Óleo de Rosa Mosqueta e a tecnologia Filcor
7898623242890,Névoa Iluminadora Curvas Mágicas - Widi Care,WIDI CARE,A Nossa Drogaria,20.99,27.29,23.08537925980213,"A Névoa Iluminadora chegou para garantir um brilho mágico aos cabelos ondulados, cacheados e crespos! Sua tecnologia confere um super resultado desde "
7896523200705,Furosemida 40mg com 20 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,4.99,10.31,51.6003879728419,Furosemida comprimidos apresenta efeito diurético (promove a excreção da urina) e anti-hipertensivo (auxilia no tratamento da pressão alta). O início 
7898623242944,Soroh Revitalizante Curvas Mágicas - Widi Care,WIDI CARE,A Nossa Drogaria,31.39,40.81,23.082577799558933,"O SOROH REVITALIZANTE UMECTANTE CURVAS MÁGICAS tem ação emoliente e função reativadora de cachos. Rico em Óleo de Rosa Mosqueta, possui ação hidratant"
3282770390513,Gel Hidratante Actine Aquaforce 40g,ACTINE,A Nossa Drogaria,74.99,97.49,23.07929018360858,"Darrow Actine Aquaforce Hidratante Dermatológico é um gel indicado para a hidratação de uso diário das peles oleosas a acneicas, que oferece hidrataçã"
7896523201535,Succinato de Metoprolol 50mg 30 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,29.99,59.42,49.528778189161905,"Succinato de Metoprolol 50mg é indicado para tratar a hipertensão, angina de peito, insuficiência cardíaca crônica sintomática, alterações do ritmo ca"
7898636193622,Proctan Pomada para Hemorróidas 25g com 10 Protetores Higiênicos para os Dedos,PROCTAN,A Nossa Drogaria,49.99,64.99,23.08047391906446,"O novo Proctan 25g com 10 luvas higiênicas para os dedos apresenta uma nova forma de aplicação do produto. Mesma fórmula, novo aplicador. Proctan dese"
7898623242913,Condicionador Hidro-Reconstrutor Curvas Mágicas - Widi Care,WIDI CARE,A Nossa Drogaria,28.29,36.78,23.08319738988581,Condicionador hidro-reconstrutor de tratamento intensivo e altamente emoliente. Sua tecnologia combinada com Filcortex e Óleo de Rosa Mosqueta auxilia
7891142982049,Protetor Solar Episol Infantil FPS60 100ml,EPISOL,A Nossa Drogaria,74.89,97.36,23.07929334428923,Episol Infantil é uma linha de fotoprotetor pensada exclusivamente para a pele delicada da criança. Benefícios: • Clinicamente e oftalmologicamente te
7896523200002,Valsartana 80mg com 30 Comprimidos Cimed,CIMED GENERICO,A Nossa Drogaria,21.99,62.68,64.91703892788769,"Valsartana é utilizado para os tratamentos de pressão alta, insuficiência cardíaca e pós-infarto do miocárdio em pacientes recebendo terapêutica usual"
7896523209418,Maleato de Dexclorfeniramina Xarope 2mg/5ml 120ml Cimed,CIMED GENERICO,A Nossa Drogaria,15.99,21.23,24.682053697597738,"Maleato de dexclorfeniramina é destinado para alergia, prurido, rinite alérgica, urticária, picada de inseto, conjuntivite alérgica, dermatite atópica"
7891142982995,Hidratante Corporal Epidrat Corpo Intensivo 500g,EPIDRAT,A Nossa Drogaria,103.89,135.06,23.078631719235897,"Epidrat Corpo Intensivo é um hidratante corporal intensivo com ação antioxidante para peles secas que hidrata por 24 horas, previnindo contra o ressec"
