URL,Preço sem desconto,Preço com desconto,% de desconto
https://www.farmaciarosario.com.br//kombiglyze-xr-25-1000mg-60comprimidos,"R$ 246,92","R$ 234,57",
https://www.farmaciarosario.com.br//captopril-50mg-30comprimidos,"R$ 48,80","R$ 10,07", -79%
https://www.farmaciarosario.com.br//lasilactona-100mg-30capsulas,"R$ 68,97","R$ 55,18", -20%
https://www.farmaciarosario.com.br//ancoron-100mg-60-comprimidos,"R$ 38,11","R$ 34,07", -11%
https://www.farmaciarosario.com.br//vitalia-xr-32mg-30comprimidos,"R$ 62,21","R$ 62,21",
https://www.farmaciarosario.com.br//valsartana-160mg-30comprimidos-412480,"R$ 70,48","R$ 40,65", -42%
https://www.farmaciarosario.com.br//ginkgo-vital-80mg-60comprimidos,"R$ 95,43","R$ 95,43",
https://www.farmaciarosario.com.br//glibenclamida-5mg-30comprimidos-466860,"R$ 9,01","R$ 6,89", -24%
https://www.farmaciarosario.com.br//diublok-50mg-125mg-30comprimidos,"R$ 35,39","R$ 30,67", -13%
https://www.farmaciarosario.com.br//xyloproct-pomado-25g,"R$ 43,78","R$ 37,38", -15%
https://www.farmaciarosario.com.br//cloridrato-de-amilorida-hidroclorotiazida-5-50mg-30-comprimidos,"R$ 19,45","R$ 12,65", -35%
https://www.farmaciarosario.com.br//propranolol-sigma-80mg-30comprimidos,"R$ 25,56","R$ 20,45", -20%
https://www.farmaciarosario.com.br//lansoprazol-30mg-14capsulas,"R$ 59,42","R$ 41,59", -30%
https://www.farmaciarosario.com.br//rosuvastatina-20mg-30-comprimidos-469581,"R$ 74,65","R$ 33,59", -55%
https://www.farmaciarosario.com.br//ensure-plus-advance-220ml-sabor-baunilha,"R$ 29,99","R$ 29,99",
https://www.farmaciarosario.com.br//vabam-15mg-30-comprimidos,"R$ 181,50","R$ 121,61", -33%
https://www.farmaciarosario.com.br//clexane-saf-lock-40mg-injetavel-x6-seringas,"R$ 494,37","R$ 404,84", -18%
https://www.farmaciarosario.com.br//cloridrato-de-pioglitazona-30mg-15comprimidos,"R$ 74,46","R$ 74,46",
https://www.farmaciarosario.com.br//pantoprazol-20mg-28comprimidos-271365,"R$ 28,20","R$ 17,48", -38%
https://www.farmaciarosario.com.br//dilacoron-retard-120mg-20-comprimidos,"R$ 79,08","R$ 63,27", -20%
https://www.farmaciarosario.com.br//atenolol-clortalidona-100mg-25mg-30-comprimidos-507523,"R$ 59,51","R$ 38,68", -35%
https://www.farmaciarosario.com.br//gaeso-20mg-28comprimidos,"R$ 85,92","R$ 85,92",
https://www.farmaciarosario.com.br//atenolol-25mg-30comprimidos-304727,"R$ 15,77","R$ 6,65", -58%
https://www.farmaciarosario.com.br//lotar-5-50mg-30comprimidos,"R$ 76,79","R$ 61,14", -20%
https://www.farmaciarosario.com.br//insulina-novomix-30-flex-pen-sistema-de-aplicacao-descartavel-5-unidades,"R$ 416,90","R$ 416,90",
https://www.farmaciarosario.com.br//dapagliflozina-10mg-30comprimidos-sandoz,"R$ 133,85","R$ 133,85",
https://www.farmaciarosario.com.br//glifage-xr-850mg-30comprimidos,"R$ 39,65","R$ 30,41", -23%
https://www.farmaciarosario.com.br//apresolina-25mg-60comprimidos,"R$ 29,18","R$ 24,70", -15%
https://www.farmaciarosario.com.br//omeprazol-10mg-14-capsulas,"R$ 25,15","R$ 18,86", -25%
https://www.farmaciarosario.com.br//atenolol-clortalidona-50mg-125mg-30-comprimidos-321907,"R$ 34,88","R$ 19,39", -44%
https://www.farmaciarosario.com.br//marevan-5mg-30comprimidos,"R$ 32,86","R$ 30,04", -8.6%
https://www.farmaciarosario.com.br//olmetec-hct-40-125mg-30comprimidos,"R$ 191,72","R$ 153,38", -20%
https://www.farmaciarosario.com.br//besilato-de-anlodipino-5mg-60comprimidos-459817,"R$ 28,35","R$ 19,18", -32%
https://www.farmaciarosario.com.br//cloridrato-de-pioglitazona-30mg-30comprimidos,"R$ 215,76","R$ 123,05", -43%
https://www.farmaciarosario.com.br//cloridrato-de-sotalol-160mg-20comprimidos,"R$ 77,08","R$ 51,64", -33%
https://www.farmaciarosario.com.br//amiobal-200mg-30comprimidos,"R$ 43,20","R$ 34,56", -20%
https://www.farmaciarosario.com.br//maleato-de-enalapril-10mg-30comprimidos-470203,"R$ 7,80","R$ 5,85", -25%
https://www.farmaciarosario.com.br//besilato-de-anlodipino-10mg-30comprimidos-460879,"R$ 26,86","R$ 17,99", -33%
https://www.farmaciarosario.com.br//trulicity-15mg-05ml-2-seringas,"R$ 382,43","R$ 336,92", -12%
https://www.farmaciarosario.com.br//xakilis-5mg-20comprimidos-revestido,"R$ 92,84","R$ 92,84",
https://www.farmaciarosario.com.br//atenolol-clortalidona-50-125mg-30comprimidos-336829,"R$ 37,10","R$ 24,12", -35%
https://www.farmaciarosario.com.br//omeprazol-20mg-7-capsulas,"R$ 20,16","R$ 15,12", -25%
https://www.farmaciarosario.com.br//dicloridrato-de-betaistina-16mg-30comprimidos-460611,"R$ 25,47","R$ 16,25", -36%
https://www.farmaciarosario.com.br//neo-fedipina-20mg-30comprimidos,"R$ 33,26","R$ 20,25", -39%
https://www.farmaciarosario.com.br//concardio-10mg-30comprimidos,"R$ 118,56","R$ 87,03", -27%
https://www.farmaciarosario.com.br//artico-30capsulas,"R$ 111,96","R$ 90,95", -19%
https://www.farmaciarosario.com.br//cloridrato-de-metformina-850mg-30comprimidos-391147,"R$ 22,40","R$ 13,44", -40%
https://www.farmaciarosario.com.br//secnidazol-1000mg-2comprimidos-447767,"R$ 27,94","R$ 18,17", -35%
https://www.farmaciarosario.com.br//amaryl-1mg-30comprimidos,"R$ 32,57","R$ 26,06", -20%
https://www.farmaciarosario.com.br//atenolol-clortalidona-50-125mg-30comprimidos-507538,"R$ 33,37","R$ 12,16", -64%
https://www.farmaciarosario.com.br//lancetas-accu-chek-safe-t-pro-200unidade,"R$ 135,40","R$ 135,40",
https://www.farmaciarosario.com.br//coversyl-4mg-30-comprimidos,"R$ 122,26","R$ 97,81", -20%
https://www.farmaciarosario.com.br//atenolol-100mg-30-comprimidos,"R$ 44,39","R$ 24,83", -44%
https://www.farmaciarosario.com.br//omeprazol-20mg-56capsulas-503465,"R$ 54,80","R$ 28,50", -48%
https://www.farmaciarosario.com.br//atenolol-clortalidona-100-25mg-30comprimidos-311510,"R$ 59,38","R$ 38,59", -35%
https://www.farmaciarosario.com.br//losartana-potassica-50mg-30comprimidos-309028,"R$ 18,52","R$ 9,89", -47%
https://www.farmaciarosario.com.br//clexane-safety-lock-80mg-solucao-inj-2-seringas,"R$ 336,53","R$ 252,26", -25%
https://www.farmaciarosario.com.br//venoruton-500mg-20-comprimidos,"R$ 67,83","R$ 41,17", -39%
https://www.farmaciarosario.com.br//gliclazida-30mg-30-comprimidos-liberacao-prolongada,"R$ 24,77","R$ 14,86", -40%
https://www.farmaciarosario.com.br//bramicar-80mg-30comprimidos,"R$ 100,53","R$ 71,30", -29%
https://www.farmaciarosario.com.br//pentoxifilina-400mg-30-comprimidos,"R$ 65,71","R$ 42,71", -35%
https://www.farmaciarosario.com.br//insulina-100u-ml-solucao-injetavel-10ml,"R$ 206,92","R$ 175,88", -15%
https://www.farmaciarosario.com.br//acertalix-5mg-125mg-30comprimidos,"R$ 100,30","R$ 75,18", -25%
https://www.farmaciarosario.com.br//meleato-enalap-5mg-30comprimidos,"R$ 23,46","R$ 15,24", -35%
https://www.farmaciarosario.com.br//espironolactona-50mg-30-comprimidos,"R$ 41,35","R$ 26,87", -35%
https://www.farmaciarosario.com.br//losartana-potassica-100mg-30comprimidos-356429,"R$ 45,63","R$ 33,77", -26%
https://www.farmaciarosario.com.br//daonil-30comprimidos,"R$ 23,58","R$ 20,50", -13%
https://www.farmaciarosario.com.br//insulina-novorapid-penfil-5-refis-3ml,"R$ 320,60","R$ 262,89", -18%
https://www.farmaciarosario.com.br//flebon-50mg-30comprimidos,"R$ 80,34","R$ 69,15", -14%
https://www.farmaciarosario.com.br//dievari-900mg-100mg-30cpr,"R$ 148,55","R$ 148,55",
https://www.farmaciarosario.com.br//zentel-400mg-1comprimidos,"R$ 18,25","R$ 16,06", -12%
https://www.farmaciarosario.com.br//ictus-125mg-60comprimidos,"R$ 93,30","R$ 74,64", -20%
https://www.farmaciarosario.com.br//atenolol-clortalidona-50-125mg-60comprimidos,"R$ 59,38","R$ 41,57", -30%
https://www.farmaciarosario.com.br//lantus-optiset-1x3ml,"R$ 118,58","R$ 97,24", -18%
https://www.farmaciarosario.com.br//furosemida-40mg-20comprimidos,"R$ 7,62","R$ 4,95", -35%
https://www.farmaciarosario.com.br//artrotabs-30capsulas,"R$ 106,99","R$ 94,15", -12%
https://www.farmaciarosario.com.br//metformina-500mg-60-comprimidos,"R$ 16,15","R$ 16,15",
https://www.farmaciarosario.com.br//atenolol-25mg-30comprimidos,"R$ 6,58","R$ 2,75", -58%
https://www.farmaciarosario.com.br//cloridrato-de-sotalol-120mg-30comprimidos,"R$ 81,44","R$ 52,94", -35%
https://www.farmaciarosario.com.br//succinato-de-metoprolol-25mg-30comprimidos-509116,"R$ 23,38","R$ 17,54", -25%
https://www.farmaciarosario.com.br//cimetidina-200mg-20comprimidos-432680,"R$ 28,95","R$ 17,69", -39%
https://www.farmaciarosario.com.br//cloridrato-de-propafenona-300mg-60comprimidos-465349,"R$ 127,53","R$ 82,89", -35%
https://www.farmaciarosario.com.br//selozok-100mg-30comprimidos,"R$ 126,96","R$ 94,97", -25%
https://www.farmaciarosario.com.br//carvedilol-3125mg-30comprimidos-447902,"R$ 44,33","R$ 33,25", -25%
https://www.farmaciarosario.com.br//bravan-160mg-30comprimidos,"R$ 48,18","R$ 37,89", -21%
https://www.farmaciarosario.com.br//quenzor-100mg-30-comprimidos,"R$ 64,88","R$ 56,23", -13%
https://www.farmaciarosario.com.br//glimepirida-4mg-30-comprimidos,"R$ 58,05","R$ 40,64", -30%
https://www.farmaciarosario.com.br//amaryl-4mg-30comprimidos,"R$ 108,38","R$ 88,87", -18%
https://www.farmaciarosario.com.br//atelop-25mg-30-comprimidos,"R$ 49,34","R$ 41,83", -15%
https://www.farmaciarosario.com.br//vasogard-50mg-60comprimidos,"R$ 40,75","R$ 35,66", -12%
https://www.farmaciarosario.com.br//vartaz-80mg-30comprimidos,"R$ 55,63","R$ 45,62", -18%
https://www.farmaciarosario.com.br//valtrian-hct-50-125mg-30comprimidos,"R$ 48,61","R$ 38,40", -21%
https://www.farmaciarosario.com.br//espironolactona-25mg-30-comprimidos,"R$ 25,88","R$ 16,88", -35%
https://www.farmaciarosario.com.br//atenolol-25mg-60-comprimidos,"R$ 38,83","R$ 25,24", -35%
https://www.farmaciarosario.com.br//captopril-25mg-30-comprimidos-363191,"R$ 16,60","R$ 16,60",
https://www.farmaciarosario.com.br//bhena-5mg-30comprimidos,"R$ 74,43","R$ 64,45", -13%
https://www.farmaciarosario.com.br//nitazoxanida-20mg-45ml,"R$ 26,78","R$ 15,49", -42%
https://www.farmaciarosario.com.br//atenolol-100mg-30-comprimidos-363081,"R$ 45,99","R$ 29,90", -35%
https://www.farmaciarosario.com.br//propafenoma-300mg-60-comprimidos,"R$ 130,16","R$ 53,80", -59%
https://www.farmaciarosario.com.br//benicar-triplo-20-125-5mg-30comprimidos,"R$ 148,07","R$ 122,19", -17%
https://www.farmaciarosario.com.br//aprovel-150mg-30-comprimidos,"R$ 242,13","R$ 193,70", -20%
https://www.farmaciarosario.com.br//ensure-advance-cereal-850g,"R$ 144,99","R$ 144,99",
https://www.farmaciarosario.com.br//hidroclorotiazida-25mg-30comprimidos-350449,"R$ 3,84","R$ 2,69", -30%
https://www.farmaciarosario.com.br//clortalidona-25mg-60comprimidos,"R$ 32,94","R$ 22,79", -31%
https://www.farmaciarosario.com.br//soanza-xr-35mg-60comprimidos,"R$ 106,85","R$ 106,85",
https://www.farmaciarosario.com.br//acertalix-10mg-25mg-30comprimidos,"R$ 143,71","R$ 109,22", -24%
https://www.farmaciarosario.com.br//captopril-50mg-30-comprimidos,"R$ 48,80","R$ 31,72", -35%
https://www.farmaciarosario.com.br//prazol-30mg-28capsulas,"R$ 107,65","R$ 88,27", -18%
https://www.farmaciarosario.com.br//qtern-5mg-10mg-30comprimidos,"R$ 294,37","R$ 227,96", -23%
https://www.farmaciarosario.com.br//klev-20mg-28comprimidos,"R$ 142,78","R$ 142,78",
https://www.farmaciarosario.com.br//ensure-advance-morango-com-banana-850g,"R$ 144,99","R$ 144,99",
https://www.farmaciarosario.com.br//bravan-duo-320mg-5mg-30comprimidos,"R$ 94,38","R$ 94,38",
https://www.farmaciarosario.com.br//edistride-10mg-14comprimidos,"R$ 103,12","R$ 103,12",
https://www.farmaciarosario.com.br//metformina-lp-500mg-30-comprimidos,"R$ 11,42","R$ 8,57", -25%
https://www.farmaciarosario.com.br//klev-10mg-10comprimidos,"R$ 48,62","R$ 48,62",
https://www.farmaciarosario.com.br//volare-60mg-solucao-injetavel-2-seringas-06ml-cada,"R$ 244,91","R$ 244,91",
https://www.farmaciarosario.com.br//soanza-xr-35mg-30-comprimidos,"R$ 52,70","R$ 52,70",
https://www.farmaciarosario.com.br//volare-20mg-solucao-injetavel-10-seringas-02ml-cada,"R$ 395,50","R$ 395,50",
https://www.farmaciarosario.com.br//azukon-mr-30mg-100-comprimidos-liberacao-prolongada,"R$ 64,70","R$ 64,70",
https://www.farmaciarosario.com.br//olmy-hct-40mg-25mg-30-comprimidos,"R$ 87,77","R$ 68,46", -22%
https://www.farmaciarosario.com.br//concardio-125mg-30comprimidos,"R$ 74,32","R$ 54,11", -27%
https://www.farmaciarosario.com.br//dacxi-20mg-28-comprimidos,"R$ 39,04","R$ 39,04",
https://www.farmaciarosario.com.br//vertiogoheel-50comprimidos-sl,"R$ 76,90","R$ 70,17", -8.8%
https://www.farmaciarosario.com.br//venaflon-900mg-100mg-30comprimidos,"R$ 140,69","R$ 111,88", -20%
https://www.farmaciarosario.com.br//apixabana-25mg-20comprimidos-revestido,"R$ 78,70","R$ 78,70",
https://www.farmaciarosario.com.br//trayenta-duo-25-500mg-60comprimidos,"R$ 303,82","R$ 249,13", -18%
https://www.farmaciarosario.com.br//concor-anlo-10-10mg-30comprimidos,"R$ 115,68","R$ 115,68",
https://www.farmaciarosario.com.br//cuore-75mg-28comprimidos,"R$ 49,19","R$ 39,36", -20%
https://www.farmaciarosario.com.br//lipomax-plus-60-capsulas,"R$ 65,39","R$ 60,16", -8.0%
https://www.farmaciarosario.com.br//xakilis-25mg-20comprimidos-revestido,"R$ 92,84","R$ 92,84",
https://www.farmaciarosario.com.br//rivar-10mg-30comprimidos,"R$ 135,77","R$ 135,77",
https://www.farmaciarosario.com.br//famox-20mg-10-comprimidos,"R$ 32,64","R$ 28,88", -12%
https://www.farmaciarosario.com.br//dispetic-40mg-30comprimidos,"R$ 66,15","R$ 66,15",
https://www.farmaciarosario.com.br//jogger-1500mg-1200mg-30envelopes-4g-cada,"R$ 201,39","R$ 201,39",
https://www.farmaciarosario.com.br//cardizem-30mg-50comprimidos,"R$ 39,15","R$ 34,50", -12%
https://www.farmaciarosario.com.br//cilostazol-50mg-60comprimidos-470510,"R$ 25,82","R$ 20,66", -20%
https://www.farmaciarosario.com.br//pantoprazol-40mg-28comprimidos-507483,"R$ 94,37","R$ 10,09", -89%
https://www.farmaciarosario.com.br//insulina-novolin-r-penfil-3ml,"R$ 161,14","R$ 117,70", -27%
https://www.farmaciarosario.com.br//nootron-solucao-pediatrica-110ml,"R$ 18,99","R$ 18,04",
https://www.farmaciarosario.com.br//insulina-novolin-n-penfill-5-ampolas-3ml,"R$ 161,14","R$ 112,78", -30%
https://www.farmaciarosario.com.br//biconcor-25mg-30comprimidos,"R$ 106,43","R$ 85,14", -20%
https://www.farmaciarosario.com.br//glibenclamida-5mg-30comprimidos-431083,"R$ 14,09","R$ 4,23", -70%
https://www.farmaciarosario.com.br//renitec-5mg-30comprimidos,"R$ 38,50","R$ 32,20", -16%
https://www.farmaciarosario.com.br//plavix-75mg-28comprimidos,"R$ 419,85","R$ 316,02", -25%
https://www.farmaciarosario.com.br//mononitrato-de-isossorbida-20mg-30comprimidos,"R$ 12,64","R$ 8,85", -30%
https://www.farmaciarosario.com.br//carvedilol-25mg-30comprimidos,"R$ 94,93","R$ 28,55", -70%
https://www.farmaciarosario.com.br//metformina-850mg-60-comprimidos,"R$ 20,40","R$ 20,40",
https://www.farmaciarosario.com.br//cloridrato-de-propranolol-40mg-30comprimidos,"R$ 9,47","R$ 4,17", -56%
https://www.farmaciarosario.com.br//betes-4mg-30comprimidos,"R$ 88,17","R$ 72,82", -17%
https://www.farmaciarosario.com.br//losartana-potassica-100mg-30comprimidos,"R$ 45,23","R$ 29,39", -35%
https://www.farmaciarosario.com.br//losec-mups-20mg-28-comprimidos-revestidos,"R$ 487,70","R$ 390,16", -20%
https://www.farmaciarosario.com.br//ictus-625mg-60comprimidos,"R$ 93,30","R$ 72,77", -22%
https://www.farmaciarosario.com.br//amaryl-3mg-30comprimidos,"R$ 72,14","R$ 57,71", -20%
https://www.farmaciarosario.com.br//venoxide-900mg-100mg-30comprimidos,"R$ 107,38","R$ 107,38",
https://www.farmaciarosario.com.br//cloridrato-de-verapamil-80mg-30comprimidos-315567,"R$ 31,70","R$ 13,36", -58%
https://www.farmaciarosario.com.br//amaryl-6mg-30comprimidos,"R$ 132,24","R$ 108,44", -18%
https://www.farmaciarosario.com.br//cardizem-60mg-50-comprimidos,"R$ 74,38","R$ 65,45", -12%
https://www.farmaciarosario.com.br//losartana-potassica-50mg-30comprimidos-363569,"R$ 8,82","R$ 8,82",
https://www.farmaciarosario.com.br//varfarina-sodica-5mg-30comprimidos-383646,"R$ 17,43","R$ 11,33", -35%
https://www.farmaciarosario.com.br//humalog-lispro-refil-5x3ml,"R$ 323,02","R$ 264,88", -18%
https://www.farmaciarosario.com.br//ictus-625mg-30comprimidos,"R$ 55,06","R$ 42,94", -22%
https://www.farmaciarosario.com.br//clexane-safety-lock-20mg-solucao-inj-2-seringas,"R$ 84,81","R$ 73,52", -13%
https://www.farmaciarosario.com.br//losartana-hidroclorotiazida-50mg-125mg-30-comprimidos,"R$ 59,02","R$ 38,36", -35%
https://www.farmaciarosario.com.br//aprovel-300mg-30comprimidos,"R$ 242,13","R$ 198,55", -18%
https://www.farmaciarosario.com.br//dacxi-10mg-30comprimidos,"R$ 41,83","R$ 41,83",
https://www.farmaciarosario.com.br//rivaroxabana-20mg-30-comprimidos-507552,"R$ 207,41","R$ 103,71", -50%
https://www.farmaciarosario.com.br//cardilol-125mg-30-comprmidos,"R$ 45,57","R$ 36,45", -20%
https://www.farmaciarosario.com.br//valsartana-160mg-30comprimidos,"R$ 64,78","R$ 42,10", -35%
https://www.farmaciarosario.com.br//glivance-500mg-30mg-30-comprimidos,"R$ 54,62","R$ 44,79", -18%
https://www.farmaciarosario.com.br//clopidogrel-75mg-28-comprimidos,"R$ 67,38","R$ 40,52", -40%
https://www.farmaciarosario.com.br//tandriflan-15-comprimidos,"R$ 20,14","R$ 10,08", -50%
https://www.farmaciarosario.com.br//cloridrato-de-verapamil-80mg-30comprimidos-386123,"R$ 31,28","R$ 20,33", -35%
https://www.farmaciarosario.com.br//acog-20mg-30comprimidos,"R$ 113,08","R$ 101,77", -10%
https://www.farmaciarosario.com.br//cardizem-sr-90mg-20comprimidos,"R$ 57,92","R$ 52,74", -8.9%
https://www.farmaciarosario.com.br//pantoprazol-20mg-28capsulas,"R$ 46,59","R$ 16,68", -64%
https://www.farmaciarosario.com.br//glimepirida-4mg-60comprimidos-374977,"R$ 139,90","R$ 58,76", -58%
https://www.farmaciarosario.com.br//versa-80mg-injetavel-x2-seringas,"R$ 317,81","R$ 260,60", -18%
https://www.farmaciarosario.com.br//dicloridrato-de-betaistina-16mg-30comprimidos-453141,"R$ 24,89","R$ 19,91", -20%
https://www.farmaciarosario.com.br//neblock-5mg-60comprimidos,"R$ 107,40","R$ 95,40", -11%
https://www.farmaciarosario.com.br//gastrium-40mg-28comprimidos,"R$ 116,65","R$ 87,65", -25%
https://www.farmaciarosario.com.br//nebivolol-5mg-30comprimidos,"R$ 80,23","R$ 52,15", -35%
https://www.farmaciarosario.com.br//klev-10mg-14comprimidos,"R$ 71,38","R$ 71,38",
https://www.farmaciarosario.com.br//losartana-potassica-hidroclorotiazida-50-125mg-60comprimidos,"R$ 118,03","R$ 76,72", -35%
https://www.farmaciarosario.com.br//ictus-125mg-30comprimidos,"R$ 63,30","R$ 50,64", -20%
https://www.farmaciarosario.com.br//risperidona-2mg-30-comprimidos,"R$ 67,38","R$ 67,38",
https://www.farmaciarosario.com.br//amlovasc-10mg-30comprimidos,"R$ 24,52","R$ 15,94", -35%
https://www.farmaciarosario.com.br//orlistate-120mg-42capsulas-453959,"R$ 180,53","R$ 126,37", -30%
https://www.farmaciarosario.com.br//trayenta-duo-25-1000mg-60comprimidos,"R$ 303,82","R$ 254,48", -16%
https://www.farmaciarosario.com.br//olmetec-40mg-30comprimidos,"R$ 203,52","R$ 168,92", -17%
https://www.farmaciarosario.com.br//vasopril-20mg-30comprimidos,"R$ 106,74","R$ 79,32", -26%
https://www.farmaciarosario.com.br//olmy-anlo-40mg-60-comprimidos,"R$ 105,15","R$ 49,90", -53%
https://www.farmaciarosario.com.br//triplixan-5mg-125mg-10mg-30-comprimidos,"R$ 95,30","R$ 79,38", -17%
https://www.farmaciarosario.com.br//solaquin-300iu-99-mcg-3ml,"R$ 231,66","R$ 180,69", -22%
https://www.farmaciarosario.com.br//cloridrato-de-verapamil-80mg-30comprimidos,"R$ 31,28","R$ 16,29", -48%
https://www.farmaciarosario.com.br//quicard-35mg-60-comprimidos,"R$ 134,00","R$ 101,25", -24%
https://www.farmaciarosario.com.br//acertanlo-14mg-10mg-30comprimidos,"R$ 147,02","R$ 126,44", -14%
https://www.farmaciarosario.com.br//biotonico-fontoura-multivitaminico-zero-acucar-tutti-frutti-60comprimidos-mastigaveis,"R$ 31,90","R$ 31,90",
https://www.farmaciarosario.com.br//sucrafilm-2g-20-flaconetes-10ml,"R$ 112,31","R$ 86,59", -23%
https://www.farmaciarosario.com.br//picbam-5mg-60comprimidos,"R$ 277,79","R$ 277,79",
https://www.farmaciarosario.com.br//bhena-10mg-90-comprimidos,"R$ 194,34","R$ 194,34",
https://www.farmaciarosario.com.br//concor-anlo-10-5mg-30comprimidos,"R$ 104,81","R$ 104,81",
https://www.farmaciarosario.com.br//xigduo-xr-5-1000-60comprimidos,"R$ 249,42","R$ 201,51", -19%
https://www.farmaciarosario.com.br//metformina-xr-750mg-30comprimidos,"R$ 23,34","R$ 18,08", -23%
https://www.farmaciarosario.com.br//tanisea-500mg-6comprimidos,"R$ 101,96","R$ 86,68", -15%
https://www.farmaciarosario.com.br//olmy-hct-20mg-125mg-60-comprimidos,"R$ 135,85","R$ 105,83", -22%
https://www.farmaciarosario.com.br//clazi-xr-30mg-30comprimidos,"R$ 38,71","R$ 29,41", -24%
https://www.farmaciarosario.com.br//cloridrato-de-ranitidina-15mg-ml-120ml,"R$ 46,59","R$ 34,95", -25%
https://www.farmaciarosario.com.br//furosemida-40mg-20comprimidos-503289,"R$ 10,45","R$ 5,91", -43%
https://www.farmaciarosario.com.br//bravan-80mg-125mg-30comprimidos,"R$ 70,42","R$ 56,19", -20%
https://www.farmaciarosario.com.br//nienza-125mg-30-comprimidos,"R$ 20,94","R$ 18,43", -12%
https://www.farmaciarosario.com.br//olmesartana-medoxomila-20mg-30comprimidos,"R$ 39,15","R$ 25,69", -34%
https://www.farmaciarosario.com.br//waryz-450mg-50mg-30-comprimidos,"R$ 63,27","R$ 38,40", -39%
https://www.farmaciarosario.com.br//metformina-750mg-30comprimidos,"R$ 22,16","R$ 17,16", -23%
https://www.farmaciarosario.com.br//rivaroxabana-10mg-30-comprimidos,"R$ 222,23","R$ 111,12", -50%
https://www.farmaciarosario.com.br//lobeat-5mg-30comprimidos,"R$ 62,71","R$ 51,49", -18%
https://www.farmaciarosario.com.br//pantoprazol-40mg-42-comprimidos,"R$ 213,61","R$ 81,98", -62%
https://www.farmaciarosario.com.br//waryz-450mg-50mg-60-comprimidos,"R$ 128,94","R$ 78,27", -39%
https://www.farmaciarosario.com.br//concor-anlo-5-10mg-30comprimidos,"R$ 104,81","R$ 104,81",
https://www.farmaciarosario.com.br//flavonid-450-50mg-60-comprimidos,"R$ 169,23","R$ 83,75", -51%
https://www.farmaciarosario.com.br//risperidona-1mg-30-comprimidos,"R$ 67,38","R$ 67,38",
https://www.farmaciarosario.com.br//flavonid-450-50mg-30capsulas,"R$ 98,94","R$ 50,94", -49%
https://www.farmaciarosario.com.br//inzelm-20mg-60comprimidos,"R$ 411,22","R$ 374,42", -8.9%
https://www.farmaciarosario.com.br//olmy-hct-40mg-125mg-30-comprimidos,"R$ 87,77","R$ 70,46", -20%
https://www.farmaciarosario.com.br//orlistate-120mg-84capsulas-453960,"R$ 361,05","R$ 162,47", -55%
https://www.farmaciarosario.com.br//cloridrato-de-pioglitazona-15mg-15comprimidos-507357,"R$ 70,39","R$ 70,39",
https://www.farmaciarosario.com.br//rivaroxabana-10mg-10-comprimidos-507548,"R$ 74,09","R$ 37,05", -50%
https://www.farmaciarosario.com.br//amitiza-24mcg-30cps,"R$ 144,93","R$ 127,54", -12%
https://www.farmaciarosario.com.br//glimepirida-4mg-30comprimidos-507574,"R$ 41,63","R$ 27,05", -35%
https://www.farmaciarosario.com.br//esomeprazol-magnesico-tri-hidratado-40mg-14cpr-ems,"R$ 144,02","R$ 144,02",
https://www.farmaciarosario.com.br//parasin-oral-10ml,"R$ 16,44","R$ 14,30", -13%
https://www.farmaciarosario.com.br//rivaroxabana-20mg-30comprimidos,"R$ 209,63","R$ 62,89", -70%
https://www.farmaciarosario.com.br//carvedilol-625mg-30comprimidos,"R$ 48,61","R$ 25,22", -48%
https://www.farmaciarosario.com.br//ginkgo-vital-80mg-30comprimidos,"R$ 51,73","R$ 51,73",
https://www.farmaciarosario.com.br//dicloridrato-de-betaistina-24mg-30comprimidos,"R$ 32,45","R$ 24,34", -25%
https://www.farmaciarosario.com.br//pantoprazol-40mg-42capsulas,"R$ 120,81","R$ 48,32", -60%
https://www.farmaciarosario.com.br//risperidona-3mg-30-comprimidos,"R$ 67,78","R$ 67,78",
https://www.farmaciarosario.com.br//cordarex-5mg-60comprimidos,"R$ 69,50","R$ 57,63", -17%
https://www.farmaciarosario.com.br//gliclazida-30mg-60-comprimidos-liberacao-prolongada,"R$ 45,77","R$ 27,46", -40%
https://www.farmaciarosario.com.br//esomeprazol-magnesico-tri-hidratado-20mg-28cpr-germed,"R$ 137,80","R$ 89,57", -35%
https://www.farmaciarosario.com.br//norvasc-10mg-30-comprimidos,"R$ 122,22","R$ 97,78", -20%
https://www.farmaciarosario.com.br//varfarina-sodica-5mg-30comprimidos,"R$ 16,29","R$ 7,39", -55%
https://www.farmaciarosario.com.br//losartana-potassica-50mg-30comprimidos-349289,"R$ 8,71","R$ 7,15", -18%
https://www.farmaciarosario.com.br//lansoprazol-30mg-28-comprimidos,"R$ 98,50","R$ 49,25", -50%
https://www.farmaciarosario.com.br//cloridrato-de-metformina-xr-500mg-30comprimidos,"R$ 8,96","R$ 6,66", -26%
https://www.farmaciarosario.com.br//bravan-duo-160mg-5mg-30comprimidos,"R$ 63,51","R$ 63,51",
https://www.farmaciarosario.com.br//olmesartana-medoxomila-anlodipino-20-5mg-30comprimidos,"R$ 51,88","R$ 51,88",
https://www.farmaciarosario.com.br//humalog-insulina-mix-50-100ui-ml-refil,"R$ 379,02","R$ 310,80", -18%
https://www.farmaciarosario.com.br//dicloridrato-de-betaistina-8mg-30comprimidos,"R$ 22,24","R$ 11,91", -46%
