URL,Preço sem desconto,Preço com desconto,% de desconto
https://www.farmaciarosario.com.br//vichy-dercos-shampoo-anticaspa-intensivo-125ml,"R$ 69,90","R$ 69,90",
https://www.farmaciarosario.com.br//batom-fenzza-bala-unique-ii-5g,"R$ 8,04","R$ 8,04",
https://www.farmaciarosario.com.br//mascara-facial-fenzza-green-mask-10g,"R$ 3,32","R$ 3,32",
https://www.farmaciarosario.com.br//base-liquida-vult-mate-bege-cor-04,"R$ 29,99","R$ 29,99",
https://www.farmaciarosario.com.br//mascara-de-cilios-maybelline-lash-sensational-prova-d-agua,"R$ 54,95","R$ 51,79", -5.8%
https://www.farmaciarosario.com.br//condicionador-elseve-reparacao-total-5-200ml,"R$ 15,69","R$ 15,39",
https://www.farmaciarosario.com.br//lip-tint-fenzza-labial-quadrado-cor-4-85ml,"R$ 7,01","R$ 7,01",
https://www.farmaciarosario.com.br//condicoonador-truss-infusions-300ml,"R$ 154,92","R$ 154,92",
https://www.farmaciarosario.com.br//tintura-imedia-fashion-paris-5-260-vermelho-glamour,"R$ 26,99","R$ 26,99",
https://www.farmaciarosario.com.br//kit-novex-vitay-shampoo-condicionador-super-babosao-300ml,"R$ 16,39","R$ 16,39",
https://www.farmaciarosario.com.br//condicionador-pantene-3-minutos-milagrosos-cachos-170ml,"R$ 27,77","R$ 27,77",
https://www.farmaciarosario.com.br//shampoo-bomba-abacate-325ml,"R$ 10,45","R$ 10,19",
https://www.farmaciarosario.com.br//tintura-nutrisse-666-pimenta-malagueta,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//base-liquida-fenzza-cobertura-leve-cor-3-30g,"R$ 17,50","R$ 17,50",
https://www.farmaciarosario.com.br//mascara-de-cilios-vult-bombastic-volume,"R$ 42,90","R$ 42,90",
https://www.farmaciarosario.com.br//tintura-biocolor-homem-castanho-escuro,"R$ 27,90","R$ 27,90",
https://www.farmaciarosario.com.br//condicionador-elseve-supreme-control-200ml,"R$ 15,69","R$ 15,69",
https://www.farmaciarosario.com.br//shampoo-elseve-pre-shampoo-total-5-400ml,"R$ 21,31","R$ 21,31",
https://www.farmaciarosario.com.br//po-banana-fenzza-15g,"R$ 15,34","R$ 15,34",
https://www.farmaciarosario.com.br//kit-ox-shampoo-375ml-condicionador-170ml-plants-hidrata-e-da-brilho,"R$ 33,88","R$ 33,88",
https://www.farmaciarosario.com.br//condicionador-neutrox-xtreme-300ml,"R$ 11,34","R$ 11,34",
https://www.farmaciarosario.com.br//modelador-de-seios-lib-plus-tradicional-tamanho-40-com-2-pares,"R$ 55,99","R$ 55,99",
https://www.farmaciarosario.com.br//tintura-nutrisse-52-marrom-acai,"R$ 20,39","R$ 16,80", -18%
https://www.farmaciarosario.com.br//batom-liquido-vult-mate-cor-02,"R$ 30,09","R$ 30,09",
https://www.farmaciarosario.com.br//shampoo-clear-anticaspa-detox-antipoluicao-200ml,"R$ 19,90","R$ 19,90",
https://www.farmaciarosario.com.br//shampoo-bomba-keratina-vegetal-325ml,"R$ 6,45","R$ 6,45",
https://www.farmaciarosario.com.br//kit-skala-shampoo-condicionador-amido-de-milho-325ml,"R$ 12,90","R$ 12,90",
https://www.farmaciarosario.com.br//shampoo-skala-cristal-hortela-325ml,"R$ 6,45","R$ 6,45",
https://www.farmaciarosario.com.br//shampoo-sveda-chapa-fio-350ml,"R$ 8,90","R$ 8,01", -10%
https://www.farmaciarosario.com.br//shampoo-siage-nutri-diamond-250ml,"R$ 36,90","R$ 36,90",
https://www.farmaciarosario.com.br//condicionador-haskell-cba-amazonico-300ml,"R$ 36,99","R$ 36,99",
https://www.farmaciarosario.com.br//mascara-facial-asepxia-carvao-detox-30g,"R$ 20,99","R$ 16,39", -22%
https://www.farmaciarosario.com.br//shampoo-tresemme-crescimento-maximo-400ml,"R$ 15,49","R$ 15,49",
https://www.farmaciarosario.com.br//po-compacto-maybelline-fit-me-super-claro-neutro-n01,"R$ 49,90","R$ 49,90",
https://www.farmaciarosario.com.br//base-liquida-maybelline-fit-me-30ml-b80,"R$ 49,49","R$ 49,49",
https://www.farmaciarosario.com.br//corretivo-liquido-maybelline-eraser-dark-circles-medium-59ml,"R$ 81,90","R$ 81,90",
https://www.farmaciarosario.com.br//condicionador-tresemme-ultra-violeta-matizador-400ml,"R$ 19,90","R$ 19,90",
https://www.farmaciarosario.com.br//condicionador-seda-onda-anti-frizz-325ml,"R$ 12,99","R$ 12,99",
https://www.farmaciarosario.com.br//creme-wecare-washcare-120ml,"R$ 148,59","R$ 148,59",
https://www.farmaciarosario.com.br//gel-wecare-oralcare-cartucho-30-saches,"R$ 157,99","R$ 109,90", -30%
https://www.farmaciarosario.com.br//kit-shampoo-375ml-condicionador-170ml-elseve-hydra-detox-reparacao-total-5,"R$ 26,99","R$ 26,99",
https://www.farmaciarosario.com.br//shampoo-pantene-restauracao-400ml,"R$ 25,90","R$ 25,90",
https://www.farmaciarosario.com.br//shampoo-elseve-reparacao-total-5-quimica-400ml,"R$ 21,90","R$ 18,69", -15%
https://www.farmaciarosario.com.br//mascara-de-cilios-vult-5-up-preta,"R$ 35,99","R$ 35,99",
https://www.farmaciarosario.com.br//kit-shampoo-400ml-condicionador-200ml-dove-reconstrucao-completa,"R$ 22,90","R$ 22,90",
https://www.farmaciarosario.com.br//mascara-facial-detox-argila-pura-iluminadora-40g,"R$ 44,42","R$ 44,42",
https://www.farmaciarosario.com.br//po-compacto-basic-vult-pc04,"R$ 15,89","R$ 15,89",
https://www.farmaciarosario.com.br//batom-liquido-fenzza-nude-mega-matte-4ml,"R$ 14,90","R$ 14,90",
https://www.farmaciarosario.com.br//condicionador-acqua-lounge-ficcus-argan-300ml,"R$ 32,90","R$ 32,90",
https://www.farmaciarosario.com.br//carmed-hidratante-labial-menta-incolor-10g,"R$ 17,90","R$ 12,90", -28%
https://www.farmaciarosario.com.br//mascara-para-cilios-fenzza-una-max-alongamento-4ml,"R$ 16,20","R$ 16,20",
https://www.farmaciarosario.com.br//kit-shampoo-375ml-condicionador-170ml-cachos-longos-dos-sonhos,"R$ 25,10","R$ 25,10",
https://www.farmaciarosario.com.br//shampoo-seda-boom-liberado-325ml,"R$ 10,90","R$ 10,90",
https://www.farmaciarosario.com.br//carmed-hidratante-labial-reparador-acido-hialuronico-incolor-10g,"R$ 27,99","R$ 24,90", -11%
https://www.farmaciarosario.com.br//shampoo-seda-juntinhos-homen-aranha-2-em-1-300ml,"R$ 10,90","R$ 10,39",
https://www.farmaciarosario.com.br//tintura-maxton-3-66-acaju-purpura,"R$ 12,19","R$ 12,19",
https://www.farmaciarosario.com.br//shampoo-pantene-controle-de-queda-175ml,"R$ 12,90","R$ 12,90",
https://www.farmaciarosario.com.br//gloss-liquido-elisie-n05,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//condicionador-truss-equilibrium-raiz-oleosa-300ml,"R$ 164,90","R$ 164,90",
https://www.farmaciarosario.com.br//batom-liquido-elisie-encantadora,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//protetor-labial-vult-morango-35g,"R$ 14,89","R$ 14,89",
https://www.farmaciarosario.com.br//tintura-amend-magnific-color-4-0-castanho-natural,"R$ 28,40","R$ 28,40",
https://www.farmaciarosario.com.br//base-liquida-maybelline-fit-me-30ml-n100,"R$ 49,49","R$ 49,49",
https://www.farmaciarosario.com.br//corretivo-liquido-fenzza-natural-4ml,"R$ 12,09","R$ 12,09",
https://www.farmaciarosario.com.br//shampoo-dabelle-abacate-nutritivo-250ml,"R$ 11,96","R$ 11,96",
https://www.farmaciarosario.com.br//tintura-maxton-8-0-louro-claro,"R$ 12,19","R$ 12,19",
https://www.farmaciarosario.com.br//condicionador-siage-nutri-diamond-200ml,"R$ 38,90","R$ 38,90",
https://www.farmaciarosario.com.br//condicionador-pantene-controle-de-queda-400ml,"R$ 25,99","R$ 25,99",
https://www.farmaciarosario.com.br//shampoo-dove-poder-das-plantas-purificacao-gengibre-pump-300ml,"R$ 24,09","R$ 20,39", -15%
https://www.farmaciarosario.com.br//shampoo-skala-bomba-de-vitaminas-325ml,"R$ 6,45","R$ 6,45",
https://www.farmaciarosario.com.br//tintura-biocolor-homem-tonalizante,"R$ 26,40","R$ 26,40",
https://www.farmaciarosario.com.br//kit-dove-shampoo-350ml-condicionador-175ml-texturas-reais-cacheados,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//kit-novex-vitay-shampoo-condicionador-oleo-de-coco-300ml,"R$ 16,99","R$ 16,99",
https://www.farmaciarosario.com.br//shampoo-tresemme-ultra-violeta-matizador-400ml,"R$ 20,99","R$ 20,99",
https://www.farmaciarosario.com.br//tintura-biocolor-kit-creme-5-59-acaju-purpura,"R$ 11,49","R$ 11,49",
https://www.farmaciarosario.com.br//shampoo-manteiga-karite-325ml,"R$ 6,45","R$ 6,45",
https://www.farmaciarosario.com.br//tintura-cor-ton-5-3-castanho-clao-dourado,"R$ 13,49","R$ 13,49",
https://www.farmaciarosario.com.br//kit-vitay-novex-shampoo-condicionador-oleo-de-abacate-300ml,"R$ 16,90","R$ 16,90",
https://www.farmaciarosario.com.br//shampoo-elseve-arginina-resist-400ml,"R$ 21,90","R$ 16,99", -22%
https://www.farmaciarosario.com.br//creme-wecare-extremecare-120g,"R$ 137,61","R$ 135,00",
https://www.farmaciarosario.com.br//shampoo-elseve-reparacao-t-5-extra-profundo-400ml,"R$ 21,31","R$ 18,69", -12%
https://www.farmaciarosario.com.br//corretivo-liquido-maybelline-eraser-dark-circles-honey-59ml,"R$ 81,90","R$ 81,90",
https://www.farmaciarosario.com.br//super-condicionador-tresemme-1-minuto-cachos-crescimento-170ml,"R$ 17,39","R$ 17,39",
https://www.farmaciarosario.com.br//po-solto-fenzza-rosa-mosqueta-18g,"R$ 13,42","R$ 13,42",
https://www.farmaciarosario.com.br//shampoo-a-seco-karina-revitalizante-150ml,"R$ 22,09","R$ 22,09",
https://www.farmaciarosario.com.br//tintura-imedia-5-castanho-claro,"R$ 27,49","R$ 22,19", -19%
https://www.farmaciarosario.com.br//lip-tint-fenzza-labial-quadrado-cor-2-85ml,"R$ 7,01","R$ 7,01",
https://www.farmaciarosario.com.br//tintura-lack-color-homem-6-0-louro-escuro,"R$ 23,59","R$ 21,23", -10%
https://www.farmaciarosario.com.br//tintura-nutrisse-91-louro-cinza-ultra-claro,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//tintura-imedia-7-louro-natural,"R$ 27,49","R$ 27,49",
https://www.farmaciarosario.com.br//condicionador-phytoervas-oleo-de-ojon-250ml,"R$ 33,15","R$ 33,15",
https://www.farmaciarosario.com.br//corretivo-liquido-fenzza-mark-cor-1-4g,"R$ 8,79","R$ 8,79",
https://www.farmaciarosario.com.br//adesivo-that-girl-de-silicone-para-seios-daisy,"R$ 37,90","R$ 37,90",
https://www.farmaciarosario.com.br//kit-shampoo-400ml-condicionador-200ml-dove-ritual-reparacao,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//condicionador-neutrox-classico-300ml,"R$ 11,34","R$ 11,34",
https://www.farmaciarosario.com.br//tintura-nutrisse-210-preto-azulado,"R$ 20,39","R$ 18,95", -7.1%
https://www.farmaciarosario.com.br//condicionador-flores-e-vegetais-hidratacao-reparadora-300ml,"R$ 29,40","R$ 29,40",
https://www.farmaciarosario.com.br//tintura-wella-soft-color-46-borgonha,"R$ 26,80","R$ 26,80",
https://www.farmaciarosario.com.br//condicionador-aussie-smooth-360ml,"R$ 43,99","R$ 43,99",
https://www.farmaciarosario.com.br//condicionador-pantene-unidas-cachos-170ml,"R$ 27,02","R$ 27,02",
https://www.farmaciarosario.com.br//mascara-facial-flores-e-vegetais-argila-220g,"R$ 20,85","R$ 20,85",
https://www.farmaciarosario.com.br//shampoo-seda-pretos-luminosos-325ml,"R$ 12,99","R$ 12,49",
https://www.farmaciarosario.com.br//tintura-casting-creme-gloss-210-preto-azulado,"R$ 29,69","R$ 29,69",
https://www.farmaciarosario.com.br//mascara-para-cilios-fenzza-volumao-salve-brasil-4ml,"R$ 14,13","R$ 14,13",
https://www.farmaciarosario.com.br//batom-vult-matte-cor-04,"R$ 21,49","R$ 21,49",
https://www.farmaciarosario.com.br//vichy-dercos-shampoo-calmante-200ml,"R$ 94,49","R$ 94,49",
https://www.farmaciarosario.com.br//tintura-nutrisse-100-louro-clarissimo,"R$ 20,39","R$ 19,77",
https://www.farmaciarosario.com.br//shampoo-flores-e-vegetais-ph-neutro-300ml,"R$ 22,69","R$ 22,69",
https://www.farmaciarosario.com.br//condicionador-pantene-hidratacao-400ml,"R$ 26,99","R$ 26,99",
https://www.farmaciarosario.com.br//batom-vult-cor-23,"R$ 21,90","R$ 21,90",
https://www.farmaciarosario.com.br//tintura-nutrisse-46-castanho-vermelho,"R$ 21,90","R$ 21,90",
https://www.farmaciarosario.com.br//tintura-nutrisse-90-louro-muito-claro,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//mascara-siage-reparacao-nutri-rose-250g,"R$ 62,90","R$ 62,90",
https://www.farmaciarosario.com.br//batom-vult-basic-cor-09-35g,"R$ 11,99","R$ 11,99",
https://www.farmaciarosario.com.br//batom-vult-cor-05,"R$ 22,90","R$ 22,90",
https://www.farmaciarosario.com.br//tintura-koleston-30-castanho-escuro,"R$ 23,99","R$ 21,85", -8.9%
https://www.farmaciarosario.com.br//condicionador-dabelle-meu-crono-perfeito-200ml,"R$ 14,21","R$ 14,21",
https://www.farmaciarosario.com.br//tinta-natucor-5-64-castanho-claro-vermelho-acobreado-12g,"R$ 11,45","R$ 11,45",
https://www.farmaciarosario.com.br//tricoderm-shampoo-200ml,"R$ 87,75","R$ 87,75",
https://www.farmaciarosario.com.br//batom-liquido-vult-nano-bordo-4g,"R$ 26,91","R$ 26,91",
https://www.farmaciarosario.com.br//base-liquida-fenzza-cobertura-leve-cor-2-30g,"R$ 17,50","R$ 17,50",
https://www.farmaciarosario.com.br//tintura-casting-creme-gloss-415-chocolate-glace,"R$ 29,69","R$ 25,42", -14%
https://www.farmaciarosario.com.br//shampoo-elseve-arginina-resist-200ml,"R$ 11,49","R$ 11,19",
https://www.farmaciarosario.com.br//batom-fenzza-miniorie-4ml,"R$ 16,90","R$ 16,90",
https://www.farmaciarosario.com.br//tintura-imedia-8-louro-claro,"R$ 27,49","R$ 27,49",
https://www.farmaciarosario.com.br//condicionador-elseve-reparacao-total-5-extra-profundo-400ml,"R$ 28,40","R$ 28,40",
https://www.farmaciarosario.com.br//nivea-visage-gel-de-limpeza-revital-150ml,"R$ 29,99","R$ 23,55", -21%
https://www.farmaciarosario.com.br//condicionador-elseve-reparacao-total-5-extra-profundo-200ml,"R$ 15,69","R$ 15,39",
https://www.farmaciarosario.com.br//kit-tio-nacho-ultra-hidratante-shampoo-415ml-condicionador-200ml,"R$ 39,99","R$ 39,99",
https://www.farmaciarosario.com.br//kit-skala-shampoo-condicionador-bomba-vitaminas-325ml,"R$ 17,99","R$ 17,99",
https://www.farmaciarosario.com.br//shampoo-pantene-controle-de-queda-400ml,"R$ 21,99","R$ 21,99",
https://www.farmaciarosario.com.br//shampoo-jaborandi-325ml,"R$ 6,45","R$ 6,45",
https://www.farmaciarosario.com.br//kit-neutrox-shampoo-300ml-condicionador-200ml-xtreme,"R$ 18,12","R$ 18,12",
https://www.farmaciarosario.com.br//tintura-amend-magnific-color-8-0-louro-claro,"R$ 28,40","R$ 28,40",
https://www.farmaciarosario.com.br//shampoo-pantene-dry-seco-140g,"R$ 31,90","R$ 31,90",
https://www.farmaciarosario.com.br//condicionador-seda-bomba-de-argan-325ml,"R$ 13,79","R$ 13,79",
https://www.farmaciarosario.com.br//tintura-koleston-40-castanho-medio,"R$ 23,99","R$ 23,99",
https://www.farmaciarosario.com.br//manteiga-de-cacau-farmacinha-rollon,"R$ 5,75","R$ 5,75",
https://www.farmaciarosario.com.br//corretivo-liquido-maybelline-fit-me-10-claro,"R$ 34,69","R$ 34,69",
https://www.farmaciarosario.com.br//shampoo-skala-men-2-em-1-anticaspa-325ml,"R$ 14,19","R$ 14,19",
https://www.farmaciarosario.com.br//finishing-therapy-realinhamento-capilar-sem-formol-200ml,"R$ 87,00","R$ 87,00",
https://www.farmaciarosario.com.br//tintura-casting-creme-gloss-400-castanho-natural,"R$ 29,69","R$ 23,62", -20%
https://www.farmaciarosario.com.br//tintura-imedia-1-preto,"R$ 27,49","R$ 27,49",
https://www.farmaciarosario.com.br//creme-nivea-facial-antissinais-q10-plus-vitamina-c-noturno-40g,"R$ 56,00","R$ 56,00",
https://www.farmaciarosario.com.br//mascara-facial-tecido-garnier-roma-pele-normal-28g,"R$ 18,95","R$ 18,95",
https://www.farmaciarosario.com.br//po-compacto-basic-vult-pc03,"R$ 15,89","R$ 15,89",
https://www.farmaciarosario.com.br//vult-serum-facial-vitamina-c-pura-30g,"R$ 54,90","R$ 54,90",
https://www.farmaciarosario.com.br//nivea-lip-care-melancia-48g,"R$ 18,70","R$ 18,70",
https://www.farmaciarosario.com.br//condicionador-tresemme-liso-keratina-400ml,"R$ 16,89","R$ 16,89",
https://www.farmaciarosario.com.br//base-liquida-vult-mate-bege-cor-03,"R$ 29,99","R$ 29,99",
https://www.farmaciarosario.com.br//kit-shampoo-375ml-condicionador-170ml-elseve-hydra-detox,"R$ 26,99","R$ 26,99",
https://www.farmaciarosario.com.br//batom-vult-lip-butter-fun-35g,"R$ 11,90","R$ 11,90",
https://www.farmaciarosario.com.br//demaquilante-vult-algas-aloe-vera-180ml,"R$ 28,99","R$ 28,99",
https://www.farmaciarosario.com.br//po-compacto-vult-cor-06,"R$ 25,95","R$ 25,95",
https://www.farmaciarosario.com.br//paleta-fenzza-sombras-conch-24g,"R$ 11,50","R$ 11,50",
https://www.farmaciarosario.com.br//batom-liquido-vult-mate-cor-06,"R$ 30,09","R$ 30,09",
https://www.farmaciarosario.com.br//beyoung-base-color-second-skin-cor-1-30g,"R$ 96,22","R$ 96,22",
https://www.farmaciarosario.com.br//condicionador-elseve-arginina-resist-200ml,"R$ 15,69","R$ 15,69",
https://www.farmaciarosario.com.br//celamina-ultra-shampoo-150ml,"R$ 93,90","R$ 93,90",
https://www.farmaciarosario.com.br//sabonete-liquido-beauty-face-acne-sec-refil-10g,"R$ 5,89","R$ 5,89",
https://www.farmaciarosario.com.br//batom-liquido-vult-mate-cor-08,"R$ 30,09","R$ 30,09",
https://www.farmaciarosario.com.br//batom-vult-cor-43,"R$ 21,90","R$ 21,90",
https://www.farmaciarosario.com.br//shampoo-pielus-di-anticaspa-200ml,"R$ 92,99","R$ 92,99",
https://www.farmaciarosario.com.br//batom-vult-cor-01,"R$ 21,90","R$ 21,90",
https://www.farmaciarosario.com.br//shampoo-siage-hair-plastia-250ml,"R$ 36,90","R$ 36,90",
https://www.farmaciarosario.com.br//batom-vult-cor-19,"R$ 21,90","R$ 21,90",
https://www.farmaciarosario.com.br//tintura-imedia-6-66-vermelho-acetinado,"R$ 27,49","R$ 27,49",
https://www.farmaciarosario.com.br//condicionador-pantene-3-minutos-milagrosos-hidro-cauterizacao-170ml,"R$ 26,90","R$ 25,27", -6.1%
https://www.farmaciarosario.com.br//po-compacto-vult-cor-02,"R$ 29,90","R$ 29,90",
https://www.farmaciarosario.com.br//tintura-cor-ton-10-0-louro-ultra-claro,"R$ 13,49","R$ 11,66", -14%
https://www.farmaciarosario.com.br//po-compacto-fenzza-micronizado-cor-3-12g,"R$ 8,31","R$ 8,31",
https://www.farmaciarosario.com.br//tintura-nutrisse-color-6660-louro-escuro-ultra-vermelho,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//tintura-casting-creme-gloss-700-louro-natural,"R$ 29,69","R$ 23,38", -21%
https://www.farmaciarosario.com.br//tintura-lack-color-2-0-preto,"R$ 23,59","R$ 21,23", -10%
https://www.farmaciarosario.com.br//shampoo-flores-e-vegetais-liso-absoluto-pre-escova-300ml,"R$ 16,69","R$ 16,69",
https://www.farmaciarosario.com.br//shampoo-seda-juntinhos-homen-aranha-2-em-1-cabelo-cacheado-300ml,"R$ 11,50","R$ 11,28",
https://www.farmaciarosario.com.br//condicionador-dove-reconstrucao-completa-200ml,"R$ 17,39","R$ 17,39",
https://www.farmaciarosario.com.br//duo-fenzza-mosaico-de-sobrancelha-face-10g,"R$ 15,79","R$ 15,79",
https://www.farmaciarosario.com.br//tintura-casting-creme-gloss-600-louro-escuro,"R$ 29,69","R$ 24,65", -17%
https://www.farmaciarosario.com.br//po-compacto-vult-cor-09,"R$ 25,95","R$ 25,95",
https://www.farmaciarosario.com.br//brilho-labial-infantil-cinderela-5ml,"R$ 8,99","R$ 8,09", -10%
https://www.farmaciarosario.com.br//vichy-dercos-shampoo-energizante-refil-200ml,"R$ 85,01","R$ 85,01",
https://www.farmaciarosario.com.br//tintura-biocolor-kit-creme-8-1-claro-acinzentado,"R$ 11,49","R$ 11,49",
https://www.farmaciarosario.com.br//mascara-facial-tecido-garnier-cha-verde-pele-mista-28g,"R$ 19,29","R$ 19,29",
https://www.farmaciarosario.com.br//shampoo-salon-line-meu-liso-oleo-de-coco-300ml,"R$ 16,95","R$ 16,95",
https://www.farmaciarosario.com.br//mascara-hidratante-dabelle-meu-crono-perfeito,"R$ 26,36","R$ 26,36",
https://www.farmaciarosario.com.br//batom-vult-cor-42,"R$ 22,90","R$ 22,90",
https://www.farmaciarosario.com.br//brilho-labial-vult-lip-oil-laranja-54ml,"R$ 18,69","R$ 18,69",
https://www.farmaciarosario.com.br//manteiga-de-cacau-ziinziin-bastao-35g,"R$ 3,99","R$ 3,99",
https://www.farmaciarosario.com.br//batom-vult-basic-cor-12-35g,"R$ 11,99","R$ 11,99",
https://www.farmaciarosario.com.br//nivea-visage-daquilante-bifasico-125ml,"R$ 42,90","R$ 42,90",
https://www.farmaciarosario.com.br//base-liquida-fenzza-cobertura-leve-cor-1-30g,"R$ 17,50","R$ 17,50",
https://www.farmaciarosario.com.br//shampoo-babosa-325ml,"R$ 8,45","R$ 8,45",
https://www.farmaciarosario.com.br//kit-shampoo-350ml-condicionador-175ml-hidra-vitamina,"R$ 34,40","R$ 34,40",
https://www.farmaciarosario.com.br//shampoo-elseve-reparacao-total-5-quimica-200ml,"R$ 15,40","R$ 15,40",
https://www.farmaciarosario.com.br//condicionador-balai-hidratacao-profunda-300ml,"R$ 32,48","R$ 16,24", -50%
https://www.farmaciarosario.com.br//condicionador-elseve-reparacao-total-5-quimica-200ml,"R$ 19,40","R$ 19,40",
https://www.farmaciarosario.com.br//tintura-biocolor-kit-creme-6-6-vermelho-intenso,"R$ 11,49","R$ 11,49",
https://www.farmaciarosario.com.br//batom-liquido-elisie-glamurosa,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//mascara-facial-flores-e-vegetais-argila-pepino-150g,"R$ 20,85","R$ 20,85",
https://www.farmaciarosario.com.br//condicionador-tresemme-baixo-poo-nutricao-400ml,"R$ 17,60","R$ 17,59",
https://www.farmaciarosario.com.br//batom-vult-matte-cor-08,"R$ 21,49","R$ 21,49",
https://www.farmaciarosario.com.br//kit-shampoo-condicionador-niely-gold-mega-brilho-200ml,"R$ 13,99","R$ 13,99",
https://www.farmaciarosario.com.br//tintura-cor-ton-9-1-louro-cinza-claro,"R$ 13,49","R$ 13,49",
https://www.farmaciarosario.com.br//tintura-imedia-6-41-marrom,"R$ 27,49","R$ 21,99", -20%
https://www.farmaciarosario.com.br//kit-skala-shampoo-condicionador-bomba-abacate-325ml,"R$ 17,99","R$ 17,99",
https://www.farmaciarosario.com.br//tintura-cor-ton-6-5-acaju,"R$ 13,49","R$ 13,49",
https://www.farmaciarosario.com.br//shampoo-dabelle-abacate-cachos-da-onda-250ml,"R$ 11,96","R$ 11,96",
https://www.farmaciarosario.com.br//corretivo-liquido-maybelline-fit-me-20-medio,"R$ 34,69","R$ 34,69",
https://www.farmaciarosario.com.br//condicionador-salon-line-maria-natureza-leite-de-coco-350ml,"R$ 19,89","R$ 19,89",
https://www.farmaciarosario.com.br//condicionador-salon-line-meu-liso-coco-300ml,"R$ 16,90","R$ 16,90",
https://www.farmaciarosario.com.br//shampoo-head-shoulders-anticaspa-maca-200ml,"R$ 19,90","R$ 19,90",
https://www.farmaciarosario.com.br//super-condicionador-head-shoulders-anticaspa-forca-da-raiz-170ml,"R$ 28,40","R$ 28,40",
https://www.farmaciarosario.com.br//base-liquida-vult-efeito-natural-cor-05,"R$ 17,95","R$ 17,95",
https://www.farmaciarosario.com.br//shampoo-dove-ultra-cachos-400ml,"R$ 19,90","R$ 19,90",
https://www.farmaciarosario.com.br//shampoo-elseve-reparacao-total-5-extra-profunda-200ml,"R$ 11,49","R$ 11,19",
https://www.farmaciarosario.com.br//beyoung-base-color-second-skin-cor-5-30g,"R$ 96,22","R$ 96,22",
https://www.farmaciarosario.com.br//tintura-lack-color-homem-4-0-castanho-medio,"R$ 23,59","R$ 21,23", -10%
https://www.farmaciarosario.com.br//vichy-dercos-creme-de-limpeza-calmante-sensi-scalp-refil-200ml,"R$ 85,01","R$ 85,01",
https://www.farmaciarosario.com.br//batom-liquido-elisie-deslumbrante,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//batom-liquido-vult-visage-laranja-quente-40g,"R$ 29,90","R$ 29,90",
https://www.farmaciarosario.com.br//gloss-liquido-elisie-n01,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//condicionador-elseve-arginina-resist-restituicao-de-massa-200ml,"R$ 15,69","R$ 15,69",
https://www.farmaciarosario.com.br//tintura-lack-color-7-0-louro-medio,"R$ 23,59","R$ 21,23", -10%
https://www.farmaciarosario.com.br//primorgel-bisnaga-40g-100-comprimidosressas,"R$ 105,00","R$ 105,00",
https://www.farmaciarosario.com.br//gloss-liquido-elisie-n04,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//gloss-liquido-elisie-n02,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//condicionador-dove-ultra-cachos-200ml,"R$ 17,49","R$ 17,49",
https://www.farmaciarosario.com.br//po-compacto-basic-vult-pc02,"R$ 15,89","R$ 15,89",
https://www.farmaciarosario.com.br//creme-wecare-moistcare-bisnaga-100ml,"R$ 112,00","R$ 112,00",
https://www.farmaciarosario.com.br//mascara-beauty-face-periodo-menstrual-refil-15g,"R$ 7,99","R$ 7,99",
https://www.farmaciarosario.com.br//corretivo-liquido-fenzza-mark-cor-3-4g,"R$ 8,79","R$ 8,79",
https://www.farmaciarosario.com.br//delineador-liquido-fenzza-line-collors-4ml,"R$ 15,97","R$ 15,97",
https://www.farmaciarosario.com.br//gloss-liquido-elisie-n03,"R$ 30,00","R$ 30,00",
https://www.farmaciarosario.com.br//gel-wecare-118g-solucao-80ml-coolcare-mask,"R$ 145,20","R$ 145,20",
https://www.farmaciarosario.com.br//batom-liquido-alice-salazar-dominador-rosa-acizentado-3ml,"R$ 35,90","R$ 35,90",
https://www.farmaciarosario.com.br//tintura-koleston-54-castanho-dourado-acobreado,"R$ 23,99","R$ 23,99",
https://www.farmaciarosario.com.br//beyoung-base-color-second-skin-cor-4-30g,"R$ 96,22","R$ 96,22",
https://www.farmaciarosario.com.br//tintura-biocolor-mini-kit-creme-8-31-louro-inocente,"R$ 12,49","R$ 12,49",
https://www.farmaciarosario.com.br//batom-liquido-vult-mate-cor-01,"R$ 30,09","R$ 30,09",
https://www.farmaciarosario.com.br//batom-vult-basic-cor-03-35g,"R$ 11,99","R$ 11,99",
https://www.farmaciarosario.com.br//tintura-nutrisse-51-castanho-exuberante,"R$ 20,39","R$ 20,39",
https://www.farmaciarosario.com.br//batom-liquido-vult-mate-cor-04,"R$ 30,09","R$ 30,09",
