url,preco com desconto,preco sem desconto
https://www.santoremedio.com.br/fralda-pom-pom-shortinho-jumbinho-xg-1x12un,"R$ 30,99","R$ 30,99"
https://www.santoremedio.com.br/mustela-creme-emolien-stelatopia-200ml-mtl,"R$ 123,99","R$ 123,99"
https://www.santoremedio.com.br/jogo-talher-tramontina-baby-friends-3un,"R$ 54,99","R$ 54,99"
https://www.santoremedio.com.br/sab-liq-granado-bebe-camomila-500ml,"R$ 40,29","R$ 40,29"
https://www.santoremedio.com.br/saco-buba-p-armazen-leit-materno,"R$ 28,99","R$ 28,99"
https://www.santoremedio.com.br/fralda-descartavel-baby-tamanho-xxg-turma-da-monica-16un,"R$ 31,99","R$ 31,99"
https://www.santoremedio.com.br/fralda-turma-da-monica-recem-nascido-rn-36-unidades,"R$ 31,99","R$ 31,99"
https://www.santoremedio.com.br/shampoo-camomila-granado-bebe-frasco-250ml,"R$ 18,89","R$ 18,89"
https://www.santoremedio.com.br/esc-dent-oral-b-eletrica-kids-princesas,,
https://www.santoremedio.com.br/esc-dent-eletrica-refil-kids-princesas,,
https://www.santoremedio.com.br/cond-tdm-cachinhos-mais-definidos-200ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/shampoo-turma-da-monica-baby-cachinhos-mais-definidos-200ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/cond-tdm-suave-cab-delicados-200ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/shampoo-eudora-brilho-das-estrelas-kids-bisnaga-200ml,"R$ 33,99","R$ 33,99"
https://www.santoremedio.com.br/pano-de-boca-patrulha-canina-35x35cm-cremer-3un,"R$ 17,99","R$ 17,99"
https://www.santoremedio.com.br/cond-patru-cani-cachos-c-200ml-crm,"R$ 10,99","R$ 10,99"
https://www.santoremedio.com.br/cond-patru-cani-neutro-c-200ml-crm,"R$ 10,99","R$ 10,99"
https://www.santoremedio.com.br/cond-patru-cani-neutro-c-400ml-crm,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/sh-cond-patru-cani-cachos-c-200ml-crm,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/sh-patru-cani-cach-hidr-c-400ml-crm,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/sh-patru-cani-neutro-c-200ml-crm,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/sh-patru-cani-neutro-c-400ml-crm,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/shampoo-johnson-s-kids-blackinho-poderoso-frasco-400ml,"R$ 26,59","R$ 26,59"
https://www.santoremedio.com.br/cr-p-pent-j-j-baby-blackinho-poder-200ml,"R$ 36,99","R$ 36,99"
https://www.santoremedio.com.br/esc-dent-multilase-infantil-unicornio,"R$ 73,99","R$ 73,99"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-inf-health-unic,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-kids-astronaut,"R$ 24,99","R$ 24,99"
https://www.santoremedio.com.br/esc-dent-multilaser-funny-refil-2un,"R$ 12,50","R$ 19,99"
https://www.santoremedio.com.br/esc-dent-multilaser-nico-brush-refil-2un,"R$ 10,99","R$ 19,99"
https://www.santoremedio.com.br/kit-gel-dent-esc-dent-jr-avengers,"R$ 19,19","R$ 19,19"
https://www.santoremedio.com.br/esc-dent-multilase-kids-fred-dinossauro,"R$ 79,99","R$ 79,99"
https://www.santoremedio.com.br/sh-s-line-sos-kids-definicao-300ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/ativador-s-line-sos-kids-definicao-300ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/esc-dent-inf-colg-titans-6,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/kit-gb-giby-sh-e-cond-200ml,"R$ 24,99","R$ 24,99"
https://www.santoremedio.com.br/escova-dental-gum-patrulha-canina-light-1-un,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/cr-pent-hell-kitty-cab-lisos-c-200ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/escova-dental-colgate-my-first-sem-fluor-1un,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/shampoo-hello-kitty-cacheados-com-260ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/sh-tdm-monica-cab-finos-260ml-btl,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/shampoo-suave-turma-da-monica-baby-frasco-200ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/fralda-pano-cremer-c-bainh-patrul-canin-5unidades,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/condicionador-naturals-kids-cabelo-cacheado-palmolive-350ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/esc-dental-inf-oral-b-stages-8,,
https://www.santoremedio.com.br/sh-cond-patru-cani-neutro-c-200ml-crm,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/cond-masc-j-j-baby-blackinho-poder-380ml,"R$ 41,90","R$ 41,90"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-inf-health-dino,"R$ 19,98","R$ 29,99"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-kids-monica,"R$ 24,82","R$ 39,89"
https://www.santoremedio.com.br/shampoo-johnson-s-kids-cheirinho-prolongado-frasco-400ml,"R$ 30,99","R$ 30,99"
https://www.santoremedio.com.br/gel-dental-bitufo-ben-10-tutty-fruti-90g,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/shampoo-infantil-suave-pom-pom-frasco-200ml,"R$ 12,29","R$ 12,29"
https://www.santoremedio.com.br/escova-dental-colgate-dr-dentuco-1un,"R$ 7,99","R$ 7,99"
https://www.santoremedio.com.br/cond-inf-xuxinha-sono-tran-c-120ml,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/condicionador-turma-da-xuxinha-sono-tranquilo-210ml,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/condicionador-salon-line-kids-s-o-s-cachos-embalagem-300ml,"R$ 23,39","R$ 23,39"
https://www.santoremedio.com.br/cond-tdm-camomila-c-200ml-kmb,"R$ 19,99","R$ 19,99"
https://www.santoremedio.com.br/shampoo-cha-de-camomila-disney-baby-huggies-frasco-400ml,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/enxaguante-bucal-colgate-plax-kids-minions-250ml,"R$ 14,50","R$ 14,50"
https://www.santoremedio.com.br/shampoo-hidratante-johnson-s-kids-gotas-de-brilho-400ml,"R$ 30,99","R$ 30,99"
https://www.santoremedio.com.br/condicionador-johnson-s-baby-gotas-de-brilho-200ml,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/condicionador-johnson-s-baby-cabelos-cacheados-200ml,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/condicionador-johnson-s-baby-cabelos-claros-200ml,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/shampoo-j-j-baby-400ml-ph-balanceado,"R$ 28,99","R$ 28,99"
https://www.santoremedio.com.br/shampoo-de-glicerina-johnson-s-baby-frasco-200ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/condicionador-para-cabelinhos-crespos-turma-da-monica-200ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/shampoo-turma-da-monica-baby-frasco-200ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/shampoo-palmolive-naturals-kids-cabelo-cacheado-350ml,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/cond-palmolive-inf-kids-tod-cab-c-350ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/condicionador-granado-bebe-erva-doce-embalagem-250ml,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/shampoo-bebe-lavanda-granado-250ml,"R$ 18,89","R$ 18,89"
https://www.santoremedio.com.br/cond-tdm-magali-cab-cacheados-c-250ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/creme-de-pentear-hello-kitty-cabelos-cacheados-com-200ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/sh-xuxinha-baby-cab-cach-c-120ml,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/shampoo-infantil-turma-da-xuxinha-baruel-frasco-210ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/shampoo-infantil-xuxinha-camomila-embalagem-120ml,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/xampu-baruel-turma-da-xuxinha-camomila-embalagem-210ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/sh-xuxinha-baby-neutro-c-120ml,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/shampoo-infantil-suave-turma-da-xuxinha-baruel-frasco-210ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/creme-dental-tandy-uva-50g,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/creme-para-pentear-johnson-s-baby-hidratacao-intensa-200ml,"R$ 36,79","R$ 36,79"
https://www.santoremedio.com.br/shampoo-turma-da-monica-cebolinha-3-em1-com-260ml,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/creme-dental-infantil-tutti-frutti-tandy-50g,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/creme-dental-infantil-morango-tandy-50g,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/creme-dental-infantil-oral-b-pro-saude-stages-100g,,
https://www.santoremedio.com.br/massageador-escova-dental-com-protetor-kuka-embalagem-1un,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/cond-inf-xuxinha-camomila-c-120ml,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/sh-dove-baby-hid-enriq-c-400ml-dov,"R$ 24,29","R$ 24,29"
https://www.santoremedio.com.br/shampoo-hidratacao-enriquecida-dove-baby-frasco-200ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/cr-pent-dove-baby-desemb-enr-150ml-dov,"R$ 28,99","R$ 28,99"
https://www.santoremedio.com.br/cond-dove-baby-cab-claros-200ml,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/cond-dove-baby-cachead-enriq-200ml-dov,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/kit-esc-dent-colg-slim-6-minions,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/cr-pent-inf-todecacho-molinha-300ml-drc,"R$ 23,69","R$ 23,69"
https://www.santoremedio.com.br/cr-pent-todecacho-kid-liberad-300ml-drc,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/shampoo-salon-line-baby-ta-de-cachinho-embalagem-300ml,"R$ 22,69","R$ 22,69"
https://www.santoremedio.com.br/creme-dental-oral-b-kids-mickey-chicle-embalagem-50g,"R$ 13,19","R$ 13,19"
https://www.santoremedio.com.br/esc-dent-oral-b-inf-stages-star-wars-1un,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/kit-esc-oral-b-3d-stag-4-cr-frozen-100g,,
https://www.santoremedio.com.br/kit-esc-oral-b-stag-4-cr-star-wars-100g,"R$ 24,89","R$ 24,89"
https://www.santoremedio.com.br/kit-gel-dent-colg-kids-tandy-l3p2,"R$ 24,99","R$ 24,99"
https://www.santoremedio.com.br/fralda-luxo-pinte-borde-70x70cm-azul-cremer-5un,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/fralda-cremer-luxo-branca-pano-5unidades,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/gel-dent-inf-patrulha-canina-50g-gum,"R$ 7,11","R$ 7,11"
https://www.santoremedio.com.br/fralda-cremer-luxo-pano-pint-bord-rosa-5unidades,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/esc-dental-oral-b-stages-spider-1un,,
https://www.santoremedio.com.br/fralda-de-pano-pinte-e-borde-cremer-com-5-unidades,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/cond-todecacho-kids-liberado-300ml-drc,"R$ 23,19","R$ 23,19"
https://www.santoremedio.com.br/shampoo-baby-dove-hidratacao-enriquecida-cabel-claros-200ml,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/kit-acqua-kds-sh-cd-algodao-doce-250ml,"R$ 25,99","R$ 25,99"
https://www.santoremedio.com.br/kit-acqua-kds-sh-cd-banana-250ml,"R$ 24,99","R$ 24,99"
https://www.santoremedio.com.br/condicionador-para-bebe-johnson-s-baby-gold-200ml,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/shampoo-camomila-natural-johnson-s-baby-frasco-200ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/shampoo-hidratante-johnson-s-kids-cachos-dos-sonhos-400ml,"R$ 30,99","R$ 30,99"
https://www.santoremedio.com.br/pack-esc-inf-colg-smile-bat-mul-m-c2,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/shampoo-palmolive-naturals-kids-todo-tipo-de-cabelo-350ml,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/gel-dental-bitufo-cocorico-com-fluor-sabor-tutti-frutti-90g,"R$ 14,90","R$ 14,90"
https://www.santoremedio.com.br/esc-dent-mam-training-brush-girls-1und,"R$ 33,89","R$ 33,89"
https://www.santoremedio.com.br/cr-pent-hello-kitty-cab-finos-c-200ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/condicionador-para-bebe-johnson-s-baby-gold-400ml,"R$ 44,99","R$ 44,99"
https://www.santoremedio.com.br/cond-tdm-monica-cab-finos-260ml-btl,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/shampoo-infantil-cheirinho-prolongado-johnson-s-200ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/kit-luccas-neto-sh-300ml-gel-cola-250g,"R$ 35,99","R$ 35,99"
https://www.santoremedio.com.br/sh-patru-cani-cach-hidr-c-200ml-crm,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-kids-cebolinha,"R$ 25,51","R$ 39,89"
https://www.santoremedio.com.br/creme-dental-condor-avengers-embalagem-100g,"R$ 10,99","R$ 10,99"
https://www.santoremedio.com.br/shampoo-frutas-tropicais-palmolive-kids-frasco-350ml,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/cond-dove-baby-hid-glicerina-200ml-dov,"R$ 17,39","R$ 17,39"
https://www.santoremedio.com.br/kit-esc-dent-pat-can-2un-limp-ling-gum,"R$ 19,59","R$ 19,59"
https://www.santoremedio.com.br/kit-esc-dent-trols-2un-limp-ling-gum,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/sh-gb-kids-giby-gaby-cab-cach-200ml,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/creme-dental-oral-b-kids-princesas-embalagem-50g,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/shampoo-extra-suave-para-bebe-huggies-200ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/condicionador-infantil-hidratacao-intensa-johnson-s-200ml,"R$ 23,99","R$ 23,99"
https://www.santoremedio.com.br/sh-cab-cacheados-luccas-neto-260ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/shampoo-todos-os-tipos-de-cabelo-luccas-neto-260g,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/shampoo-luccas-neto-3em1-260ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/shampoo-erva-doce-granado-bebe-frasco-250ml,"R$ 17,99","R$ 17,99"
https://www.santoremedio.com.br/condicionador-granado-bebe-lavanda-embalagem-250ml,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/sh-hello-kitty-cab-lisos-c-260ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/shampoo-hidratante-johnson-s-kids-cachos-dos-sonhos-200ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/condicionador-suave-xuxinha-infantil-com-210ml,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/creme-dental-infantil-teen-titans-go-colgate-60g,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/kit-bebe-love-rosa-shampoo-240ml-condicionador-220ml,"R$ 31,99","R$ 31,99"
https://www.santoremedio.com.br/condicionador-bebe-granado-250ml,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/esc-dent-colg-smiles-agnes-6-2un-clg,"R$ 33,99","R$ 33,99"
https://www.santoremedio.com.br/sh-inf-xuxinha-baby-sono-tran-c-210ml,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/condicionador-baby-dove-hidratacao-enriquecida-200ml,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/shampoo-camomila-natural-johnson-s-baby-frasco-750ml,"R$ 53,79","R$ 53,79"
https://www.santoremedio.com.br/creme-dental-colgate-smiles-minions-100g,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/gel-dent-bit-cocoric-s-flu-mor-100g-bit,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/cond-granado-bebe-camomila-250ml-gra,"R$ 23,49","R$ 23,49"
https://www.santoremedio.com.br/gel-fixador-eudora-poder-congelante-kids-bisnaga-100g,"R$ 24,69","R$ 24,69"
https://www.santoremedio.com.br/shampoo-hidratacao-glicerinada-dove-baby-frasco-400ml,"R$ 24,29","R$ 24,29"
https://www.santoremedio.com.br/fio-dental-kids-flosser-patrulha-canina-gum-40un,"R$ 23,51","R$ 23,51"
https://www.santoremedio.com.br/gum-fio-dental-trolls-20-unidades,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/condicionador-extra-suave-para-bebe-huggies-200ml,"R$ 19,99","R$ 19,99"
https://www.santoremedio.com.br/esc-dent-multilaser-miraculous-refil-2un,"R$ 10,30","R$ 19,99"
https://www.santoremedio.com.br/shampoo-infantil-granado-250ml,"R$ 18,89","R$ 18,89"
https://www.santoremedio.com.br/materskin-c-200g-blb,"R$ 123,39","R$ 123,39"
https://www.santoremedio.com.br/shampoo-cha-de-camomila-disney-baby-huggies-frasco-200ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/esc-dental-inf-oral-b-stages-3,"R$ 23,99","R$ 23,99"
https://www.santoremedio.com.br/pack-esc-inf-colg-smile-min-2-5a-c2,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/mustela-oleo-prev-de-estrias-105ml-mtl,"R$ 108,79","R$ 108,79"
https://www.santoremedio.com.br/creme-dental-infantil-smiles-agnes-colgate-60g,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/esc-dent-oral-b-eletrica-kids-carros,,
https://www.santoremedio.com.br/gel-dent-bit-s-flu-tut-frut-90g-bit,"R$ 13,99","R$ 13,99"
https://www.santoremedio.com.br/condicionador-turma-da-xuxinha-camomila-210ml,"R$ 18,99","R$ 18,99"
https://www.santoremedio.com.br/fralda-pano-cremer-luxo-estampa-feminina-5-unidade,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/spray-desembaracante-pom-pom-sem-enxague-spray-200ml,"R$ 27,99","R$ 27,99"
https://www.santoremedio.com.br/condicionador-pom-pom-suave-200ml,"R$ 14,69","R$ 14,69"
https://www.santoremedio.com.br/shampoo-pom-pom-camomila-embalagem-200ml,"R$ 12,29","R$ 12,29"
https://www.santoremedio.com.br/refil-escova-dental-eletrica-oral-b-carros-3v-2un,,
https://www.santoremedio.com.br/shampoo-para-bebe-para-cabelos-claros-johnson-s-baby-400ml,"R$ 36,99","R$ 36,99"
https://www.santoremedio.com.br/escova-dental-oral-b-kids-disney-macia,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/esc-dent-gum-inf-trolls-light-1un-gum,"R$ 31,90","R$ 31,90"
https://www.santoremedio.com.br/esc-dent-gum-pos-operatorio-1un-gum,"R$ 20,99","R$ 20,99"
https://www.santoremedio.com.br/condicionador-para-cabelinhos-claros-turma-da-monica-200ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/varicell-materna-creme-c-200g-fmq,"R$ 48,69","R$ 48,69"
https://www.santoremedio.com.br/xampu-baruel-turma-da-xuxinha-sono-tranquilo-embalagem-120ml,"R$ 11,99","R$ 11,99"
https://www.santoremedio.com.br/escova-dental-colgate-tandy-2un,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/creme-dental-kids-de-melancia-sorriso-50g,"R$ 9,99","R$ 9,99"
https://www.santoremedio.com.br/creme-dental-oral-b-kids-minnie-embalagem-50g,"R$ 10,99","R$ 10,99"
https://www.santoremedio.com.br/condicionador-infantil-cheirinho-prolongado-johnson-s-200ml,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/cond-inf-todecacho-trat-baby-300ml-sln,"R$ 23,39","R$ 23,39"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-kids-hom-ferro,"R$ 26,25","R$ 39,99"
https://www.santoremedio.com.br/sh-tdm-magali-cab-cacheado-250ml-btl,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/condicionador-kids-sos-cachos-definicao-salon-line-300ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/esc-dent-mam-training-brush-boys-1und,"R$ 33,59","R$ 33,59"
https://www.santoremedio.com.br/cond-inf-palmolive-kids-minions-350ml,"R$ 21,99","R$ 21,99"
https://www.santoremedio.com.br/massageador-de-gengiva-buba-c-case-5232,"R$ 6,39","R$ 10,99"
https://www.santoremedio.com.br/esc-dent-elet-multilaser-kids-cap-americ,"R$ 34,62","R$ 39,99"
https://www.santoremedio.com.br/shampoo-infantil-giovanna-baby-giby-embalagem-200ml,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/shampoo-suave-davene-bebe-vida-frasco-200ml,"R$ 9,22","R$ 13,99"
https://www.santoremedio.com.br/shampoo-johnsons-baby-hidratacao-intensa-200ml,"R$ 18,89","R$ 18,89"
https://www.santoremedio.com.br/esc-dental-inf-oral-b-stages-1,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/sh-acqua-kids-2em1-uva-aloe-vera-250ml,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/sh-acqua-kids-2em1-tutt-frut-c-250ml,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/sh-acqua-kids-2em1-maca-cam-c-250ml,"R$ 12,99","R$ 12,99"
https://www.santoremedio.com.br/sh-dove-baby-hidrat-glicer-200ml-dov,"R$ 15,29","R$ 15,29"
https://www.santoremedio.com.br/kit-inf-sh-cd-unicornio-gts-ades-250ml,"R$ 31,99","R$ 31,99"
https://www.santoremedio.com.br/kit-inf-sh-cd-bebe-love-azul-pres-250ml,"R$ 31,99","R$ 31,99"
https://www.santoremedio.com.br/sh-inf-xuxinha-2em1-210ml,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/cr-dental-oral-b-kids-spiderman-50g,"R$ 10,99","R$ 10,99"
https://www.santoremedio.com.br/spray-desemb-meu-lisinho-240ml-sln,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/fio-dental-hotwheels-floss-c-1un,"R$ 22,99","R$ 22,99"
https://www.santoremedio.com.br/sh-hello-kitty-cab-finos-c-260ml,"R$ 14,99","R$ 14,99"
https://www.santoremedio.com.br/creme-para-assaduras-amendoas-pom-pom-90g,"R$ 20,47","R$ 20,47"
https://www.santoremedio.com.br/mustela-multipurpose-baby-75ml-mtl,"R$ 88,89","R$ 88,89"
https://www.santoremedio.com.br/cinta-termica-para-colica-baby-azul-buba,"R$ 44,99","R$ 44,99"
https://www.santoremedio.com.br/cordao-buba-seguranca-p-pulso,"R$ 50,99","R$ 50,99"
https://www.santoremedio.com.br/cr-assad-desitin-creamy-57g-joh,"R$ 52,99","R$ 52,99"
https://www.santoremedio.com.br/benzevit-40g,"R$ 45,89","R$ 45,89"
https://www.santoremedio.com.br/creme-para-assaduras-medley-pomada-60g,"R$ 25,69","R$ 25,69"
https://www.santoremedio.com.br/nistatina-oxido-de-zinco-pom-60g-ems-g,"R$ 16,99","R$ 16,99"
https://www.santoremedio.com.br/benzevit-prevent-pmda-45g,"R$ 41,19","R$ 41,19"
https://www.santoremedio.com.br/nistatina-zinco-oxido-pom-60g,"R$ 17,51","R$ 17,51"
https://www.santoremedio.com.br/creme-para-assadura-xuxinha-45g,"R$ 15,99","R$ 15,99"
https://www.santoremedio.com.br/bepantol-baby-maxi-tubo-60g,"R$ 38,99","R$ 38,99"
https://www.santoremedio.com.br/creme-assadura-desitin-creamy-113g,"R$ 61,99","R$ 61,99"
https://www.santoremedio.com.br/baby-d-pom-45g,"R$ 5,74","R$ 7,98"
https://www.santoremedio.com.br/bepantol-baby-cr-30g-c-15-desc,"R$ 17,99","R$ 17,99"
https://www.santoremedio.com.br/bepantol-baby-cr-demais-120g,"R$ 59,99","R$ 59,99"
https://www.santoremedio.com.br/creme-para-assaduras-amendoas-nutre-hipoglos-40g,"R$ 27,99","R$ 27,99"
https://www.santoremedio.com.br/creme-preventivo-de-assaduras-hipoglos-original-135g,"R$ 61,99","R$ 61,99"
https://www.santoremedio.com.br/pomada-para-prevencao-de-assaduras-bepantriz-30g,"R$ 14,39","R$ 14,39"
https://www.santoremedio.com.br/creme-preventivo-de-assaduras-hipoglos,"R$ 51,99","R$ 51,99"
https://www.santoremedio.com.br/babymed-creme-amendoas-40g,"R$ 9,79","R$ 9,79"
https://www.santoremedio.com.br/nistatina-oxido-de-zinco-pom-60g-phg,"R$ 22,48","R$ 22,48"
https://www.santoremedio.com.br/oxyderme-pomada-60g,"R$ 11,16","R$ 11,16"
https://www.santoremedio.com.br/bepantol-baby-lv3pg2-30g-byo,"R$ 35,69","R$ 35,69"
https://www.santoremedio.com.br/pomada-bebex-n-geolab-60g,"R$ 15,41","R$ 15,41"
https://www.santoremedio.com.br/pomada-assadura-nistatina-oxido-de-zinco-60g,"R$ 7,99","R$ 15,49"
https://www.santoremedio.com.br/creme-de-assaduras-supreme-care-huggies-80g,"R$ 32,99","R$ 32,99"
https://www.santoremedio.com.br/cr-assad-dermocalm-bb-50g-gra,"R$ 29,99","R$ 29,99"
https://www.santoremedio.com.br/creme-para-assaduras-hipoglos-transparente,"R$ 26,99","R$ 26,99"
https://www.santoremedio.com.br/cinta-termica-buba-p-colica-rosa,"R$ 44,99","R$ 44,99"
https://www.santoremedio.com.br/creme-para-assaduras-babymed-menino-embalagem-45g,"R$ 9,79","R$ 9,79"
https://www.santoremedio.com.br/spray-gb-p-assadura-giby-150ml,"R$ 13,80","R$ 26,99"
https://www.santoremedio.com.br/creme-huggies-hug-assaduras-p-n-80g-kmb,"R$ 32,99","R$ 32,99"
https://www.santoremedio.com.br/locao-oleosa-anti-assaduras-dersani-baby-50ml,"R$ 27,99","R$ 27,99"
https://www.santoremedio.com.br/pomada-hipoglos-transparente-120g,"R$ 74,99","R$ 74,99"
https://www.santoremedio.com.br/creme-para-assaduras-babymed-menina-embalagem-45g,"R$ 9,79","R$ 9,79"
https://www.santoremedio.com.br/redutor-assento-super-potty-menina,"R$ 29,50","R$ 48,99"
https://www.santoremedio.com.br/tapete-hig-flop-14un,"R$ 53,99","R$ 53,99"
https://www.santoremedio.com.br/pomada-para-tratamento-de-assaduras-dermodex-60g,"R$ 67,99","R$ 67,99"
https://www.santoremedio.com.br/redutor-assento-super-potty-menino,"R$ 37,04","R$ 48,99"
https://www.santoremedio.com.br/hipomed-pomada-cimed-caixa-com-bisnaga-45g,"R$ 9,13","R$ 9,13"
https://www.santoremedio.com.br/bebex-ade-45mg-g-pom-ped-glf,"R$ 17,71","R$ 17,71"
https://www.santoremedio.com.br/hipoderme-pomada-c-45g-teu,"R$ 10,26","R$ 10,26"
