,ids
11709,10011960
11710,10011997
11711,10012106
11712,10012102
11713,10012193
11714,10012128
11715,10012129
11716,10012317
11717,10012321
11718,10012327
11719,10012324
11720,10012346
11721,10012354
11722,10012361
11723,10012366
11724,10012401
11725,10011233
11726,10011224
11727,10011341
11728,10011358
11729,10011314
11730,10011487
11731,10011504
11732,10011510
11733,10011618
11734,10011662
11735,10011664
11736,10011591
11737,10011701
11738,10011705
11739,10011706
11740,10011709
11741,10011723
11742,10011699
11743,10011724
11744,10011757
11745,10007947
11746,10007985
11747,10008071
11748,10008074
11749,10008428
11750,10008439
11751,10008429
11752,10008485
11753,10008482
11754,10008484
11755,10008501
11756,10008554
11757,10008483
11758,10008502
11759,10008519
11760,10005274
11761,10005299
11762,10005252
11763,10005272
11764,10005280
11765,10005284
11766,10005338
11767,10005339
11768,10005541
11769,10005543
11770,10005549
11771,10005548
11772,10005609
11773,10005630
11774,10005634
11775,10005647
11776,10005649
11777,10005597
11778,10005603
11779,10005613
11780,10005653
11781,10005714
11782,10005759
11783,10005764
11784,10005718
11785,10005771
11786,10005790
11787,10005801
11788,10005850
11789,10005858
11790,10005862
11791,10005833
11792,10005852
11793,10005857
11794,10005861
11795,10005870
11796,10005899
11797,10005916
11798,10005946
11799,10005970
11800,10005980
11801,10005914
11802,10005915
11803,10005917
11804,10005930
11805,10005931
11806,10005969
11807,10005971
11808,10005988
11809,10005999
11810,10006040
11811,10006042
11812,10006045
11813,10003727
11814,10003725
11815,10003761
11816,10003801
11817,10003808
11818,10003817
11819,10003822
11820,10003825
11821,10003768
11822,10003771
11823,10003878
11824,10003888
11825,10003939
11826,10003886
11827,10003938
11828,10003979
11829,10004001
11830,10004007
11831,10004022
11832,10004004
11833,10004025
11834,10004028
11835,10004074
11836,10004081
11837,10004084
11838,10004092
11839,10004105
11840,10004123
11841,10004180
11842,10004083
11843,10004088
11844,10004245
11845,10004282
11846,10004229
11847,10004235
11848,10004232
11849,10004240
11850,10004247
11851,10006063
11852,10006067
11853,10006071
11854,10006074
11855,10006078
11856,10006020
11857,10006035
11858,10006052
11859,10006058
11860,10006084
11861,10006165
11862,10006167
11863,10006181
11864,10006153
11865,10006179
11866,10006186
11867,10006522
11868,10006519
11869,10006520
11870,10006524
11871,10006528
11872,10006537
11873,10006542
11874,10006550
11875,10006570
11876,10006573
11877,10006578
11878,10006580
11879,10006587
11880,10006594
11881,10006607
11882,10006612
11883,10006529
11884,10006626
11885,10006541
11886,10006546
11887,10006551
11888,10006558
11889,10006579
11890,10006583
11891,10006588
11892,10006592
11893,10006602
11894,10006605
11895,10006613
11896,10004504
11897,10002771
11898,10002816
11899,10002769
11900,10002815
11901,10002874
11902,10002940
11903,10002878
11904,10002946
11905,10002873
11906,10002877
11907,10002941
11908,10002950
11909,10002952
11910,10002953
11911,10002973
11912,10002976
11913,10002987
11914,10002989
11915,10002990
11916,10003005
11917,10002980
11918,10002991
11919,10002995
11920,10003007
11921,10003019
11922,10002954
11923,10003131
11924,10003133
11925,10003199
11926,10003249
11927,10003192
11928,10003198
11929,10003261
11930,10003303
11931,10003332
11932,10003265
11933,10003301
11934,10003304
11935,10008604
11936,10008624
11937,10008625
11938,10008628
11939,10008636
11940,10008673
11941,10008701
11942,10008883
11943,10008900
11944,10008897
11945,10008906
11946,10008911
11947,10009009
11948,10008995
11949,10003632
11950,10003566
11951,10003574
11952,10003577
11953,10003578
11954,10003581
11955,10003598
11956,10003607
11957,10003626
11958,10006630
11959,10006648
11960,10006653
11961,10006656
11962,10006667
11963,10006666
11964,10006680
11965,10006684
11966,10006687
11967,10006711
11968,10006713
11969,10006628
11970,10006631
11971,10006643
11972,10006646
11973,10006649
11974,10006660
11975,10006668
11976,10006677
11977,10006683
11978,10006693
11979,10006697
11980,10006716
11981,10006724
11982,10006760
11983,10006729
11984,10006738
11985,10006744
11986,10006749
11987,10006750
11988,10006774
11989,10006791
11990,10006767
11991,10006777
11992,10006860
11993,10006866
11994,10006872
11995,10006876
11996,10006886
11997,10006895
11998,10006898
11999,10006912
12000,10006925
12001,10006926
12002,10006861
12003,10006868
12004,10006869
12005,10006871
12006,10006874
12007,10006884
12008,10006891
12009,10006905
12010,10006917
12011,10006928
12012,10006949
12013,10006957
12014,10006960
12015,10006963
12016,10007003
12017,10006934
12018,10006942
12019,10006947
12020,10006952
12021,10006958
12022,10006959
12023,10006970
12024,10006981
12025,10007020
12026,10007034
12027,10007035
12028,10007067
12029,10007095
12030,10007100
12031,10007117
12032,10007118
12033,10007119
12034,10007132
12035,10007137
12036,10007139
12037,10007143
12038,10007066
12039,10007069
12040,10007073
12041,10007113
12042,10007127
12043,10007130
12044,10007168
12045,10007266
12046,10007273
12047,10007277
12048,10007355
12049,10007371
12050,10007380
12051,10007431
12052,10007370
12053,10007382
12054,10007383
12055,10007441
12056,10007513
12057,10007566
12058,10007472
12059,10007570
12060,10007576
12061,10007592
12062,10007601
12063,10007608
12064,10007600
12065,10008589
12066,10008595
12067,10008597
12068,10008603
12069,10008610
12070,10008630
12071,10008586
12072,10008591
12073,10008598
12074,10008601
12075,10008602
12076,10009020
12077,10009048
12078,10009051
12079,10009061
12080,10009068
12081,10009033
12082,10009052
12083,10009075
12084,10009107
12085,10009156
12086,10009167
12087,10009170
12088,10009193
12089,10009199
12090,10009200
12091,10009206
12092,10009140
12093,10009148
12094,10009152
12095,10009155
12096,10009173
12097,10009189
12098,10009196
12099,10010435
12100,10012847
12101,10012845
12102,10012846
12103,10012856
12104,10012926
12105,10012939
12106,10012949
12107,10012953
12108,10013037
12109,10013661
12110,10013654
12111,10014096
12112,10014102
12113,10014104
12114,10014115
12115,10014116
12116,10009244
12117,10009241
12118,10009235
12119,10009253
12120,10009234
12121,10009258
12122,10009360
12123,10009431
12124,10009432
12125,10009440
12126,10009361
12127,10009428
12128,10009430
12129,10009434
12130,10009435
12131,10009444
12132,10009446
12133,10009451
12134,10009454
12135,10009448
12136,10009450
12137,10009453
12138,10009459
12139,10009460
12140,10009617
12141,10009619
12142,10009623
12143,10009625
12144,10009630
12145,10009636
12146,10009640
12147,10009641
12148,10009618
12149,10009621
12150,10009626
12151,10009628
12152,10009635
12153,10009645
12154,10009735
12155,10009739
12156,10009745
12157,10009748
12158,10009749
12159,10009736
12160,10009737
12161,10009738
12162,10009740
12163,10009741
12164,10009747
12165,10009856
12166,10009859
12167,10009855
12168,10009857
12169,10009860
12170,10009863
12171,10010550
12172,10003530
12173,10003571
12174,10003572
12175,10003573
12176,10003593
12177,10003594
12178,10003600
12179,10003608
12180,10003612
12181,10003621
12182,10003625
12183,10003628
12184,10003629
12185,10003633
12186,10003595
12187,10003622
12188,10003624
12189,10003630
12190,10003631
12191,10003700
12192,10003717
12193,10003764
12194,10003703
12195,10003709
12196,10003714
12197,10003724
12198,10003730
12199,10003752
12200,10003765
12201,10003772
12202,10003778
12203,10003827
12204,10003777
12205,10003820
12206,10003823
12207,10003826
12208,10003880
12209,10003890
12210,10003964
12211,10003967
12212,10003887
12213,10003942
12214,10003968
12215,10003975
12216,10004006
12217,10004021
12218,10004068
12219,10003978
12220,10002819
12221,10006606
12222,10006545
12223,10006562
12224,10006563
12225,10006577
12226,10006608
12227,10006614
12228,10006627
12229,10006639
12230,10006645
12231,10006689
12232,10006694
12233,10006704
12234,10006658
12235,10006706
12236,10012369
12237,10012372
12238,10012373
12239,10012318
12240,10012322
12241,10012325
12242,10012329
12243,10012380
12244,10012356
12245,10012357
12246,10012358
12247,10012362
12248,10012367
12249,10012368
12250,10012371
12251,10012379
12252,10012402
12253,10011232
12254,10011223
12255,10011345
12256,10011337
12257,10011338
12258,10011349
12259,10011357
12260,10011399
12261,10011506
12262,10011537
12263,10011572
12264,10011599
12265,10011622
12266,10011665
12267,10011670
12268,10011595
12269,10011619
12270,10011628
12271,10011639
12272,10011652
12273,10011658
12274,10011663
12275,10011693
12276,10011696
12277,10011739
12278,10011691
12279,10011694
12280,10011720
12281,10011727
12282,10011737
12283,10007943
12284,10008072
12285,10008156
12286,10008182
12287,10008183
12288,10008261
12289,10008262
12290,10008267
12291,10008416
12292,10008424
12293,10008425
12294,10008427
12295,10008432
12296,10008434
12297,10008436
12298,10008452
12299,10008451
12300,10008453
12301,10008480
12302,10008510
12303,10008522
12304,10008540
12305,10008481
12306,10008511
12307,10008555
12308,10008600
12309,10008605
12310,10008629
12311,10008634
12312,10008670
12313,10008674
12314,10008596
12315,10008608
12316,10008626
12317,10008631
12318,10008635
12319,10008700
12320,10008717
12321,10008718
12322,10008876
12323,10008879
12324,10008889
12325,10008893
12326,10008877
12327,10008910
12328,10008913
12329,10008916
12330,10008987
12331,10008992
12332,10009001
12333,10009011
12334,10009013
12335,10001707
12336,10001704
12337,10001959
12338,10002099
12339,10005817
12340,10005823
12341,10005813
12342,10005828
12343,10005830
12344,10005854
12345,10005856
12346,10005859
12347,10005869
12348,10005793
12349,10005805
12350,10005816
12351,10005818
12352,10005832
12353,10005842
12354,10005855
12355,10005973
12356,10005898
12357,10005904
12358,10005913
12359,10005968
12360,10005981
12361,10006031
12362,10006044
12363,10006047
12364,10004087
12365,10004098
12366,10004078
12367,10004079
12368,10004093
12369,10004108
12370,10004228
12371,10004230
12372,10004241
12373,10006051
12374,10006053
12375,10006054
12376,10006066
12377,10006068
12378,10006069
12379,10006076
12380,10006079
12381,10005986
12382,10005987
12383,10006046
12384,10006057
12385,10006059
12386,10006070
12387,10006072
12388,10006073
12389,10006136
12390,10006155
12391,10006160
12392,10006170
12393,10006178
12394,10006088
12395,10006095
12396,10006159
12397,10006161
12398,10006168
12399,10006169
12400,10006192
12401,10006411
12402,10004316
12403,10004578
12404,10002876
12405,10002964
12406,10002971
12407,10003003
12408,10003025
12409,10002978
12410,10002977
12411,10003035
12412,10003033
12413,10002993
12414,10003010
12415,10003026
12416,10002975
12417,10003148
12418,10003114
12419,10003139
12420,10003208
12421,10003257
12422,10003196
12423,10003200
12424,10003258
12425,10003399
12426,10003401
12427,10003413
12428,10003452
12429,10003462
12430,10003400
12431,10003443
12432,10003455
12433,10003457
12434,10003458
12435,10003488
12436,10003479
12437,10003505
12438,10003477
12439,10003508
12440,10003529
12441,10006727
12442,10006733
12443,10006746
12444,10006769
12445,10006728
12446,10006732
12447,10006736
12448,10006742
12449,10006743
12450,10006764
12451,10006765
12452,10006766
12453,10006768
12454,10006864
12455,10006889
12456,10006903
12457,10006909
12458,10006863
12459,10006935
12460,10006995
12461,10006998
12462,10007028
12463,10007030
12464,10006945
12465,10006965
12466,10006969
12467,10006976
12468,10007004
12469,10007016
12470,10007022
12471,10007024
12472,10007027
12473,10007033
12474,10007091
12475,10007108
12476,10007124
12477,10007129
12478,10007135
12479,10007141
12480,10007142
12481,10011947
12482,10011949
12483,10011953
12484,10011954
12485,10011957
12486,10011968
12487,10011975
12488,10011995
12489,10011999
12490,10011941
12491,10011946
12492,10011958
12493,10011961
12494,10011994
12495,10011996
12496,10011998
12497,10012000
12498,10012080
12499,10012081
12500,10012099
12501,10012101
12502,10012105
12503,10012104
12504,10012100
12505,10012107
12506,10012121
12507,10012123
12508,10012125
12509,10012127
12510,10012130
12511,10012148
12512,10012168
12513,10012170
12514,10012179
12515,10012181
12516,10012187
12517,10012124
12518,10012134
12519,10012140
12520,10012152
12521,10012174
12522,10012175
12523,10012178
12524,10012186
12525,10012192
12526,10012206
12527,10012228
12528,10012314
12529,10012227
12530,10012229
12531,10012309
12532,10012313
12533,10012315
12534,10012326
12535,10009023
12536,10009063
12537,10009110
12538,10009024
12539,10009058
12540,10009109
12541,10009174
12542,10009190
12543,10009205
12544,10009208
12545,10009195
12546,10009198
12547,10010528
12548,10012557
12549,10012558
12550,10012718
12551,10012933
12552,10012937
12553,10012940
12554,10012942
12555,10012941
12556,10012950
12557,10012952
12558,10012891
12559,10012896
12560,10012929
12561,10012934
12562,10012938
12563,10012945
12564,10013090
12565,10013148
12566,10013152
12567,10013165
12568,10013356
12569,10013611
12570,10013623
12571,10013628
12572,10013641
12573,10013660
12574,10013613
12575,10013614
12576,10013615
12577,10013625
12578,10013627
12579,10013629
12580,10014094
12581,10014113
12582,10014097
12583,10014353
12584,10014620
12585,10014619
12586,10014621
12587,10015009
12588,10015008
12589,10015397
12590,10015722
12591,10015772
12592,10015775
12593,10015774
12594,10015796
12595,10015773
12596,10015797
12597,10016519
12598,10016520
12599,10016522
12600,10016523
12601,10016518
12602,10016521
12603,10016705
12604,10016883
12605,10016896
12606,10016898
12607,10016902
12608,10016904
12609,10016906
12610,10016908
12611,10016897
12612,10016899
12613,10016900
12614,10016901
12615,10016903
12616,10016905
12617,10016907
12618,10016909
12619,10016910
12620,10016915
12621,10016917
12622,10016919
12623,10016920
12624,10016922
12625,10016918
12626,10016912
12627,10016923
12628,10017094
12629,10017096
12630,10017172
12631,10017184
12632,10017189
12633,10017292
12634,10017297
12635,10017344
12636,10017350
12637,10017352
12638,10017353
12639,10017357
12640,10017360
12641,10017361
12642,10017365
12643,10017339
12644,10017341
12645,10017346
12646,10017349
12647,10017354
12648,10017355
12649,10017359
12650,10017362
12651,10017366
12652,10017367
12653,10017409
12654,98804
12655,10016803
12656,10017255
12657,10017692
12658,10015750
12659,10015754
12660,10016095
12661,10016148
12662,10016239
12663,10016786
12664,201450
12665,105441
12666,454510
12667,659930
12668,105458
12669,830570
12670,499250
12671,117340
12672,96758
12673,180310
12674,123130
12675,105460
12676,465880
12677,830590
12678,457130
12679,105444
12680,692370
12681,442090
12682,853280
12683,643040
12684,706840
12685,109625
12686,96930
12687,878540
12688,105453
12689,435230
12690,105454
12691,104412
12692,903340
12693,660010
12694,832360
12695,833110
12696,180300
12697,856340
12698,105442
12699,105450
12700,120109
12701,103780
12702,106754
12703,499380
12704,117342
12705,481280
12706,830580
12707,960440
12708,348840
12709,119845
12710,119224
12711,115454
12712,96760
12713,660030
12714,118212
12715,105459
12716,420630
12717,867680
12718,455390
12719,96759
12720,96040
12721,872060
12722,102631
12723,928520
12724,832370
12725,103050
12726,512950
12727,103777
12728,845040
12729,847150
12730,638450
12731,113107
12732,100093
12733,847180
12734,113631
12735,893010
12736,499320
12737,117339
12738,948660
12739,96344
12740,111195
12741,112368
12742,695640
12743,118743
12744,848870
12745,665630
12746,835490
12747,105452
12748,692390
12749,805860
12750,102168
12751,707340
12752,631680
12753,116804
12754,111911
12755,108234
12756,872050
12757,499420
12758,683410
12759,106967
12760,113599
12761,117341
12762,857820
12763,119844
12764,102586
12765,103083
12766,707330
12767,111996
12768,692380
12769,107172
12770,111201
12771,120106
12772,109974
12773,114288
12774,98048
12775,113315
12776,695660
12777,114680
12778,625900
12779,594590
12780,108204
12781,115167
12782,442180
12783,102337
12784,106966
12785,895300
12786,845130
12787,103776
12788,884780
12789,113910
12790,867450
12791,625930
12792,107352
12793,106125
12794,442210
12795,960980
12796,99538
12797,695650
12798,995490
12799,110785
12800,530190
12801,701240
12802,105451
12803,110940
12804,114577
12805,104088
12806,105774
12807,311580
12808,101723
12809,442100
12810,99965
12811,465930
12812,111618
12813,98808
12814,108359
12815,397571
12816,108816
12817,845120
12818,968780
12819,847080
12820,93690
12821,114351
12822,428480
12823,423310
12824,105777
12825,110498
12826,99541
12827,442250
12828,113574
12829,604710
12830,833140
12831,667400
12832,659960
12833,112370
12834,883850
12835,707520
12836,105411
12837,120009
12838,111340
12839,119223
12840,835480
12841,99310
12842,841510
12843,109444
12844,119971
12845,105870
12846,118744
12847,833190
12848,1220
12849,848880
12850,843880
12851,108343
12852,99452
12853,103668
12854,105448
12855,827430
12856,102031
12857,103027
12858,832330
12859,105742
12860,105734
12861,112644
12862,833120
12863,109522
12864,99540
12865,105871
12866,107176
12867,96513
12868,847170
12869,119136
12870,868590
12871,109657
12872,833180
12873,119139
12874,100373
12875,120309
12876,339776
12877,113632
12878,577850
12879,480010
12880,109120
12881,100092
12882,101214
12883,102019
12884,638430
12885,117029
12886,101786
12887,118229
12888,113598
12889,120468
12890,99307
12891,115909
12892,423270
12893,481110
12894,97130
12895,926680
12896,106193
12897,868620
12898,111107
12899,429990
12900,110555
12901,99542
12902,111617
12903,102339
12904,109626
12905,102341
12906,665890
12907,96757
12908,847160
12909,613780
12910,97915
12911,811730
12912,349030
12913,105413
12914,114578
12915,108205
12916,116581
12917,120653
12918,108818
12919,101480
12920,921700
12921,857830
12922,577840
12923,502270
12924,116146
12925,706520
12926,108817
12927,109654
12928,116360
12929,622500
12930,101274
12931,872280
12932,409300
12933,112652
12934,109655
12935,109979
12936,929570
12937,874670
12938,583150
12939,400203
12940,449430
12941,118228
12942,114214
12943,116116
12944,111306
12945,499330
12946,830600
12947,104007
12948,105409
12949,612260
12950,103775
12951,119128
12952,921710
12953,96380
12954,956210
12955,105419
12956,106759
12957,107175
12958,101720
12959,65579
12960,363440
12961,119140
12962,106192
12963,116147
12964,118134
12965,112569
12966,102021
12967,105424
12968,106596
12969,111543
12970,670500
12971,102144
12972,105776
12973,409080
12974,502330
12975,99308
12976,928490
12977,120107
12978,112369
12979,851410
12980,695310
12981,883470
12982,844590
12983,119336
12984,116058
12985,884770
12986,101437
12987,941730
12988,586310
12989,120647
12990,117112
12991,114212
12992,106387
12993,106597
12994,664740
12995,707310
12996,99581
12997,112568
12998,583140
12999,115910
13000,118713
13001,102012
13002,433470
13003,400220
13004,120652
13005,104959
13006,102145
13007,349480
13008,99964
13009,833160
13010,694170
13011,952160
13012,872040
13013,20931
13014,841910
13015,883860
13016,99838
13017,812700
13018,99311
13019,401601
13020,699880
13021,100223
13022,113577
13023,104738
13024,702690
13025,109523
13026,120467
13027,102124
13028,832390
13029,113573
13030,86600
13031,111106
13032,417620
13033,102607
13034,86610
13035,437280
13036,603860
13037,126780
13038,408810
13039,631690
13040,118233
13041,99870
13042,858960
13043,105352
13044,112340
13045,99274
13046,842650
13047,107956
13048,539730
13049,113889
13050,118232
13051,103537
13052,117911
13053,110938
13054,851420
13055,102020
13056,106191
13057,479500
13058,425690
13059,111901
13060,805030
13061,84670
13062,104962
13063,833080
13064,113108
13065,113821
13066,104813
13067,101802
13068,30190
13069,108357
13070,97858
13071,93680
13072,119047
13073,107884
13074,103428
13075,897190
13076,115485
13077,114775
13078,100698
13079,118853
13080,412840
13081,371599
13082,674260
13083,111840
13084,96756
13085,101761
13086,571030
13087,115168
13088,105683
13089,102593
13090,105778
13091,106760
13092,826590
13093,105515
13094,96965
13095,114589
13096,119237
13097,118214
13098,522920
13099,112900
13100,118289
13101,499310
13102,108417
13103,842490
13104,100543
13105,102033
13106,104809
13107,447850
13108,867480
13109,992320
13110,100963
13111,869350
13112,485580
13113,112045
13114,99157
13115,686380
13116,525120
13117,109984
13118,104043
13119,111725
13120,995480
13121,116549
13122,96645
13123,120469
13124,116366
13125,104812
13126,106758
13127,105408
13128,109651
13129,311440
13130,110786
13131,819240
13132,947370
13133,386464
13134,99582
13135,325500
13136,625920
13137,675300
13138,928560
13139,118453
13140,101267
13141,665900
13142,110554
13143,632840
13144,706480
13145,116117
13146,105687
13147,303216
13148,119338
13149,118755
13150,111902
13151,103779
13152,664680
13153,99962
13154,911210
13155,102090
13156,675290
13157,101636
13158,879770
13159,118251
13160,111567
13161,481360
13162,110843
13163,801750
13164,97663
13165,704680
13166,968790
13167,841920
13168,112044
13169,102146
13170,105755
13171,101635
13172,835460
13173,474660
13174,56620
13175,464630
13176,848990
13177,104732
13178,96219
13179,105174
13180,371122
13181,992330
13182,104085
13183,101150
13184,113168
13185,108075
13186,368601
13187,616650
13188,12602
13189,120641
13190,99942
13191,670370
13192,827560
13193,682690
13194,101760
13195,400211
13196,674280
13197,952170
13198,846470
13199,105497
13200,115225
13201,106891
13202,549450
13203,104554
13204,108360
13205,116364
13206,532620
13207,968020
13208,860720
13209,112713
13210,116059
13211,102540
13212,116889
13213,841930
13214,106194
13215,96201
13216,549460
13217,828210
13218,105754
13219,112173
13220,108241
13221,118897
13222,666930
13223,96385
13224,947360
13225,664750
13226,612870
13227,805040
13228,100371
13229,111848
13230,99370
13231,111544
13232,867440
13233,114590
13234,835450
13235,108033
13236,117796
13237,349340
13238,105356
13239,107957
13240,111542
13241,111646
13242,100607
13243,85890
13244,308706
13245,109377
13246,104811
13247,116548
13248,114684
13249,105684
13250,940210
13251,846990
13252,101717
13253,107700
13254,916440
13255,98043
13256,104571
13257,119773
13258,540110
13259,832210
13260,926840
13261,105517
13262,105775
13263,117110
13264,869360
13265,867710
13266,98237
13267,843850
13268,631960
13269,117798
13270,118234
13271,603930
13272,118452
13273,105516
13274,100697
13275,115097
13276,868580
13277,527120
13278,636300
13279,105360
13280,100294
13281,118318
13282,101442
13283,832410
13284,108350
13285,847220
13286,106761
13287,582080
13288,401401
13289,119340
13290,112309
13291,106031
13292,992740
13293,847140
13294,530570
13295,106458
13296,599570
13297,111845
13298,115344
13299,113105
13300,952150
13301,96260
13302,118677
13303,102013
13304,102539
13305,447860
13306,885730
13307,678660
13308,108354
13309,99354
13310,100296
13311,99999
13312,107561
13313,118194
13314,99998
13315,117030
13316,118416
13317,116359
13318,860700
13319,96931
13320,100220
13321,113110
13322,111798
13323,116908
13324,104747
13325,96933
13326,442280
13327,105499
13328,105158
13329,96386
13330,330787
13331,108913
13332,331066
13333,154482
13334,468820
13335,93370
13336,116187
13337,488630
13338,821290
13339,100523
13340,102828
13341,105686
13342,103715
13343,96202
13344,628470
13345,100936
13346,534810
13347,492620
13348,421720
13349,905460
13350,308714
13351,110778
13352,847210
13353,99539
13354,101787
13355,101508
13356,949690
13357,429980
13358,98984
13359,114683
13360,97664
13361,85961
13362,108349
13363,631600
13364,413890
13365,118288
13366,102076
13367,697160
13368,103651
13369,103041
13370,119774
13371,99275
13372,114291
13373,114515
13374,539720
13375,104814
13376,674270
13377,811740
13378,832220
13379,114583
13380,114154
13381,425680
13382,120466
13383,101266
13384,820000
13385,569680
13386,594600
13387,100097
13388,472000
13389,442190
13390,117807
13391,99839
13392,99929
13393,115092
13394,113106
13395,111645
13396,480900
13397,851440
13398,867690
13399,693370
13400,554410
13401,97564
13402,96200
13403,842580
13404,104985
13405,106388
13406,116546
13407,119138
13408,99159
13409,704750
13410,111569
13411,363995
13412,429950
13413,116057
13414,118058
13415,548150
13416,100606
13417,113874
13418,604700
13419,97309
13420,100248
13421,97893
13422,532630
13423,98983
13424,851430
13425,114545
13426,99869
13427,841950
13428,101759
13429,113576
13430,118294
13431,116914
13432,391425
13433,119965
13434,111616
13435,701910
13436,102061
13437,103855
13438,104739
13439,99941
13440,120274
13441,651350
13442,664660
13443,113820
13444,118830
13445,612280
13446,106467
13447,104989
13448,470120
13449,863270
13450,101655
13451,110652
13452,9620
13453,847030
13454,101634
13455,104810
13456,111587
13457,414320
13458,444120
13459,106195
13460,102060
13461,111121
13462,422580
13463,438740
13464,511110
13465,409050
13466,103615
13467,114584
13468,120164
13469,425670
13470,842430
13471,106210
13472,105682
13473,99245
13474,603950
13475,118831
13476,502500
13477,102343
13478,549470
13479,390135
13480,103714
13481,114565
13482,120161
13483,728430
13484,115230
13485,97280
13486,99835
13487,443530
13488,109907
13489,99158
13490,111381
13491,120651
13492,151394
13493,119964
13494,664620
13495,101751
13496,96220
13497,105404
13498,101637
13499,311270
13500,105903
13501,391417
13502,118717
13503,118712
13504,100895
13505,103051
13506,108348
13507,410950
13508,113681
13509,99393
13510,958030
13511,683430
13512,100696
13513,814650
13514,659330
13515,111843
13516,603850
13517,874230
13518,103042
13519,106745
13520,97643
13521,905020
13522,85610
13523,503680
13524,458230
13525,106460
13526,965590
13527,104734
13528,119040
13529,97124
13530,97127
13531,111570
13532,480840
13533,409550
13534,104386
13535,114290
13536,831520
13537,325220
13538,107351
13539,104177
13540,833980
13541,834960
13542,108612
13543,482170
13544,99224
13545,672650
13546,830780
13547,97661
13548,111541
13549,409010
13550,671250
13551,664630
13552,97645
13553,108018
13554,108346
13555,118894
13556,691530
13557,811770
13558,102889
13559,96043
13560,924700
13561,104385
13562,113873
13563,118678
13564,118895
13565,108416
13566,487140
13567,101280
13568,857850
13569,104175
13570,111841
13571,99537
13572,99723
13573,360980
13574,116533
13575,634610
13576,113109
13577,99388
13578,99369
13579,613790
13580,100297
13581,101739
13582,97892
13583,489320
13584,916220
13585,102075
13586,104006
13587,99423
13588,417600
13589,534820
13590,942470
13591,113912
13592,671240
13593,935080
13594,846460
13595,105570
13596,99840
13597,96623
13598,919900
13599,105904
13600,112571
13601,120268
13602,681110
13603,105463
13604,101281
13605,96299
13606,108206
13607,118896
13608,675000
13609,408800
13610,841520
13611,101616
13612,111895
13613,116547
13614,102965
13615,111023
13616,330779
13617,120649
13618,481270
13619,811720
13620,100728
13621,105354
13622,109529
13623,100151
13624,110784
13625,99304
13626,116118
13627,119057
13628,123625
13629,548930
13630,308731
13631,897650
13632,104389
13633,110604
13634,116002
13635,119963
13636,382442
13637,683450
13638,102780
13639,99358
13640,118287
13641,474550
13642,103669
13643,96812
13644,95868
13645,111377
13646,116181
13647,381489
13648,858970
13649,96932
13650,150711
13651,529620
13652,935030
13653,847070
13654,102169
13655,114514
13656,109689
13657,449870
13658,102323
13659,102994
13660,106368
13661,97891
13662,111014
13663,111586
13664,800590
13665,109910
13666,105685
13667,113505
13668,109811
13669,110990
13670,528090
13671,370720
13672,847020
13673,100409
13674,116670
13675,930460
13676,701900
13677,105358
13678,104737
13679,100998
13680,99696
13681,120217
13682,879760
13683,102166
13684,104089
13685,107558
13686,113913
13687,108077
13688,506380
13689,954910
13690,833990
13691,98988
13692,116367
13693,116669
13694,664670
13695,828760
13696,459560
13697,111053
13698,872180
13699,111797
13700,529610
13701,116337
13702,113217
13703,99356
13704,106542
13705,549430
13706,844740
13707,847250
13708,113581
13709,114537
13710,112308
13711,99323
13712,99387
13713,105097
13714,102092
13715,100521
13716,97307
13717,841940
13718,635010
13719,99584
13720,106196
13721,96396
13722,102997
13723,835190
13724,427590
13725,119868
13726,120275
13727,109735
13728,96813
13729,100996
13730,106461
13731,674470
13732,100537
13733,97218
13734,837400
13735,61020
13736,107358
13737,119039
13738,113104
13739,99321
13740,104707
13741,102165
13742,106968
13743,872620
13744,663440
13745,108344
13746,108347
13747,571020
13748,100691
13749,102692
13750,102996
13751,97709
13752,843840
13753,86580
13754,108362
13755,104988
13756,104003
13757,116909
13758,118286
13759,109816
13760,98698
13761,105873
13762,867470
13763,652890
13764,100533
13765,102833
13766,99697
13767,846960
13768,521510
13769,116148
13770,111164
13771,106365
13772,811750
13773,659320
13774,100539
13775,103431
13776,96238
13777,107390
13778,119839
13779,97281
13780,96804
13781,119056
13782,659240
13783,102142
13784,104362
13785,113629
13786,109178
13787,109983
13788,99276
13789,111202
13790,117487
13791,445620
13792,800580
13793,805020
13794,638560
13795,106457
13796,105759
13797,103810
13798,113167
13799,113101
13800,99717
13801,95903
13802,102963
13803,101366
13804,97314
13805,97894
13806,96437
13807,95867
13808,111615
13809,666910
13810,474540
13811,492610
13812,814660
13813,876960
13814,100547
13815,102089
13816,114564
13817,97778
13818,324116
13819,699120
13820,103590
13821,106763
13822,111379
13823,449880
13824,386456
13825,638720
13826,113575
13827,97021
13828,99862
13829,96810
13830,99247
13831,664650
13832,847040
13833,111799
13834,107362
13835,104708
13836,117733
13837,102451
13838,111126
13839,695610
13840,100526
13841,102592
13842,95742
13843,111588
13844,311610
13845,104735
13846,118057
13847,99426
13848,104865
13849,105758
13850,111125
13851,863260
13852,97862
13853,96228
13854,918850
13855,37560
13856,107980
13857,489150
13858,119330
13859,99248
13860,105407
13861,96811
13862,806140
13863,100726
13864,99846
13865,98372
13866,918070
13867,489430
13868,514110
13869,115290
13870,131989
13871,99357
13872,109653
13873,111052
13874,101771
13875,98292
13876,917930
13877,108423
13878,447120
13879,112824
13880,99586
13881,105406
