productName,brand,link,description,skuId,ean,Price,ListPrice,PriceWithoutDiscount,IsAvailable
Lenço Umedecido Huggies One & Done 4 Unidades,Huggies,https://www.drogariasaopaulo.com.br/kit-lencos-umedecidos-huggies-one-done-4-unidades/p,"Huggies One&Done - Limpeza 3 em 1: seguro para corpo, mãos e rosto.\n\nAs toalhas umedecidas Huggies One&Done podem ser usadas no corpo, mãos e rosto do bebê. Elaboradas com ingredientes suaves e delicados, garantem uma limpeza segura e efetiva, além de oferecer praticidade ao seu dia a dia.",665029,7896018704015,46.69,46.69,46.69,true
Utrogestan 100mg Besins Healthcare 30 Comprimidos,Besins Healthcare,https://www.drogariasaopaulo.com.br/utrogestan-100mg-besins-healthcare-30-comprimidos/p,"Utrogestan 100mg Besins Healthcare 30 Comprimidos tem como princípio ativo a progesterona natural micronizada, que é quimicamente idêntica à progesterona de origem ovariana. Por isso, age como suplemento da produção de progesterona pelos ovários, quando necessário. Os níveis de progesterona no sangue aumentam a partir da primeira hora e picos plasmáticos são obtidos em uma a três horas após a administração. O efeito da progesterona pode ser diminuído pelo uso concomitante de barbitúricos, carbamazepina, hidantoína ou rifampicina.",154547,7898948648131,58.95,79.43,58.95,true
Protetor Diário CAREFREE®e® Todo Dia sem Perfume 80 Unidades,Carefree,https://www.drogariasaopaulo.com.br/protetor-diario-carefree-todo-dia-80-unidades/p,"O que é e para que serve? \nUm protetor diário sem fragância para usar todos os dias em que não estiver durante o período menstrual. CAREFREE® Todo dia é 100% respirável, flexível, absorve suor e fluidos natuais*, mantendo a área íntima seca e livre de odores.\n \nBenefícios e diferenciais \n- 100% respirável para absorção de suor e fluidos naturais*;\n- Não abafa a área íntima;\n- Mantém a área íntima seca e arejada;\n- Neutraliza odores;\n- Hipoalergênico e ginecologicamente testado;\n\nComo usar?\nDescole a fita central e fixe o protetor diário no centro da calcinha. CAREFREE® Todo Dia deve ser trocado durante o dia, conforme necessidade de cada pessoa. \n\nPrecauções \nManter longe do alcance de crianças. Não compre se a embalgem estiver violada. Todos os componentes são atóxicos em contato com a pele. Descontinuar o uso em caso de irritação. Conservar em lugar fresco e seco. Não jogue no vaso sanitário. Utilize o cesto de lixo. \n\n*suor, sangramento de escape e outras secreções vaginais. Em casos de sensação  de ardência, coceira e/ou alterações no aspecto, cor, odor da secreção vaginal, consulte seu ginecologista.",510890,7891010604349,21.19,24.99,21.19,true
"Hidratante Labial Nivea Med Repair FPS15 Hidratação Profunda 4,8g",Nivea,https://www.drogariasaopaulo.com.br/protetor-labial-nivea-med-protection-fps-15-48g/p,"NIVEA Hidratante Labial Med Repair proporciona reparação intensiva e alívio imediato para lábios ressecados. Com FPS 15 e fórmula cremosa e incolor, o Protetor Labial Med Repair pode ser usado diariamente para manter seus lábios protegidos dos efeitos nocivos do sol e profundamente hidratados por 24 horas. NIVEA Med Repair possui vitamina E, pantenol, óleos naturais e é livre de óleo mineral, para você manter seus lábios sempre saudáveis e sem ressecamento. Testado dermatologicamente, NIVEA Med Repair é o item ideal para carregar na bolsa e garantir lábios sempre macios e hidratados em qualquer estação. Compre agora e receba em casa.  •\u0001Reparação intensiva dos lábios ressecados •\u000124 horas de hidratação profunda •\u0001Fórmula cremosa com vitamina E e ativo pantenol •\u0001Com óleos de abacate e jojoba de origem natural •\u0001Com FPS 15 •\u0001Embalagem reciclável •\u0001Dermatologicamente testado •\u0001Livre de óleo mineral",312568,4005808369621,17.9,21.9,17.9,true
Ritalina 10mg Novartis Biociências 60 Comprimidos,Novartis,https://www.drogariasaopaulo.com.br/ritalina-10mg-novartis-biociencias-60-comprimidos/p,"Ritalina 10mg Novartis Biociencias 60 Comprimidos também é utilizada para o tratamento da narcolepsia. A narcolepsia é um distúrbio do sono. Pacientes com narcolepsia vivenciam repetidos ataques de sonolência durante o dia, mesmo após uma noite adequada de sono. A narcolepsia deve ser diagnosticada por um médico através do padrão registrado de sono-vigília. Ritalina tem como substância ativa o cloridrato de metilfenidato. Este medicamento é um estimulante do sistema nervoso central. A Ritalina age melhorando as atividades de certas partes do cérebro que são pouco ativas. A Ritalina melhora a atenção e a concentração, além de reduzir comportamento impulsivo.Veja todas as opções do medicamento Ritalina na Drogaria São Paulo",170356,7896261017306,81.85,102.71,81.85,true
Fralda Descartável Huggies Natural Care RN 18 Unidades,Huggies,https://www.drogariasaopaulo.com.br/fralda-descartavel-huggies-natural-care-rn-18-unidades/p,"A Fralda Huggies® Natural Care tem a melhor absorção versus o seu principal concorrente no segmento Super Premium (Best). Além disso, tem como objetivo oferecer aos pais desde o começo da jornada o melhor cuidado e proteção de Huggies® para a pele do bebê.",809594,7896007552856,23.69,23.69,23.69,true
Cloridrato Ondansetrona 4mg Genérico Biolab  10 Comprimidos,Biolab,https://www.drogariasaopaulo.com.br/cloridrato-ondansetrona-4mg-generico-biolab-10-comprimidos/p,"1. PARA QUÊ ESTE MEDICAMENTO É INDICADO?\r\nO seu médico lhe receitou cloridrato de ondansetrona para prevenir e tratar suas náuseas e vômitos. 2. COMO ESTE MEDICAMENTO FUNCIONA?\r\nA substância ativa deste medicamento é a ondansetrona. O mecanismo de ação dessa substância não foi\r\ncompletamente caracterizado.\r\nA ação do medicamento inicia-se aproximadamente 1 hora e meia após a ingestão. 3. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?\r\nQualquer medicamento pode apresentar efeitos inesperados ou indesejáveis, denominados, reações\r\nadversas. As reações adversas que podem ocorrer são:\r\nReação muito comum (ocorre em 10% dos pacientes que utilizam este medicamento): diarreia, prisão de\r\nventre, dor de cabeça,\r\nReação comum (ocorre entre 1% e 10% dos pacientes que utilizam este medicamento): cansaço\r\nReação incomum (ocorre entre 0,1% e 1% dos pacientes que utilizam este medicamento): ferida, malestar,\r\nsoluços, diminuição dos batimentos do coração (bradicardia).\r\nReação rara (ocorre entre 0,01% e 0,1% dos pacientes que utilizam este medicamento): broncoespasmo e\r\nanafilaxia.\r\nReação muito rara (ocorre em menos de 0,01% dos pacientes que utilizam este medicamento): Erupções\r\ncutâneas disseminadas, com bolhas e descamação em grande parte da superfície corporal (Necrólise\r\nepidérmica tóxica)\r\nFrequência desconhecida: Prolongamento do intervalo QT (incluindo Torsades de Pointes).",781088,7896112400387,21.29,27.14,21.29,true
Lenços Umedecidos Pampers Higiene Completa 192 Unidades,Pampers,https://www.drogariasaopaulo.com.br/lencos-umedecidos-pampers-higiene-completa-192-unidades/p,"Experimente os lenços Pampers Higiene Completa! Criados para ajudar a eliminar as bactérias* da pele delicada do seu bebê, possuem um design resistente que limpa o corpo de forma mais suave para evitar irritações. Conheça! *Por ação mecânica",727989,7500435172721,52.69,52.69,52.69,true
Diclofenaco Potássico 50mg Genérico Cimed 20 Comprimidos,Cimed,https://www.drogariasaopaulo.com.br/diclofenaco-potassico-50mg-generico-cimed-20-comprimidos/p,"Como age o Diclofenaco Potássico?\r\n Um anti-inflamatório não esteroidal (AINEs) usados para tratar dor e inflamação que age aliviando os sintomas da inflamação, tais como dor e inchaço, bloqueando a síntese de moléculas (prostaglandinas) responsáveis pela inflamação, dor e febre.\r\n \r\n Indicações\r\n Tratamento de curto prazo de entorses, distensões e outras lesões; dor e inflamação no pós-operatório; condições inflamatórias dolorosas em ginecologia, incluindo períodos menstruais; dor nas costas, síndrome do ombro congelado, cotovelo de tenista e outros tipos de reumatismo; infecções do ouvido, nariz e garganta.\r\n \r\n Contraindicações\r\n Hipersensibilidade (alergia) a qualquer componente da formulação ou medicamentos para tratar inflamação ou dor; Úlcera, sangramento ou perfuração no estômago ou no intestino; insuficiência hepática, renal ou cardíaca (grave); últimos três meses de gravidez.",646008,7896523214092,7.09,13.87,7.09,true
"Dropropizina Xarope 3,0mg/ml Genérico Biosintética 120ml",Biosintética,https://www.drogariasaopaulo.com.br/dropropizina-xarope-3-0mg-ml-generico-biosintetica-120ml/p,"Dropropizina Xarope 3,0mg/ml Genérico Biosintética 120ml é um medicamento contra tosse que age bloqueando os receptores da tosse. Apresenta uma discreta ação antialérgica, podendo ser usado no tratamento da tosse associada à condição alérgica. A dropropizina é rapidamente absorvida pelo trato gastrintestinal, com início de ação entre 15 a 30 minutos após a sua administração por via oral (por boca).",561150,7896181922377,15.39,16.31,15.39,true
Januvia 50mg MSD 28 Comprimidos,MSD,https://www.drogariasaopaulo.com.br/januvia-50mg-merck-28-comprimidos/p,"Januvia 50mg MSD 28 Comprimidos pertence a uma classe de medicamentos denominados inibidores da DPP-4 (inibidores da dipeptidil peptidase-4) que reduz os níveis de açúcar no sangue em pacientes com diabetes mellitus tipo 2. O diabetes tipo 2 também é denominado diabetes não-insulino-dependente. Diabetes tipo 2 é um distúrbio no qual seu organismo não produz insulina em quantidade suficiente, e a insulina produzida não age tão bem como deveria. Seu organismo também pode produzir muito açúcar. Quando isto ocorre, o açúcar (glicose) no sangue aumenta e pode causar problemas graves de saúde.",171042,7897572020306,118.99,160.76,118.99,true
"Vitacid Plus Creme 0,1mg + 40g + 0,5mg Theraskin 15g",Theraskin,https://www.drogariasaopaulo.com.br/vitacid-plus-creme-theraskin-15g/p,"Nossa pele está em constante contato com o mundo exterior, ficando suscetível a ação de agentes que podem causar problemas dermatológicos. \r\nVitacid Plus Creme 0,1mg + 40g + 0,5mg Theraskin 15g é uma pomada para clarear manchas da pele que possui um efeito gradativo à medida que é aplicada sobre o local afetado. É possível notar melhoras após 4 semanas de tratamento. \r\nVitacid pomada é contra indicado em casos de hipersensibilidade à tretinoína e outros componentes da fórmula desta pomada para manchas na pele. Deve-se também evitar a aplicação sobre cortes, arranhões e queimaduras de sol.",152498,7897129302541,105.49,132.8,105.49,true
Antigases Luftal Gel Caps 125mg Simeticona 10 Cápsulas,Luftal,https://www.drogariasaopaulo.com.br/luftal-max-125mg-reckitt-benckiser-10-capsulas-gel/p,"Luftal Gel Caps é um antigases que alivia o desconforto abdominal, aumento do volume abdominal, dor ou cólicas no abdômen causados pela flatulência. Contém 125mg de simeticona por cápsula gelatinosa que atua diminuindo a tensão dos líquidos digestivos, rompendo as bolhas de ar e dificultando a formação destas. Age a partir de 10 minutos* no alívio dos sintomas. LUFTAL® GEL CAPS (simeticona) MEDICAMENTO DE NOTIFICAÇÃO SIMPLIFICADA RDC ANVISA Nº 199/2006. AFE nº 1.00.639-8. Indicado para pacientes com excesso de gases no aparelho digestivo. SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. (MAI/2020) *Bula do Produto   Alívio rápido dos sintomas do acúmulo dos gases no estômago e no intestino a partir de 10 minutos.Uso adulto. Luftal GEL Caps não é indicado para crianças.Cápsulas gelatinosas moles.Não é absorvido pelo organismo.Produto disponível em embalagens de 2, 10 ou 20 cápsulas gelatinosas.Vide bula para posologia correta ou consulte seu médico.   \r\nMODO DE USO: Pode ser usado até 4 vezes ao dia, após as refeições e ao se deitar, ou quando recomendado por um médico. Ao utilizar Luftal Gel Caps, deve-se engolir a cápsula, e não mastigá-la.",32778,7896016804939,27.9,27.9,27.9,true
"Indapen Sr 1,5mg Torrent 30 Comprimidos",Torrent,https://www.drogariasaopaulo.com.br/indapen-sr-15mg-torrent-30-comprimidos/p,"Indapen Sr não deve ser utilizado nos casos de: Hipersensibilidade a indapamida, outras sulfonamidas ou a qualquer outro componente da fórmula; Insuficiência renal grave; Encefalopatia hepática ou insuficiência hepática grave; Hipocalemia (níveis baixos de potássio no sangue). Em geral, este medicamento não deve ser prescrito em associação com lítio e fármacos antiarrítmicos causadores de “torsades de pointes”. Este medicamento é contraindicado para o uso por crianças. Devido a presença da lactose, este medicamento não deve ser utilizado em casos de galactosemia, síndrome de má absorção de glicose e galactose ou deficiência de lactase (doenças metabólicas raras).",27634,8902220105676,27.69,34.95,27.69,true
Protetor Solar Facial Helioderm FPS50 Com Cor 50g,Helioderm,https://www.drogariasaopaulo.com.br/protetor-solar-facial-helioderm-fps50-com-cor-50g/p,Protetor Solar Facial Helioderm FPS50 Com Cor 50g,795313,7896331706994,25.89,36.99,25.89,true
Neosaldina Dip 1g  20 Comprimidos,Neosaldina,https://www.drogariasaopaulo.com.br/neosaldina-dip-1g-cosmed-30-comprimidos/p,"Neosaldina DIP é um medicamento com alta potência analgésica, contém 1 grama de Dipirona, indicado para o alívio contra a enxaqueca e dores de cabeça fortes. Tempo médio de início de ação: 30 a 60 minutos após a administração",772283,7896094926547,22.49,30.48,22.49,true
"Desloratadina  0,5mg/mL Genérico Aché Caixa com 60mL + Seringa Dosadoura",Aché,https://www.drogariasaopaulo.com.br/desloratadina--0-5mg-ml-generico-ache-caixa-com-60ml---seringa-dosadoura/p,"Para o tratamento de infecções complicadas e não complicadas causadas por microrganismos sensíveis ao ciprofloxacino O ciprofloxacino pertence ao grupo das fluoroquino\u0002lonas. As fluoroquinolonas bloqueiam determinadas enzimas de bactérias que têm um papel fundamental no metabolismo e na reprodução bacteriana, matan\u0002do as bactérias causadoras da doença Não use cloridrato de ciprofloxacino nas seguintes situações: - Alergia (hipersensibilidade) a substância ativa ci\u0002profloxacino, aos medicamentos contendo outras fluoroquinolonas ou a qualquer componente da fórmula. Sinais de alergia podem incluir coceira, ver\u0002melhidão na pele, dificuldade para respirar ou incha\u0002ço das mãos, garganta, boca ou pálpebra; - Uso concomitante de tizanidina (um relaxante mus\u0002cular), porque isso pode causar efeitos adversos co\u0002mo queda de pressão arterial e sonolência.",768740,7896658018954,22.39,38.22,22.39,true
Repelente Ever Care Icaridina 100g,Ever Care,https://www.drogariasaopaulo.com.br/repelente-adulto-icaridina-ever-care-100g/p,"O Repelente Icaridina Gel Adulto Ever Care possui 10 horas de máxima proteção, com alta eficácia. Sua fórmula não irrita a pele, não é oleosa e não deixa a pele pegajosa.  Protege contra as picadas do Aedes aegypti (dengue e febre amarela), Anopheles (malária), Culex (lariose) e pernilongos. Não contém perfume.\nProduto dermatologicamente testado, hipoalergênico e sem perfume",694495,7908271300245,42.49,49.99,42.49,true
Escova Dental CuraproxSoft CS1560B Cores Sortidas,Curaprox,https://www.drogariasaopaulo.com.br/escova-dental-curaprox-soft-cs1560b-1-unidade/p,"Ideal para quem está acostumado com uma pressão um pouco maior ao escovar os dentes, mas não quer agredir o sulco gengival. Também usada por quem deseja se acostumar aos poucos com a extrema maciez das escovas Curaprox . São 1.560 cerdas de CUREN® com 0,15mm de diâmetro. \nA escovas Soft CS1560bCS 1560B são únicas escovas flexíveis com 1560 cerdas “soft” à base de CUREN®, um tipo de fibra mais fina e macia capaz de desorganizar totalmente a placa bacteriana sem causar injúrias ou traumatismos que provocam retrações gengivais.  Devido ao grande número de cerdas e ao pequeno diâmetro das fibras (apenas 0,15 milímetros de espessura) consegue atingir locais totalmente inacessíveis às escovas comuns e ser mais eficiente que escovas mais duras. Com sua utilização, a escova vai se moldando a curvatura da arcada dentária, além de absorver as cargas geradas durante a escovação por sua resiliência. Indicada para quem gosta de escovas com cerdas um pouco mais firmes. *Cores sortidas, envio aleatório.  \nModo de Uso: Possui um desenho sextavado que possibilita naturalmente sua utilização na angulação correta durante o ato da escovação (a escova deve ficar inclinada em um ângulo de 45°, metade das cerdas apoiada sobre a coroa dental e metade apoiada sobre a margem gengival)",690031,7612412156003,30.79,38.39,30.79,true
Preservativo Lubrificado Olla Sensitive 8 Unidades,Olla,https://www.drogariasaopaulo.com.br/preservativo-lubrificado-olla-sensitive-leve-8-pague-6-/p,"O Preservativo Olla Sensitive é uma camisinha lubrificada mais fina do que as camisinhas comuns, que proporciona maior sensação de contato devido a sua menor espessura. É indicado para quem quer a proteção de sempre, porém com mais intimidade e conforto durante a prática sexual. Afinal, quanto mais perto, melhor.   \nEsse preservativo é mais fino que o padrão; fazendo com que os dois membros do casal sintam mais prazer sem arriscar sua segurança ou saúde.Experimente e conheça os benefícios de um preservativo que ajuda você a ter mais prazer, conforto e naturalidade.Este produto está disponível em embalagens de 8, 6 e 3 unidades.Este produto é feito de látex para oferecer a segurança que você procura.Não é testado em animais.O preservativo é o método contraceptivo mais eficaz para prevenir infecções sexualmente transmissíveis, além de uma gravidez indesejada, portanto, seu uso na privacidade é essencial.  \nMODO DE USO: O envelope que contém o preservativo deve ser aberto pelo picote no sentido vertical e somente na hora do uso. Não utilizar objetos cortantes, afiados ou pontiagudos para abrir a embalagem. Colocar o preservativo no pênis assim que ocorrer a ereção, antes de qualquer contato genital ou penetração. Para colocá-lo, leve-o até a extremidade do pênis ereto e aperte a ponta do preservativo de modo a evitar a retenção de ar em seu interior. Desenrolá-lo até a base do pênis. Logo após a ejaculação, quando o pênis ainda estiver ereto,retire-o da vagina vagarosamente, segurando a borda do preservativo para que não haja vazamento de esperma. O produto deve ser utilizado uma única vez e deve ser descartado corretamente logo após o uso, não devendo ser jogado no vaso sanitário. Use um novo preservativo a cada relação sexual.",666513,7896222718846,22.69,23.89,22.69,true
Kit Elseve Shampoo Óleo Extraordinário 375ml + Condicionador 170ml,Elseve,https://www.drogariasaopaulo.com.br/kit-elseve-shampoo-oleo-e-traordinario-375ml---condicionador-170ml/p,"A  linha Elseve Óleo Extraordinário  possui uma textura leve que cuida dos cabelos profundamente, deixando os fios fortes, macios e com brilho. Com uma fórmula preciosa que revitaliza as fibras dos fios, Elseve Óleo Extraordinário é uma combinação perfeita de micro-óleos de flores preciosas, ideais para deixar os cabelos cheios de vida.  Conteúdo da Embalagem:   01 Shampoo Elseve Óleo Extraordinário 375ml  01 Condicionador Elseve Óleo Extraordinário 170ml",665363,7899706164375,24.99,29.99,24.99,true
Vytorin 10mg/20mg Organon 30 Comprimidos,Organon,https://www.drogariasaopaulo.com.br/vytorin-10mg-20mg-30-comprimidos/p,"Vytorin Ezetimiba + Sinvastatina 10mg/20mg 30 Comprimidos é indicado para diminuir os níveis sanguíneos de colesterol total, colesterol LDL (mau colesterol) e substâncias gordurosas denominadas triglicérides. Além disso, aumenta os níveis de colesterol HDL (bom colesterol). Também é indicado para pacientes com uma condição na qual os rins não estão funcionando adequadamente. As pessoas com essa condição correm maior risco de ataques cardíacos, derrames, e certos tipos de cirurgias cardíacas. Vytorin demonstrou reduzir esse risco. Contraindicado o uso por pessoas com hipersensibilidade a qualquer um dos componentes da fórmula. Não deve ser utilizado por mulheres que estejam amamentando ou por mulheres grávidas sem orientação médica ou do cirurgião-dentista. Uso adulto e pediátrico acima de 10 anos de idade. Administração por via oral.",579505,7897337714488,175.25,175.25,175.25,true
"Nesina Met 12,5mg + 1000mg Hypera 60 Comprimidos",Hypera Pharma,https://www.drogariasaopaulo.com.br/nesina-met-12-5mg-1000mg-takeda-60-comprimidos/p,"Nesina Met 12,5mg + 1000mg Takeda 60 Comprimidos  não atua quando os níveis de glicose no sangue estão baixos, é improvável que cause redução da glicemia abaixo dos níveis normais (hipoglicemia). É importante se alimentar corretamente, perder peso se necessário, e se exercitar  egularmente, para controlar seu diabetes tipo 2. Dieta, perda de peso e exercício são o primeiro tratamento para o diabetes tipo 2 e também auxiliam seus medicamentos antidiabéticos a funcionarem melhor para você.",575631,7896094922426,200.65,200.65,200.65,true
"Travoprosta 0,04mg/mL Genérico Medley 2,5ml",Medley,https://www.drogariasaopaulo.com.br/travoprosta-0-04mg-ml-generico-medley-2-5ml/p,"Travoprosta 0,04mg/mL Genérico Medley 2,5ml é uma solução oftálmica indicada para redução da pressão intraocular em pacientes com glaucoma de ângulo aberto, glaucoma de ângulo fechado em pacientes submetidos previamente a iridotomia e hipertensão ocular. Este medicamento reduz a pressão intraocular aproximadamente 2 horas após a aplicação e o efeito máximo é atingido após 12 horas.",473049,7896422533713,29.09,89.96,29.09,true
Bravan 320mg 30 Comprimidos Revestidos,Aché,https://www.drogariasaopaulo.com.br/bravan-320mg-30-comprimidos-revestidos/p,"Bravan é utilizado para os tratamentos de pressão alta, insuficiência cardíaca e pós-infarto do miocárdio em pacientes recebendo terapêutica usual. Bravan é usado para tratar a pressão arterial elevada. A pressão arterial elevada aumenta a carga de trabalho do coração e artérias. Se isto continuar por muito tempo, pode danificar os vasos sanguíneos do cérebro, coração e rins e pode resultar em um acidente vascular cerebral, insuficiência cardíaca ou insuficiência renal. A pressão arterial elevada aumenta o risco de ataques cardíacos. A redução da pressão arterial para valores normais diminui o risco de desenvolvimento destas doenças. Bravan também é usado para tratar a insuficiência cardíaca. A insuficiência cardíaca está associada à falta de ar e inchaço dos pés e pernas devido ao acúmulo de fluidos. A insuficiência cardíaca ocorre quando o músculo do coração não consegue bombear o sangue com força suficiente para abastecer o corpo. Bravan pode também ser usado para tratar pessoas que sofreram um ataque cardíaco (infarto do miocárdio) para melhorar a sobrevida e reduzir problemas cardíacos",375675,7896658016691,46.39,56.68,46.39,true
Predsim 20mg Farmasa 10 Comprimidos,Mantecorp Skincare,https://www.drogariasaopaulo.com.br/predsim-20mg-farmasa-10-comprimidos/p,"Predsim 20mg Farmasa 10 Comprimidos é indicado para o tratamento de doenças endócrinas, osteoarticulares e osteomusculares, reumáticas, do colágeno, dermatológicas, alérgicas, oftálmicas, respiratórias, hematológicas, neoplásicas, e outras, que respondam à terapia com corticosteroides. A terapia corticosteroide hormonal é complementar à terapia convencional. As necessidades posológicas são variáveis e devem ser individualizadas tendo por base a gravidade da doença e a resposta do paciente ao tratamento.",78751,7891142177056,33.99,37.3,33.99,true
Metamucil Solúvel Sabor Laranja 174g,METAMUCIL,https://www.drogariasaopaulo.com.br/metamucil-laranja-procter-sem-acucar-174g/p,"Metamucil Solúvel Sabor Laranja 174g  possui Psyllium Husk em sua fórmula, que ajuda seu sistema digestivo, reduzindo a sensação de inchaço e a formação de gases após as refeições. Seu intestino passa a funcionar de forma regular e confortável. Assim que chega ao seu estômago, forma um gel que se prende a alimentos não processados e ao colesterol excessivo.",69108,20800750158,102.99,109.14,102.99,true
Analgésico Novalgina 500mg Sanofi 30 Comprimidos,Sanofi,https://www.drogariasaopaulo.com.br/analgesico-novalgina-500mg-sanofi-30-comprimidos/p,"NOVALGINA É A MARCA MAIS RECOMEDADA POR PEDIATRAS E ESPECIALISTA EM DOR E FEBRE. Com quase 100 anos de tradição, Novalgina é indicado como antitérmico para febre e analgésico para dor. Novalgina é um medicamento à base de dipirona, utilizado no tratamento dor e febre. Os efeitos analgésico e antitérmico podem ser esperados em 30 a 60 minutos após a administração e geralmente persistem por aproximadamente 4 horas. Novalgina cuidando de toda a família.",66893,7891058008635,32.99,41.99,32.99,true
Albendazol 400mg Genérico Prati 1 Comprimido,Prati Donaduzzi,https://www.drogariasaopaulo.com.br/albendazol-400mg-generico-farmaco-1-comprimido/p,"O Albendazol é um remédio antiparasitário muito utilizado no tratamento de infecções causadas por parasitas intestinais e giárdia, agindo de forma a deformar o parasita e impossibilitar a sua sobrevivência dentro do corpo humano.",42579,7898148295210,4.19,8.72,4.19,true
Fralda Geriátrica Tena Slip Noturna M 24 Unidades,Tena,https://www.drogariasaopaulo.com.br/fralda-geriatrica-tena-slip-noturna-m-24-unidades-1-unidade/p,Fralda Geriátrica Tena Slip Noturna M 24 Unidades,813540,7896770982355,99.9,112.5,99.9,true
Buscopan Pediátrico 10mg/mL Cosmed 1 Frasco Gotejador com 20mL de Solução + Seringa Dosadora,Cosmed,https://www.drogariasaopaulo.com.br/buscopan-pediatrico-10mg-ml-cosmed-1-frasco-gotejador-com-20ml-de-solucao---seringa-dosadora/p,Buscopan Pediátrico Zero Lactose Zero Açúcar Caixa 20ml Gotas Oral,807753,7896094928176,18.69,23.29,18.69,true
Creme Facial Nívea Beleza Radiante Pele Negra 100g,Nivea,https://www.drogariasaopaulo.com.br/creme-facial-nivea-beleza-radiante-pele-negra-100g/p,"O que é?\nCreme hidratante desenvolvido especialmente para as necessidades da pele negra. Ideal para pele oleosa, pois controla a oleosidade e promove um efeito matte. \n\nPara que serve o Hidratante Facial 7 em 1 Beleza Radiante?\nSua fórmula com Ácido Hialurônico, Extrato de Pérolas e Cúrcuma oferece 7 benefícios em 1: 1. Reduz a aparência de marcas escurecidas*; 2. Controla a oleosidade; 3. Uniformiza o tom de pele; 4. Ilumina; 5. Hidrata;. 6. Com proteção UVA/UVB; 7. Efeito Matte\n*Teste de percepção\n\nBenefícios e diferenciais\n- Controla a oleosidade e promove um efeito matte\n- Uniformiza o tom de pele, ilumina e hidrata\n- Oferece proteção UVA/UB\n\nComo usar o Hidratante Facial 7 em 1 Beleza Radiante?\nAplique o creme diariamente no rosto limpo. Evite contato com os olhos.",785792,4005805389875,31.41,34.9,34.9,true
Creme Dental Colgate Total 12 Clean Mint 140g,Colgate,https://www.drogariasaopaulo.com.br/creme-dental-colgate-total-12-clean-mint-140g-colgate/p,"A pasta de dente Colgate Total 12 Clean Mint cuida da sua boca por completo, sua fórmula antibacteriana proporciona defesa ativa contra bactérias por até 12 horas*! (*com uso contínuo de 4 semanas)",699390,7891024002490,11.43,12.7,11.43,true
Kit Tresemmé Reconstrução e Força Shampoo 350ml + Condicionador 175ml,TRESemmé,https://www.drogariasaopaulo.com.br/kit-tresemme-reconstrucao-e-forca-shampoo-350ml---condicionador-175ml-/p,Kit Tresemmé Reconstrução e Força Shampoo 350ml + Condicionador 175ml,830933,7891150094512,19.9,26.79,19.9,true
Kit Shampoo Dabelle Resgarta Fios 250ml + Condicionador 200ml,Dabelle,https://www.drogariasaopaulo.com.br/kit-shampoo-dabelle-resgarta-fios-250ml-condicionador-200ml/p,"Que tal um cabelo desmaiado de tão bem tratado? \r\n\r\nO Shampoo Operação Resgata Fios remove as impurezas com delicadeza e deixa suas madeixas na medida para os próximos passos do tratamento. \r\n\r\nO Condicionador Operação Resgata Fios alinha as cutículas pra intensificar a maciez e facilitar o desembaraço das suas madeixas. \r\n\r\nCOMPLEXO RESGATE:\r\nCOLÁGENO VEGETAL: Elimina a porosidade e deixa o cabelo ultra macio e sedoso.\r\nPRÓ-VITAMINA B5: Pra hidratar e dar muita emoliência.\r\nVITAMINA E: Poderoso antioxidante e hidratante, reduz a aspereza e o volume.\r\nQUERATINA VEGETAL: Pra reestruturar os fios, fortalecer o cabelo e reparar os danos.",749362,7898965666002,21.99,21.99,21.99,true
Escova Dental Oral B Stages Homem Aranha 3 anos,Oral B,https://www.drogariasaopaulo.com.br/escova-dental-oral-b-stages-homem-aranha-3-anos/p,"A escova infantil Oral-B Stages, com o Homem Aranha, da Marvel, é a escova de dentes perfeita para o seu pequeno super-herói. Oral-B Stages ajuda as crianças a conseguirem sua melhor escovação com produtos projetados para apoiar uma higiene bucal saudável. Ajude seus filhos a praticar hábitos adequados de higiene bucal que os durarão a vida inteira. Oral-B é a marca de escova de dentes nº 1 recomendada por dentistas em todo o mundo. • LIMPADOR DE LÍNGUA desenvolvido para ajudar a manter o hálito fresco. • CABEÇA COM BORDAS PROTETORAS, desenhada para ajudar a proteger gengivas frágeis. • CERDAS DE LONGO ALCANCE desenhadas para ajudar a limpar os dentes de trás de difícil alcance. • CABO COM APOIO para manter a escova estável ao apoiá-la. • Macia• 3+ anos",703044,7500435146340,13.99,24.49,13.99,true
Óleo De Amêndoas Ever Care 200ml,Ever Care,https://www.drogariasaopaulo.com.br/oleo-de-amendoas-ever-care-oficial-200ml-----migracao-/p,"O Óleo De Amêndoas Ever Care 200ml é indicado para hidratar e proteger a pele. Dermatologicamente testado, contém vitamina E, antioxidante e hidratante da pele.  Dermatologicamente testado.",688401,7908271300078,15.99,15.99,15.99,true
Aparelho Barbeador Philips Oneblade QP210/50 1 Unidade,Philips,https://www.drogariasaopaulo.com.br/aparelho-barbeador-philips-oneblade-qp210-50-1-unidade/p,Aparelho Barbeador Philips Oneblade QP210/50 1 Unidade,676721,8720689012850,178.19,217.9,178.19,true
