productName,brand,link,description,skuId,ean,Price,ListPrice,PriceWithoutDiscount,IsAvailable
Solução Spray Ever You Dexpantenol Derma 50ml,Ever You,https://www.drogariasaopaulo.com.br/solucao-spray-ever-you-dexpantenol-derma-50ml/p,"Modo de Uso :Uso tópico, aplique delicadamente sobre a área desejada e espalhe. Reaplicar sempre que surgir a necessidade de hidratação.\n\nComposição: Aqua (Agua Desmineralizada); Panthenol (Pantenol) ; Phenoxyethanol (and) Methylisothiazolinone (Fenoxietanol e Metilisotiazolinona)\n\nInformações: : É ideal para a pele e cabelos com necessidade de proteção e hidratação intensiva. Sua fórmula refrescante, possui alta concentração de Pantenol (pró-vitamina B5) não possui corantes, parabenos, alcool ou perfume. Não foram utilizadas matérias primas de origem animal ou mineral na fórmula deste produto, bem como também não foram realizados testes em animais em nenhum estágio da cadeia do seu desenvolvimento. Este produto foi formulado de maneira a minimizar possível surgimento de alergia. .\n\nConservação: Manter em local seco, limpo e fresco.",792489,7908271304045,22.99,26.99,22.99,true
Kit Gel de Barbear GO + Pós Barba Anti-irritação 30g,GO,https://www.drogariasaopaulo.com.br/kit-gel-de-barbear-go---pos-barba-anti-irritacao-30g/p,"GO. Creme de Barbear Transparente: após umedecer o rosto (água morna), espalhe o GO. Creme de Barbear Transparente no local desejado. Passe a lâmina de barbear no sentido de crescimento dos pelos. Pronto. Enxague até retirar todo o produto.\r\nGO. Pós-Barba Anti-Irritação: aplicar 2 vezes ao dia. Aplique 1 vez pela manhã e outra a noite\r\nEsse kit contém 01 GO. Creme de Barbear Transparente - 150g + 01 GO. Pós-Barba Anti-Irritação - 30g. Ambos os produtos são feitos a base de enzimas cicatrizantes, o que garante uma pele integra e livre de irritações, com resultados comprovados já nas primeiras aplicações.\r\nEficácia Comprovada - 83% perceberam a redução da irritação na 1ª aplicação*.",761532,7899938600498,36.39,36.39,36.39,true
Condicionador Tresemmé Blindagem Antifrizz Ácido Hialurônico 400ml,TRESemmé,https://www.drogariasaopaulo.com.br/condicionador-tresemme-blindagem-antifrizz-acido-hialuronico-400ml/p,"Para controle instantâneo de cabelos rebeldes e com frizz, o novo Condicionador TRESemmé® Blindagem Antifrizz sela as cutículas deixando os fios sedosos e com movimento natural.",733016,7891150079755,16.9,20.39,16.9,true
Máscara de Tratamento Pantene Hidratação 600ml,Pantene,https://www.drogariasaopaulo.com.br/mascara-de-tratamento-pantene-hidratacao-600ml/p,"A ciência PRO-V criou para você a fórmula ULTRACREMOSA da máscara Pantene Hidratação sem sal', que contém um avançado complexo de Pro-Vitaminas que hidrata cada fio evitando o cabelo rebelde e dando-lhe um brilho luminoso.  • Fusão de Pro-Vitaminas com óleo de coco • Máscara hidratante • Hidratação intensa desde o primeiro uso • Tratamento condicionador concentrado • Sem adição de NaCl Modo de uso: Aplique No Cabelo Molhado, Da Metade Até As Pontas, Deixe Agir E Enxágue Bem, Repita Uma Ou Duas Vezes Por Semana Ou Sempre Que Necessário, Pode Ser Utilizado Como Base Para Sua Bomba De Hidratação.",727504,7500435159272,39.99,39.99,39.99,true
Sabonete em Barra Infantil Palmolive Kids Minions 85g,Palmolive,https://www.drogariasaopaulo.com.br/sabonete-em-barra-infantil-palmolive-minions-85g/p,"O sabonete infantil em barra Palmolive Kids Minions é um sabonete suave, dermatologicamente testado, indicado para crianças a partir dos 3 anos. Desenvolvido com uma fragrância inspirada em ingredientes naturais, proporciona diversão na hora do banho com os personagens e o cheirinho de mix de banana tropical.",689114,7891024042229,3.89,3.89,3.89,true
Sabonete Líquido Phebo Lima Da Pérsia 320ml,Phebo,https://www.drogariasaopaulo.com.br/sabonete-liquido-phebo-lima-da-persia-320ml/p,Sabonete Líquido Phebo Tradicional Lima da Pérsia 320ml,675253,7896512937957,21.59,26.99,21.59,true
Kit Dove Ritual de Reparação Shampoo 400ml + Condicionador 400ml,Dove,https://www.drogariasaopaulo.com.br/kit-dove-ritual-de-reparacao-shampoo-400ml---condicionador-400ml/p,"Dove Ritual de Reparação é uma linha inspirada em rituais de beleza e cuidados com os cabelos das mulheres indianas. Sua formulação com óleo de coco e cúrcuma, proporciona cabelos mais fortes e resistentes ao dano.O Shampoo Dove Ritual de Reparação 400ml conta com fórmula nutritiva, pensado para limpar suavemente, deixando os cabelos mais fortes, saudáveis e bonitos. Nutre profundamente, ajudando a recuperar os danos.Como Usar: Aplique sobre os cabelos molhados, massageie e em seguida enxágue. Aplicar quantas vezes achar necessário. Para potencializar o resultado, use todos os produtos da linha Dove Ritual de Reparação.  Dove Ritual de Reparação é uma linha inspirada em rituais de beleza e cuidados com os cabelos das mulheres indianas. Sua formulação com óleo de coco e cúrcuma, proporciona cabelos mais fortes e resistentes ao dano.O Condicionador Dove Ritual de Reparação 400ml tem formulação cremosa, nutre profundamente e dá maciez aos cabelos. Ajudando a restaurar a beleza e fortalece o cabelo danificado, deixando o seu cabelo mais nutrido da raíz até às pontas. Indicado para o uso diário.Como Usar: Após o uso do shampoo, aplique sobre todo o comprimento dos fios, até as pontas. Deixe agir por um minuto e enxágue. Para potencializar o resultado, use todos os produtos da linha Dove Ritual de Reparação.",935128070,7891150050082,40.98,40.98,40.98,true
Refil Escova Dental Elétrica Oral-B Advanced Charcoal 2 Unidades,Oral B,https://www.drogariasaopaulo.com.br/refil-escova-dental-eletrica-oral-b-advanced-charcoal-2-unidades/p,Refil Escova Dental Elétrica Charcoal Cerda Macia com Carvão Oral-B Advanced 2 Unidades,806749,4210201407041,49.69,71.39,49.69,true
Condicionador Truss Uso Obrigatório La Moda Vegan Fórmula 300ml,Truss,https://www.drogariasaopaulo.com.br/condicionador-truss-uso-obrigatorio-la-moda-vegan-formula-300ml/p,"LA MODA VEGAN nutre profundamente, hidrata, reconstrói e recupera os fios danificados, auxiliando na penteabilidade e no aumento do brilho. Sem adição de sal e corantes e com pH fisiológico, diminui os danos causados à superfície capilar. A linha é indicada para todos os tipos de cabelos",760978,7898625791358,99.99,99.99,99.99,true
Óleo Capilar Lola Pinga Pataua e Moringa 50ml,Lola,https://www.drogariasaopaulo.com.br/oleo-capilar-lola-pinga-pataua-e-moringa-50ml/p,"PINGA!  ÓLEO DE PATAUÁ & MORINGA | PRÉ E PÓS SHAMPOO. Seu cabelo brilhante e muito agradecido. Óleo multiuso pré e pós shampoo intensamente hidratante. Meus óleos nutrem o cabelo desidratado, proporcionando brilho instantâneo e evitando o indesejado frizz. Minha textura com toque seco e não oleoso é absorvida instantaneamente pelos fios. Uso sugerido: Como tratamento pré-shampoo, distribuir uma pequena quantidade nos cabelos secos ou úmidos e no couro cabeludo. Deixe agir por 15 minutos, em seguida enxágue bem e siga para o shampoo Lola de sua preferência. Também pode ser aplicado antes do uso do secador, baby liss ou piastra, para proteção térmica e realçar o brilho.",760269,7899572810208,34.49,34.49,34.49,true
Condicionador Seda By Niina Secrets Colágeno + Vitamina C 325ml,Seda,https://www.drogariasaopaulo.com.br/condicionador-seda-by-niina-secrets-colageno--vitamina-c-325ml/p,Condicionador Seda By Niina Secrets Colágeno + Vitamina C 325ml,729752,7891150080096,14.39,14.99,14.39,true
Kit Lenço Umedecido Infantil Pampers Aloe Vera 12 Pacotes 48 Lenços Cada,Pampers,https://www.drogariasaopaulo.com.br/kit-lenco-umedecido-infantil-pampers-aloe-vera-12-pacotes-48-lencos-cada/p,"Os Lenços Umedecidos Pampers com Aroma De Aloe Vera foram criados para aquela limpeza prática do dia a dia, porque além de serem suaves e resistentes, hidratam e refrescam a pele do seu bebê sem causar irritações, e podem ser usados em bumbuns, mão e rosto. Seu bebê limpinho e sem pele irritada com Pampers!",825352,7500435231718,152.9,152.9,152.9,true
Sabonete Facial Brussels Cosmetics Wash + Absolute Anti Oleosidade 100ml,BRUSSELS,https://www.drogariasaopaulo.com.br/sabonete-facial-brussels-cosmetics-wash---absolute-anti-oleosidade-100ml/p,"SABONETE FACIAL ANTI OLEOSIDADE, EFICAZ NA REDUÇÃO DA ACNE, AJUDA NA LIMPEZA PROFUNDA SEM RESSECAR A PELE. REDUZ A OLEOSIDADE DA PELE E DESOBSTRUI OS POROS. INDICADO PARA PELES ACNEICAS E OLEOSAS.  MODO DE USAR: APLICAR O SABONETE NA PELE DO ROSTO, PESCOÇO E COLO, ESPALHAR BEM, DEIXAR AGIRA POR 3 MINUTOS E ENXAGUAR LOGO EM SEGUIDA.",811378,7898724151077,33.69,33.69,33.69,true
Máscara de Tratamento Haskell Mandioca 300g,Haskell,https://www.drogariasaopaulo.com.br/mascara-de-tratamento-haskell-mandioca-300g/p,Máscara de tartamento HASKELL Mandioca 300g,771198,7898610375037,48.39,48.39,48.39,true
Alginac 1000mcg P&G 15 Comprimidos,P&G,https://www.drogariasaopaulo.com.br/alginac-1000-merck-15-comprimidos/p,Cada comprimido revestido contém:\r\nvitamina B12 (cianocobalamina) --- 1.000 mcg\r\nvitamina B6 (cloridrato de piridoxina) --- 50 mg\r\nvitamina B1 (nitrato de tiamina) --- 50 mg\r\ndiclofenaco sódico --- 50 mg.\r\nConsulte o seu médico.,142387,7891721029639,32.59,35.1,32.59,true
Diclofenaco Sódico 50mg Genérico Medley 20 Comprimidos,Medley,https://www.drogariasaopaulo.com.br/diclofenaco-sodico-50mg-generico-medley-20-comprimidos/p,"Diclofenaco Sódico também é indicado para o tratamento de: Síndromes dolorosas da coluna vertebral, reumatismo não-articular, crises agudas de gota, inflamações pós-traumáticas e pós-operatórias dolorosas e edema, como por exemplo após cirurgia dentária ou ortopédica, condições inflamatórias e/ou dolorosas em ginecologia, como por exemplo dismenorreia primária ou anexite, como adjuvante no tratamento de processos infecciosos acompanhados de dor e inflamação de ouvido, nariz ou garganta, como por exemplo faringoamigdalites, otites. De acordo com os princípios terapêuticos gerais, a doença de fundo deve ser tratada com a terapia básica adequadamente.",30937,7896422504492,4.69,15.69,4.69,true
Puran T4 75mcg 30 Comprimidos,Sanofi,https://www.drogariasaopaulo.com.br/puran-t4-75mcg-30-comprimidos/p,"Puran T4 é indicado como terapia de reposição ou suplementação hormonal em pacientes com hipotireoidismo e como agente diagnóstico nos testes de supressão, auxiliando no diagnóstico da suspeita de hipertireoidismo leve ou de glândula tireoide autônoma.",9121,7897595901323,20.46,20.46,20.46,true
Fralda Huggies Little Swimmers Praia e Piscina Tamanho G/XG 10 Unidades,Huggies,https://www.drogariasaopaulo.com.br/fralda-huggies-little-swimmers-praia-e-piscina-tamanho-g-xg-10-unidades/p,Huggies® Little Swimmers G/XG é a única fralda do Brasil desenvolvida especialmente para água.\r\nFeita com tecnologia à prova d'água que não deixa a fralda inchar e deixa o seu bebê protegido e à vontade para brincar no mar e piscina. Peso Indicado 14-20 Kg,797812,7896007552214,38.69,38.69,38.69,true
Repelente Off Loção Baby 117ml,OFF,https://www.drogariasaopaulo.com.br/repelente-off-locao-baby-117ml/p,Repelente Off Loção Baby 117ml,694592,7894650013380,29.99,39.9,29.99,true
Ivermectina 6mg Genérico Vitamedic 4 Comprimidos,Vitamedic,https://www.drogariasaopaulo.com.br/ivermectina-6mg-generico-vitapan-4-comprimidos/p,Ivermectina 6mg Genérico Vitamedic 4 Comprimidos,689882,7898049793310,21.09,21.09,21.09,true
Montelucaste 5mg Genérico Biosintética 30 Comprimidos Mastigáveis,Biosintética,https://www.drogariasaopaulo.com.br/montelucaste-5mg-30-comprimidos--mastigaveis-g-biosinteti/p,"Como age o Montelucaste de Sódio? \r\nO montelucaste é um potente composto ativo por via oral que melhora significativamente os parâmetros da inflamação asmática.\r\n\r\n Indicações \r\nProfilaxia e tratamento crônico da asma em adultos a partir de 15 anos, incluindo a prevenção de sintomas diurnos e noturnos, da broncoconstrição induzida pelo exercício e o tratamento de pacientes com asma sensíveis à aspirina. O montelucaste de sódio pode ser utilizado concomitantemente a corticosteroides inalatórios com efeitos aditivos no controle da asma ou para reduzir a dose do corticosteroide inalatório e manter a estabilidade clínica. Este medicamento é indicado para o alívio dos sintomas diurnos e noturnos da rinite alérgica em adultos a partir de 15 anos, incluindo congestão nasal, rinorreia, prurido nasal, espirros; congestão nasal ao despertar, dificuldade de dormir e despertares noturnos; lacrimejamento, prurido, hiperemia e edemas oculares.\r\n\r\n Contraindicações \r\nHipersensibilidade a qualquer componente do produto.",646822,7896181926788,20.99,107.64,20.99,true
Fralda Descartável Huggies Supreme Care Tamanho M 72 Unidades,Huggies,https://www.drogariasaopaulo.com.br/fralda-descartavec-huggies-supreme-care-tamanho-m-72-unidades/p,"Produto com a exclusiva tecnologia Xtra-Flex que mantém a fralda ajustada e flexível mesmo quando o bebê estiver em movimento. Os canais de absorção em formato de “X” distribuem melhor o xixi e dão mais conforto para o bebê, evitando assim quedas ou passos em falso em razão da fralda cheia. Essa tecnologia está disponível dos tamanhos M ao XXG e em todas as embalagens da linha Supreme Care formato aberto.",801704,7896007552771,112.9,112.9,112.9,true
"Diad 1,5mg Cimed 1 Comprimido",Cimed,https://www.drogariasaopaulo.com.br/diad-1-5mg-cimed-1-comprimido/p,"Diad 1,5mg Cimed 1 Comprimido",722847,7896523216812,18.49,21.3,18.49,true
Desodorante Rexona Aerosol Masculino Clinical Clean 55ml,Rexona,https://www.drogariasaopaulo.com.br/desodorante-rexona-aerosol-masculino-clinical-clean-55ml/p,Desodorante Rexona Aerosol Masculino Clinical Clean 55ml,711691,7791293038261,7.69,7.69,7.69,true
Absorvente Intimus® Noturno Discreto com Abas 28 Unidades,Intimus,https://www.drogariasaopaulo.com.br/absorvente-externo-intimus-dia-e-noite-suave-com-abas-28-unidades/p,"Não dá mais para escolher entre segurança, absorção e conforto quando o assunto é absorvente. Absorvente Intimus® Noturno Discreto reúne materiais flexíveis que se adaptam a diferentes posições durante o dia e a noite. Ah, e é mais largo atrás e tem formato anatômico e mais discreto para que você não sinta que está usando. A comodidade do dia com absorção da noite. Experimente e confira! O Absorvente Intimus® Noturno Discreto tem Tecnologia Odor Block, se adapta a diferentes posições, durante o dia e a noite além de contar com a Tecnologia Conforflex e ter materiais flexíveis e 100% respiráveis.",704059,7896007550814,26.79,33.39,26.79,true
Mesilato de Doxazosina 2mg Genérico Cimed 30 Comprimidos,Cimed,https://www.drogariasaopaulo.com.br/mesilato-de-doxazosina-2mg-generico-cimed-30-comprimidos/p,Mesilato de Doxazosina 2mg Genérico Cimed 30 Comprimidos,701785,7896523227108,15.29,34.27,15.29,true
Super Condicionador Restaurador Vichy Dercos Kera Solutions 200ml,Vichy,https://www.drogariasaopaulo.com.br/condicionador-vichy-dercos-kera-solutions-200ml-loreal-brasil/p,"VICHY DERCOS CONDICIONADOR KERA SOLUTIONS 200MLTratamento capilar para restauração  e renovaçao das pontas, para cabelos que tem uma rotina intensa.Age de forma precisa, recuperando as áreas mais porosas e danificadas dos cabelos. Repara as pontas e sela as cutículas. Proteção térmica de até 230º.Recomendações de Uso:Nos cabelos úmidos ou secos, aplicar uma pequena quantidade do leave-in nas pontas e comprimento dos fios.Condições da peleCabelos danificados por químicas ou agressões térmicas.",687871,7899706172080,79.99,99.99,79.99,true
"Bravan Hct 160+12,5mg Aché 30 Comprimidos Revestidos",Aché,https://www.drogariasaopaulo.com.br/bravan-hct-125mg--25mg-30-comprimidos-revestidos-/p,"Bravan Hct 160+12,5mg Aché 30 Comprimidos Revestidos",667854,7896658018763,58.99,70.42,58.99,true
Itraconazol 100mg Genérico EMS 15 Cápsulas,EMS,https://www.drogariasaopaulo.com.br/itraconazol-100mg-15-capsulas-g-ems/p,"Itraconazol 100mg Genérico EMS 15 Cápsulas  é indicado no tratamento de infecções fúngicas (micoses) dos olhos, boca, unhas, pele, vagina e órgãos internos.   Contraindicações:  Este medicamento é contraindicado em casos de alergia a qualquer um dos componentes da fórmula.",658910,7896004708072,68.29,125.03,68.29,true
Acertanlo 7mg/5mg Servier 30 Comprimidos,Servier,https://www.drogariasaopaulo.com.br/acertanlo-7mg-5mg-servier-30-comprimidos/p,"Acertanlo 7mg/5mg Servier 30 Comprimidos  é indicado no tratamento da hipertensão arterial em adultos. Acertanlo é uma combinação de dois componentes ativos, perindopril e anlodipino. Essas duas substâncias ajudam a controlar a pressão arterial alta. Perindopril é um inibidor de ECA (Enzima Conversora de Angiotensina). Anlodipino é um antagonista do cálcio (que pertence a uma classe de medicamentos chamados diidropiridinas). Juntos eles trabalham para ampliar e relaxar os vasos sanguíneos de modo que o sangue passe por eles com mais facilidade, tornando mais fácil para o coração manter um bom fluxo sanguíneo.",619159,7898029550339,67.76,84.92,67.76,true
Suplemento Vitamínico Lavitan Cálcio + D 60 Comprimidos,Lavitan,https://www.drogariasaopaulo.com.br/lavitan-calcio-d-60-comprimidos/p,"Lavitan Cálcio D é um suplemento vitamínico mineral a base de cálcio de ostras e colecalciferol (vitamina D3), desenvolvido para suprir a necessidade vitamínica-mineral com objetivo de auxiliar na prevenção da osteoporose.",387770,7897947607705,19.89,21.99,19.89,true
"Novanlo 2,5mg 30 Comprimidos",Biolab,https://www.drogariasaopaulo.com.br/novanlo-2-5mg-30-comprimidos/p,"Novanlo reduz a pressão arterial. Após administração\r\noral de doses terapêuticas, o levanlodipino é bem\r\nabsorvido, atingindo sua concentração sanguínea\r\nmáxima em cerca de 8 horas.",374806,7896112422136,63.19,74.13,63.19,true
Absorvente Interno Intimus Médio 16 Unidades,Intimus,https://www.drogariasaopaulo.com.br/absorvente-intimus-gel-interno-medio-c-16-unidades/p,O absorvente interno Intimus te deixa segura e confortável com o máximo de discrição e liberdade de movimento. Sua exclusiva cobertura Dermoseda desliza mais fácil te ajudando na hora de colocar e retirar o produto. Dermatologicamente e ginecologicamente testado.  Tamanho: Médio; Quantidade 16 unidades,288284,7896007542864,19.29,19.29,19.29,true
Sérum Antioxidante Skinceuticals C E Ferulic 30ml,Skinceuticals,https://www.drogariasaopaulo.com.br/serum-antioxidante-skinceuticals-c-e-ferulic-30ml/p,"SKC CE FERULIC 30ML Sérum antioxidante com alta concentração de vitamina C pura para corrigir e prevenir os sinais do envelhecimento.\r\n\r\nO SkinCeuticals CE Ferulicsurgiu como melhor solução de rejuvenescimento facial pela SkinCeuticals para reduzir linhas finas e rugas, uniformizando, também, o tom da pele e o relevo irregular. Com ativos revolucionários, o CE Ferulic, de textura sérum hidratante, oferece proteção contra agressões externas, prevenindo os sinais do envelhecimento cutâneo.\r\n\r\nCom isso tudo, ainda estimula a síntese do colágeno, dando firmeza a pele. O antioxidante CE Ferulic possui uma combinação eficaz entre ácido ferúlico, Vitamina C e vitamina E, aumentando amplamente as defesas naturais da pele para com radicais livres. A fórmula ativa potencializa proteção, duplicando defesas antioxidantes.\r\n\r\nIndicado:\r\nRugas\r\nPeles Normais\r\nPeles Secas\r\nPerda de densidade e firmeza• Proteção avançada contra as agressões externas (radiação UV e Infravermelha e poluição), ajudando a neutralizar a geração de radicais livres.\r\n• Correção dos sinais do envelhecimento da pele – rugas, perda de firmeza e elasticidade – ajudando a estimular a síntese de colágeno.\r\n• Uma vez absorvida, a vitamina C pura permanece efetiva por um mínimo de 72 horas.\r\n• Sem parabenos.\r\n• Ideal para tipos de pele normal e seca. Recomendações de Uso: Na parte da manhã, após a limpeza, aplique 4-5 gotas no rosto seco, pescoço e colo antes de todos os outros produtos de cuidados da pele. Complemente sua rotina de cuidados com a pele com um protetor solar SkinCeuticals. Quando usados em conjunto, os antioxidantes SkinCeuticals e filtros solares de amplo espectro, oferecem ampla proteção contra os sinais visíveis do envelhecimento causados por agressores ambientais.Condições da peleprevenção do envelhecimento precoce; pele sensível e desidratada",282561,7899706140942,408.99,499.9,408.99,true
Cefalexina 500mg Genérico EMS 10 Comprimidos,EMS,https://www.drogariasaopaulo.com.br/cefalexina-500mg-generico-ems-10-comprimidos/p,"Cefalexina 500mg Genérico Ems 10 Comprimidos é um antibiótico pertencente ao grupo das cefalosporinas. Apresenta ação bactericida, destruindo as bactérias causadoras do processo infeccioso. Tempo médio para o início da ação farmacológica Após a administração de Cefalexina em indivíduos normais, via oral, em jejum, a sua absorção é rápida e os níveis sanguíneos máximos são geralmente atingidos em 1 hora, apesar de o tempo necessário para atingir níveis máximos poderem variar consideravelmente.",177555,7896004704692,17.09,28.53,17.09,true
Deflazacorte 6mg Genérico EMS 20 Comprimidos,EMS,https://www.drogariasaopaulo.com.br/deflazacorte-6mg-generico-ems-20-comprimidos/p,"Em pacientes em tratamento com corticosteroides submetidos a estresse não usual, pode ser necessário aumentar a dose de Deflazacorte 6mg Genérico Ems 20 Comprimidos, antes, durante e após a situação de stress. Informe seu médico caso você tenha problemas de coração, de rim ou gastrintestinais, diabete, infecções, herpes simplex ocular, miastenia grave, pressão alta, osteoporose, problemas neurológicos, hipotireoidismo, cirrose, se está estressado e se vai tomar alguma vacina. Converse com seu médico caso você esteja com infecções ativas (virais, bacterianas ou micóticas) ou apareçam novas infecções durante o uso de deflazacorte, pois o medicamento pode mascarar seus sinais.",135356,7896004709307,31.09,56.9,31.09,true
Tropinal EMS 20 Comprimidos,EMS,https://www.drogariasaopaulo.com.br/tropinal-ems-20-comprimidos/p,"Tropinal é indicado como medicação antiespasmódica e analgésica. Nas cólicas menstruais, gástricas e intestinais, cólicas vesicobiliares, discinesia biliar, bem como no tratamento auxiliar das anexites.",53147,7894916208154,23.29,25.11,23.29,true
Aturgyl Spray nasal Adulto Spray Nasal Hypera 15ml,Hypera Pharma,https://www.drogariasaopaulo.com.br/aturgyl-spray-nasal-adulto-spray-nasal-sanofi-aventis-15ml/p,"Aturgyl Spray nasal Adulto Spray Nasal está indicado para o alívio sintomático da congestão nasal e nasofaríngea decorrentes do resfriado comum, sinusite, febre ou outras alergias do trato respiratório superior, seu uso produz efeito descongestionante prolongado. É contra-indicado em pacientes com hipersensibilidade a qualquer componente de sua fórmula, doença de tireóide, diabetes ou dificuldades em urinar devido ao aumento do tamanho da próstata.",21326,7896094928039,15.49,18.12,15.49,true
Clotrimazol 10mg Medley Creme Vaginal 35gr + 6 Aplicadores,Medley,https://www.drogariasaopaulo.com.br/clotrimazol-10mg-medley-creme-vaginal-35gr-6-aplicadores/p,"Este medicamento é indicado para o tratamento local de vaginite, infecção causada por fungos, geralmente do gênero Candida, localizada na área genital, cujo sintoma mais evidente é o aparecimento de corrimento. Esse corrimento é caracterizado por ser esbranquiçado, semelhante ao aspecto de leite talhado e geralmente acompanhado de coceira. Também é indicado para o tratamento local de vulvite, infecção localizada na área genital externa da mulher e em áreas próximas, e também de balanite, infecção localizada no pênis (glande e prepúcio) do parceiro sexual.\r\n\r\nEste medicamento é contraindicado nos casos de alergia ao clotrimazol, ao álcool cetoestearílico e/ou a qualquer outro componente do medicamento. Em caso de alergia anterior ao clotrimazol, consulte o seu médico.",13030,7896422506427,26.29,57.84,26.29,true
Antiácido Mylanta Plus Menta 240ml,Johnson e Johnson,https://www.drogariasaopaulo.com.br/mylanta-plus-menta-240ml/p,"MYLANTA PLUS é um antiácido indicado para aliviar a azia causada pelo stress do dia a dia e pela má digestão, que dá a sensação de queimação no estômago. A embalagem contém 240 mL e cada mL contém 80mg de hidróxido de alumínio gel seco, 80mg de hidróxido de magnésio e 6mg de simeticona.",10960,7891268404029,48.69,52.92,48.69,true
Hirudoid Pomada 3mg/G 40g,Daiichi Sankyo,https://www.drogariasaopaulo.com.br/hirudoid-pomada-3mgg-40g/p,"Hirudoid diminui a inflamação, com o alívio da dor, redução do inchaço e da vermelhidão de áreas com varizes ou manchas roxas decorrentes de contusões (batidas, traumas) ou cirurgias ou em outras situações semelhantes. Também alivia a sensação de peso nas pernas causada pelo inchaço. A melhora dos sintomas pode ser observada, geralmente, a partir de dois dias de uso do produto.",8443,7897411601529,32.09,38.19,32.09,true
Diane 35 Blíster Bayer 21 Drágeas,Bayer,https://www.drogariasaopaulo.com.br/diane-35-21-drageas-blister/p,"Quando os hormônios andrógenos femininos estão desregulados, o aparecimento de doenças de pele se torna uma constante na vida das mulheres.\r\n\r\nPara controlá-los, surgiu o Diane 35, um remédio anticoncepcional feito para regular esses hormônios e evitar o surgimento de inflamações de pele, como acne e seborreia.\r\n\r\nEsta pílula anticoncepcional não deve ser administrada por gestantes que estejam amamentando, pacientes com histórico de câncer, doença no fígado, diabetes, enxaqueca ou casos de hipersensibilidade a qualquer um dos componentes da sua fórmula",1783,7891106913966,34.99,39.41,34.99,true
Protetor Solar Sallve Toque Seco FPS50 40g,SALLVE,https://www.drogariasaopaulo.com.br/protetor-solar-toque-seco-fps-50-sallve-frasco-40g/p,"O que ele é: um protetor solar facial com toque seco e alta proteção UVA/UVB. Oferece uma multi defesa contra a radiação solar e os danos da luz azul, infravermelho e poluição. Com Carnosina, tem ação antioxidante, que previne os sinais do tempo, e Antiglicante, que ajuda a preservar o colágeno da sua pele. Enquanto isso, a Niacinamida contribui para ajudar no controle de oleosidade ao longo do dia, reduzindo o brilho da pele sem ressecar. Compatível com maquiagem, não esfarela, não arde os olhos e disfarça a aparência de poros.",826898,7908335402304,59.9,69.99,59.9,true
Fralda Descartável Pampers Confort Sec Super 72 Unidades,Pampers,https://www.drogariasaopaulo.com.br/fralda-descartavel-pampers-confort-sec-super-60-unidades/p,"Experimente a nova Pampers Confort Sec, que oferece máxima proteção a noite inteira. Pampers Confort Sec permitem que o ar circule livremente dentro da fralda, para o bumbum ficar menos abafado, a pele arejada e sequinha durante a noite e um ajuste confortável.",807370,7500435106672,107.09,129.9,107.09,true
Seth 150mg União Química 60 Comprimidos Revestidos,União Química,https://www.drogariasaopaulo.com.br/seth-150mg-uniao-quimica-60-comprimidos-revestidos/p,Seth 150mg União Química 60 Comprimidos Revestidos,804800,7896006201335,58.39,70.08,58.39,true
Sabonete Líquido Granado Bebê Lavanda 500ml,Granado,https://www.drogariasaopaulo.com.br/sabonete-liquido-granado-bebe-lavanda-500ml/p,"PARA QUE SERVE     Sabonete líquido para o Banho do Bebe ou da Criança  DETALHES DO PRODUTO  O Sabonete líquido Bebê Lavanda cresceu. Experimente essa versão econômica com 500ml! Formulado com glicerina vegetal e pH da pele, o sabonete limpa com suavidade a pele do bebê, deixando-a macia e perfumada. Especialmente desenvolvido para a pele delicada do bebê. Dermatologicamente testado. Embalagem prática com válvula pump. Livre de parabenos e ingredientes de origem animal. Conteúdo: 500ml.  MODO DE USAR  Coloque uma pequena quantidade do produto na mão ou em uma esponja e espalhe por todo o corpo do bebê com movimentos suaves. Em seguida enxágue. Pode ser dissolvido com pequena agitação na água do banho até a formação de espuma.",760927,7896512955265,41.99,41.99,41.99,true
Kit Shampoo Dabelle Abacate Nutritivo 250ml + Condicionador 200ml,Dabelle,https://www.drogariasaopaulo.com.br/kit-shampoo-dabelle-abacate-nutritivo-250ml-condicionador-200ml/p,"Que tal um cabelo super nutrido com uma fórmula especial e transparente? \n\nO Shampoo Abacate Nutritivo remove as impurezas com muito cuidado e deixa seus cabelos prontos para receber o tratamento.\n\nO Condicionador Abacate Nutritivo alinha as cutículas para te proporcionar um desembaraço incrível, eliminando a aspereza e as pontas duplas.\n\nCOMPLEXO NUTRITIVO\nMANTEIGA DE ABACATE: Rica em Vitamina E, repõe os lipídios e combate o ressecamento.\n\nBLEND DE ÓLEOS: Com Argan, Abacate, Macadâmia, Girassol e Linhaça. Uma combinação perfeita que protege, nutre com leveza, e brilho e previne as pontas duplas.\n\nCOMO USAR\n\nSHAMPOO: Aplique no cabelo a quantidade certa pra você, massageie até fazer uma espuma cremosa e enxágue bem. Você pode repetir a aplicação se precisar.\n\nCONDICIONADOR: Aplique a quantidade certa pra você no comprimento, evitando a área da raiz e concentre mais nas pontas. Massageie delicadamente no sentido do crescimento dos cabelos até enluvar os fios e depois enxágue bem.\n\nCombine com outros itens da linha DaBelle Hair para ter um resultado ainda mais incrível!",743488,7898965666958,21.99,21.99,21.99,true
