URL,Preço sem desconto,Preço com desconto
https://farmaciapermanente.com.br/biovicerin-1-x-106-end-ml-sus-or-ct-2-flac-x-5-ml,"15,30","15,24"
https://farmaciapermanente.com.br/bromelin-propolis-50ml-spray,"63,00","59,99"
https://farmaciapermanente.com.br/xantinon-10-drageas,"5,60","5,49"
https://farmaciapermanente.com.br/vitamina-c-bioargi-c-16-comprimidos-efervescentes,"29,56","17,99"
https://farmaciapermanente.com.br/florax-sm-uva-25ml-solucao,"53,13","51,99"
https://farmaciapermanente.com.br/prednisona-20-mg-20-comprimidos-neo-quimica-generico,"49,77","28,49"
https://farmaciapermanente.com.br/bissulfato-de-clopidogrel-75mg-ems-caixa-28-comprimidos-revestidos,,
https://farmaciapermanente.com.br/omeprazol-40mg-ems-caixa-7-capsulas,"71,03","31,49"
https://farmaciapermanente.com.br/eno-pastilhas-mastigaveis-sabor-menta-com-8-pastilhas,"14,06","7,49"
https://farmaciapermanente.com.br/pastilhas-para-garganta-strepsils-sabor-mel-e-limao-caixa-16-pastilhas,"27,19","25,99"
https://farmaciapermanente.com.br/repoflor-pediatrico-200mg-com-4-envelopes,"41,61","26,50"
https://farmaciapermanente.com.br/cloridrato-de-naratriptana-2-5mg-ems-caixa-4-comprimidos-revestidos,"17,27","15,99"
https://farmaciapermanente.com.br/puran-t4-88mcg-sanofi-caixa-30-comprimidos,"25,33","23,81"
https://farmaciapermanente.com.br/nicorette-icemint-2mg-30-gomas-mastigaveis,"81,25","78,14"
https://farmaciapermanente.com.br/sinvastatina-20mg-ems-caixa-30-comprimidos-revestidos,,
https://farmaciapermanente.com.br/biovicerin-geyer-5ml-6-flaconetes,"44,79","42,21"
https://farmaciapermanente.com.br/mylanta-plus-sabor-morango-solucao-oral-240ml,"53,64","52,99"
https://farmaciapermanente.com.br/clotrimazol-creme-10mg-g-ems-caixa-35g-6-aplicadores,"58,26","33,49"
https://farmaciapermanente.com.br/naprix-a-ramipril-5mg-besilato-de-anlodipino-5mg-libbs-caixa-30-capsulas,"74,87","65,14"
https://farmaciapermanente.com.br/paracetamol-gotas-200mg-ml-generico-biosintetica-15ml,"13,61","9,99"
https://farmaciapermanente.com.br/lisador-dip-1g-com-20-comprimidos,"R$ 28,05","R$ 28,05"
https://farmaciapermanente.com.br/betatrinta-eurofarma-caixa-1-ampola-1ml-suspensao-injetavel-seringa,"29,20","27,74"
